[General]
Name|Vickie
b1fb04b8-acee-4c4e-ae9b-09e7e3e30da5|A Vickie está quase chegando! Estou em uma posição privilegiada! Só preciso ficar perto, pegar leve e esperar...
1c31afe7-2ad1-4d5b-9f5c-4673dc068487|A Vickie disse para eu seguir o exemplo dela. Talvez eu devesse deixá-la começar com {Vickie:ThreesomeObjective} da próxima vez. Supondo que haja uma próxima vez. A Vickie provavelmente não será tão indulgente no futuro...
607d7b77-c21f-4faa-9547-09795fa9e304|Droga, é isso mesmo! Preciso deixar a Vickie assumir o comando da nossa pequena proposta. Eu realmente sou péssimo em aprender com os erros. ...Talvez o primeiro passo deva ser admitir que eu realmente cometo erros. ...Meh.
e35fa470-8d73-4b9e-a6ae-cdc8dcc82805|Merda. A Vickie me pediu para ficar com ela. Talvez eu estivesse muito longe dela e de {Vickie:ThreesomeObjective}, ou eles não podiam me ver. Ela provavelmente não vai ser tão complacente no futuro...
8f32c95b-2033-4be2-bce8-d6cd16b20818|Porra, eu não estava aqui para apoiar a Vickie. De novo. Eu sou péssima em aprender com os erros. ...Talvez o primeiro passo deva ser admitir que eu realmente cometo erros. ... Não.
bbf91a0b-0b67-4c27-875d-a062e8cb4d34|Merda. Parece que estou testando a paciência da Vickie de verdade. Se ela me der outra chance, tenho que usá-la com sabedoria. Se não... ah, porra, esqueci meu teclado em casa. Vou quebrá-lo depois.
fd839d7f-4f44-4baf-aa7c-cbdbb7d3f04d|A Vickie está se aproximando do quarto principal! {Vickie:ThreesomeObjective} provavelmente não vai demorar muito... Preciso chegar mais perto e estar pronta!
cc349b15-ecf4-4f44-9d38-7404bb49b26e|A Vickie está se aproximando do quarto da Ashley! {Vickie:ThreesomeObjective} provavelmente não vai demorar muito... Preciso chegar mais perto e estar pronta!
b8fa0c4a-dab8-440b-8bc0-1a07d3260fab|A Vickie está se aproximando da Sala de Arte! {Vickie:ThreesomeObjective} provavelmente não vai demorar muito... Preciso chegar mais perto e estar pronta!
8dd1dd25-085c-49aa-8d39-bddac9ba740c|A Vickie está se aproximando do Gazebo! {Vickie:ThreesomeObjective} provavelmente não vai demorar muito... Preciso me aproximar e me preparar!
280372c1-e3cc-45a3-81e6-eb36367db65c|Só preciso ficar perto da Vickie e não me meter em encrenca. Estamos quase na terra prometida! Um lugar mágico cheio de diversão, sexo e... hum, fluidos! Viva!
28a5f116-b5bb-43d8-b9aa-b18314574646|Algo me diz que Vickie e {Vickie:ThreesomeObjective} não estão mais me esperando...
466ae785-de5f-4522-9d34-4cd43d16a8bb|Madison é muito próxima para falar sobre as fotos nuas com Vickie.
ea54efba-9708-4b8d-947e-e48434fe22b3|Droga! Se Ashley não estivesse brava comigo, eu poderia perguntar a Vickie o que deveríamos fazer com essas fotos. Talvez Vickie possa me ajudar a cair nas graças de Ashley novamente.
186b4fc4-15e7-4266-add4-6218f556b112|A Ashley ficou tão ferrada que provavelmente nem lembra se somos amigas ou não...
74263672-8967-4c8d-bd8b-90be7302f512|A Ashley ficou tão ferrada que provavelmente nem lembra se somos amigas ou não...
d57022fc-5012-4616-9129-5388e1bcd87b|Hah, eu mostrei a ela! A autoprivação foi o que me tornou a pessoa que sou hoje!
d943cd81-0d63-4290-927b-2e054986836f|Porra, a Vickie tem razão. Fico como uma criança em uma loja de doces perto dela. Preciso me acalmar e me concentrar, ou nunca a verei fazer sua mágica. Talvez eu devesse tentar conversar com o Derek sobre o que devo fazer em seguida. Mas talvez eu devesse me vestir primeiro.
d84fdcba-efa2-40a9-a671-233cffc827bf|Acho que exagerei um pouco na bebida...
36744903-1e8b-4c50-bf89-761102f26623|Ao canalizar seu Sting interior, sua resistência de combate aumentou um pouco.
c44adc86-e079-4bc5-9532-d62abbb74c7f|Hmm... Será que eu deveria ter contado a verdade a ela? De repente, ela me parece estranha...
e707aaae-f848-4921-8e54-4135800628b9|Merda, acho que não foi a decisão certa... Ah, espera, é a Leah. Talvez tenha sido...?
17e1fc3e-8278-4804-b80b-bb19f6f2c4fc|Bem, foi muito mais fácil do que arriscar um tapa na cara. Parece que vou ter que ligar de outro número.
514504c7-e08c-42d2-815c-1c391c48c7c1|Hum, é melhor eu morder a língua. Não vou poder pregar uma peça na Madison se ela estiver trancada no banheiro...
a5cd32b6-42a8-4872-b0b3-31cdc529e28c|Puta merda, na cabeça da Madison, a exposição de arte que eu tanto me esforcei para entrar já está começando? Isso vai ter que esperar...
74f6c7b7-af7b-42d5-a322-9a71b917d049|Espera... uma mulher vai fazer uma pintura usando meu pênis em vez de... argh, eu devia ter usado uma conta descartável para isso! Foco... hora da estátua!
e4797af1-4299-4f2e-be7a-3e87e2aabbca|Eca! Eu realmente fiz esse som? Acho que ela está aqui para ver...
cebb3708-85a0-452f-8205-2d261e8b61fe|Eca! Eu realmente fiz esse som? Acho que ela está aqui para ver...
8491d0d2-b49b-411f-90a7-5a5f2122e1a5|Talvez eu possa pregar uma peça na Madison depois de mergulhar meu pincel na... tábua de madeira dela? Como se chama isso? Eles sempre têm um monte deles na House Depot...
42e87203-7c2d-4b0a-9590-fd4580750fe9|Hmm, alguém poderia ter pegado o assento da banheira de hidromassagem que a Vickie queria. Ou pode estar cheio agora. Aposto que eu conseguiria tirá-lo usando meus encantos... ou a falta deles!
755a4868-ca5e-4e5b-ac92-44e4ba166fe4|Claro que sim, é disso que estou falando. Eu deveria deixar a Vickie me examinar de novo...
1cd3c70f-c52f-4e6b-907d-1b08ea6c9126|Droga, parece que ainda não estou me segurando muito bem. Vou precisar de mais prática e de uma ou duas bebidas se quiser impressionar a Vickie...
a40b474c-9f07-46fb-be50-7a93d38ddf86|Espero que isso me deixe um pouco mais tranquilo...
63d2f23b-6c09-420a-9c68-b219dda31dd3|Espero que isso me deixe um pouco mais tranquilo...

[Background Chatter]
BGC1|Quer saber um segredo? Fiz sexo 3 vezes hoje, e só 1 foi a trabalho.
BGC2|Qual a melhor coisa de ser uma atriz pornô? Bem, todos os meus brinquedos sexuais são dedutíveis do imposto de renda, então isso é muito bom.
BGC3|A Rachael sempre me convida para festas incríveis. Mas tenho a sensação de que ela secretamente odeia festas e só quer uma amiga. Eu respeito isso.
BGC4|Não, eu trabalho para a Poppycock Productions. A "Carne do Homem Mecânico" vem de uma produtora diferente.
BGC5|Psiu, se você conseguir o telefone da Madison... por favor, apague meu número. Você provavelmente encontrará coisas interessantes lá também.
BGC6|Na dúvida, esfregue um.
BGC7|Às vezes acho que seria ótimo ter um pênis, mas aí coloco uma cinta e me lembro que ter uma boceta na calça é muito mais fácil.
BGC8|Que tipo de coisa você curte? Há alguma chance de ser BDSM? Conheço uma vaga que precisa ser preenchida imediatamente.
BGC9|Você já encontrou um gloryhole na natureza? É como encontrar a fonte da juventude. Só que a fonte tem o formato de um pênis, e só é jovem porque você provavelmente está em um vestiário da YMCA.
BGC10|Aviso: só porque você viu minha foto no anúncio "Solteiros gostosos prontos para transar no seu bairro" não significa que eu esteja solteiro de verdade.
BGC11|Na verdade, não a chamamos de "cidade marrom" regularmente. Eu trabalho com profissionais. Como você sabe, roupas e cabelos não são as únicas coisas que podem ser descoloridas.
BGC12|Então sua assistente é uma IA onisciente? Como ela se parece? Ela está totalmente... equipada?
BGC13|Você removeu a masculinidade do seu robô? Patrick, tem que haver uma lei contra isso. Se ele levasse para o lado pessoal, você poderia ter causado o fim de toda a humanidade como a conhecemos.
BGC14|Preciso encontrar essa IA e pelo menos dar a ele um flash de graça ou algo assim. Manter o planeta girando por pelo menos mais um dia...
BGC15|Então seu nome é Leah? Gosto do seu estilo. É bem esportivo. Aposto que ninguém te dá mole, garota...
BGC16|Desculpa, gata, a Poppycock Productions é muito reservada sobre o que eu posso ou não fazer. E não me refiro apenas a quando colocam uma coleira no meu pescoço e me obrigam a fazer coisas estranhas no escritório. Mas boa sorte!
BGC17|Argh, amanhã vai ser tão estressante. Preciso mesmo falar com meu agente. Por que diabos estou vestida para uma doação de sangue e uma orgia no mesmo dia? Vou pedir um pouco do Hyperall daquela garotinha da escola. Isso deve manter o ânimo (e as palpitações cardíacas) alto.
BGC18|Tem algum roteirista aqui? Estou tentando escrever roteiros e adoraria uma indicação. Então, se houver fãs de ficção científica por aí, especialmente monstros com tentáculos com um gosto por xoxota, sabe... fale comigo.
BGC19|Tenho saído com um cara ultimamente. Bem, nós "NOS VEMOS" antes de começarmos a tirar a roupa um do outro. Não é nada sério, mas por algum motivo isso não o impede de ficar com ciúmes quando estou saindo com outros caras. Ele estabeleceu algumas regras para esta noite, mas, honestamente, não consegui decifrá-las por causa das lágrimas dele. Mas tenho quase certeza de que ele me disse que vale tudo!
BGC20|Ele quase foi capa da Money Makers Monthly desta edição, mas um cara que comprou uma vila na Ásia para salvá-la do desmatamento ou algo assim me venceu. Não estou dizendo que ele não vale a capa... mas eu já transei com muitos homens asiáticos, e um pouco de desmatamento púbico seria um favor para o continente inteiro. BGC21|Essa não é minha tara, essa não é minha tara!
BGC22|Cara! Ufa, essa foi por pouco. Quer dizer, por um lado, eu adoraria praticar esportes aquáticos, mas que se dane, avisa uma garota, tá?
BGC23|Não me ameace com diversão.
BGC24|Alguém sabe para onde o Frank foi? Ele me pediu para autografar esta cópia original em DVD do Gothic Gangbang 2 e depois foi embora. Ah, é. O Patrick me ofereceu mil dólares por ela. Vendido!
BGC25|Eu nunca entendi por que as pessoas passam por todo esse ritual de acasalamento para ir para a cama. Eu pergunto direto se eles querem transar.
BGC26|Ei, agora, vejam ele ir! É meio que um segredo da indústria, mas fazemos todo mundo dançar para nós nas entrevistas em estúdio. É só bom senso. Se você sabe dançar, sabe transar.
BGC27|Acho que você vai gostar da próxima parte do seu treinamento, mas, infelizmente, preciso te pedir um grande favor primeiro...
BGC28|Você acha que pode tirar isso de mim?
BGC29|Me avise se precisar de ajuda com isso...
BGC30|Sério? Quer apostar nisso? Eu adoro fazer apostas. Provavelmente um subproduto de ter tanta renda disponível sendo tão jovem. A indústria pornográfica realmente paga, sabia?
BGC31|Você está falando sério quando diz que isso é festa? Primeiro, eu ainda não vi nenhuma nudez. Segundo, os quartos estão vazios, então ninguém está transando. E terceiro, eu ainda não fui transada. Fracasso, fracasso e fracasso total.
BGC32|Sexo com móveis? Não, eu nunca soube que isso existia, e quando digo que curto tudo, quero dizer TUDO. Mas estou tentada a comprar um pufe e resolver a logística.
BGC33|Estou tentando entender essa coisa toda do Derek e da Madison. Quer dizer, é óbvio que eles têm um caso, mesmo que não admitam, mas é um casal tão improvável. O sexo deve ser incrível. É a única coisa que faz sentido.
BGC34|Faça o que quiser, mas só estou dizendo. Também ouvi dizer que o Derek anda armado, se é que você me entende. Eu sempre achei a Madison meio estranha, mas tenho que dar os créditos a ela se ela está montando ESSE pau.
BGC35|Ah, eu sei todos os truques para deixar as coisas quentes e picantes bem rápido. Gosto de me aquecer com alguns comandos para trocar de roupa, depois alguns comandos de warpto para levar todo mundo onde preciso e, por fim, terminar com alguns comandos de intimidade. É incrível como é fácil dominar todo mundo com alguns comandos de console safados!
BGC36|Aquela garota, a Amy? É, ela tem a estética de boa moça bem definida. Sério, ela parece saída de um filme pornô bem sacana de vizinha. Aposto que ela está a fim de muito mais do que está demonstrando. Eu preciso descobrir.
BGC37|Ah, todo mundo tem uma estrela pornô interior. Com uma garota como a Amy, é só uma questão de atraí-la. Aliás, aposto que todo mundo nesta festa é capaz de se divertir hoje à noite.
BGC38|Ah, não, Policial Bigcock! Eu não ousaria.
BGC39|Mmm, eu estava esperando por isso. Pronto para começar a trabalhar?
BGC40|Mmm, vem cá, você...
BGC41|Você já foi comido por uma atriz pornô? Não. Então aperte o cinto! Estamos prestes a dar uma volta!
BGC42|Vamos começar, certo? Sente-se e deixe-me aquecê-lo um pouco.
BGC43|Ah, decisões, decisões. Agora, com quem devo começar? ...Eenie, meanie, miny... Hmmmm...
BGC44|É ASSIM que eu gosto de ver meus cadetes... em posição de sentido!
