[General]
Name|Derek
404|Valeu, Madison. Pode me chamar de "Super Mário", porque sou o melhor encanador da cidade! Você viu meus bíceps quando eu estava girando aquelas maçanetas, certo?
405|Fita adesiva! Brilhante. Essa coisa vai segurar perfeitamente.
406|Por que você não liga a água de novo para a gente ver se esse cano funciona?
407|Argh, tudo estava indo bem até esse anúncio aparecer! Agora estou distraído! Que porra, como vou saber se esses anúncios irritantes estão me interrompendo? E que porra, é um anúncio bloqueador de anúncios! Preciso que você coloque outro vídeo, e dessa vez certifique-se de que não tenha anúncios. Eu não consigo trabalhar assim.
408|Então você precisa de alguém com uma conta no YouTool. Haha, às vezes a gente simplesmente não entende nada! Entendeu?
409|Sério? Sem anúncios? É melhor não estar brincando. Se eu vir um ícone de buffer, vou ver sua bunda magrela tentando girar essa chave inglesa.
409.1|Sério? Sem anúncios? É melhor não estar brincando. Se eu vir um ícone de buffer, vou ver suas mãos macias e delicadas tentando girar essa chave inglesa. Você não quer quebrar uma unha, né?
410|Ei, bom trabalho! Onde será que a Madison guardou essas coisas?
411|Droga, eu ainda não te contei, né? Seu amigo aqui conseguiu um novo emprego, um emprego confortável de escritório onde eu posso ficar sentado o dia todo. É, você ouviu direito. O Derek tem um emprego honesto!
412|Bem, eu, hum... Tem um probleminha. Eu ainda não tenho o emprego. Ainda estou esperando o CEO aprovar. Acho que eu deveria ter mencionado isso antes.
413|É, olha, eu preciso desse emprego como uma prostituta precisa de um padre. A inflação é uma loucura. Eu já fiz coisas que você nunca imaginou para sobreviver. O tipo de coisa para a qual eu preciso de um padre, se é que você me entende...
414|Mas olha, por um golpe de sorte, o CEO está aqui hoje à noite, nesta festa! A propósito, é o Patrick. O que você acha que eu deveria fazer? Contar alguma coisa para ele?
414.1|Obrigada, garota, respeito. Mas falando sério, estou numa situação difícil porque meu CEO está aqui hoje à noite e não sei bem o que fazer. Devo pedir para ele responder? Ou talvez fingir que nada aconteceu?
415|Esta é a minha grande chance. Eu realmente me importo. Só quero saber o que o Patrick pensa. Entrar na cabecinha pervertida dele. Ei, espera um minuto...
416|Por que você não fala com ele? Apalpa ele... desculpe, testa as águas. A menos que você não se importe com a ideia de passar a mão por aí. Isso definitivamente daria resultado.
416.1|O Patrick tem uma queda por garotas bonitas. Por que você não fala com ele? Apalpa ele... desculpe, testa as águas. A menos que você não se importe com a ideia de passar a mão por aí. Isso definitivamente daria resultado.
417|Então, estou dentro? Ou estou fora? Não entendo sua gama limitada de expressões. O que você é, um personagem de videogame ou algo assim?
418|Uma lista de motivos para NÃO me contratar? Droga! Que porra eu fiz? Ah, isso não é bom...
419|Estamos procurando, tipo, uma maleta. É, gente organizada adora maletas! Espero que a Madison tenha uma em algum lugar.
420|...Bem, estou realmente ofendida. Então eu sou uma garota burra e tímida? Meu Deus, meu ex estava certo. Droga!
421|É verdade, aquele cara não é exatamente brilhante. Só preciso mostrar a ele que tenho as habilidades que ele procura. Mas preciso fazer isso discretamente. Definitivamente vou precisar de ajuda.
422|E eu agradeço por isso, mas precisamos recrutar outra pessoa para o nosso pequeno plano maligno. Alguém que seja neutra em relação ao Patrick. Uma garota, uma que não hesite em guiá-lo. Literalmente. Hmm...
422.1|E por mais que eu aprecie isso, precisamos de outra mulher. Alguém que seja neutra em relação ao Patrick. Uma garota, uma que não hesite em guiá-lo. Literalmente. Hmm...
422.2|Alguém que seja neutra em relação ao Patrick e que não hesite em guiá-lo. Literalmente. Hmm...
423|Amy, sim, ela é perfeita! Ela está sempre lá para me ajudar. Veja se ela pode ajudar. Diga a ela que ela só precisa mostrar a casa para o Patrick. Sabe... como um cachorro humano! Na verdade, deixe essa última parte de fora. Vou deixar você falar com a Amy.
424|Vai, querida! Ótimo. Para isso funcionar, vou ter que mostrar ao Patrick que sou tudo o que ele pensa que eu não sou. Superorganizada, inteligente como Einstein e assertiva como uma acompanhante de baile. Claramente, vou precisar de algo que me torne mais convincente.
425|Vai. Assim, vou parecer superarrumada. A Amy está pronta para ir, agora preciso que você se posicione. Tanto para apoio moral quanto para uma briga se tudo der errado.
426|Quando a Amy e o Patrick começarem a andar, fique perto deles, mas não muito perto. Não deixe que te vejam. O Patrick pode ficar inquieto às vezes. Melhor se você se agachar como um agente secreto... Agora, podemos começar, ou você precisa de um momento?
427|Nós escapamos por pouco, mas pelo menos não parece que ele está em cima da gente. Me avise quando pudermos tentar de novo.
428|Bem, o plano fracassou completamente. Acho que vou ganhar a vida em banheiros de postos de gasolina, um boquete de cada vez. Obrigada por me ajudar, eu acho.
429|Correu tudo bem, né? Quer dizer... ótimo. Acho que o Patrick ficou impressionado!
430|Exatamente! E agora vamos fazer ainda melhor. É hora de provar que sou tão inteligente quanto pareço.
431|Que se dane, vocês estão sempre me julgando porque eu consigo fazer flexões de três dígitos. Vou mostrar para você e para o Patrick. Mas primeiro, preciso ter uma boa aparência. Preciso de óculos de espertinho.
431.1|Eu sei, mas ter uma boa aparência e ser inteligente são duas coisas muito diferentes. Preciso ter uma boa aparência. Preciso de óculos de espertinho.
432|Chame do que quiser. Aposto que alguém tem um por aí. Sabe, uma vez vi uma foto no celular da Madison da Ashley usando um par desses com uma roupa curta. Acho que era algum tipo de fantasia. O que você acha?
433|Eles são perfeitos! Eu poderia começar a lançar feitiços e torcer para que meus pais não estivessem mortos.
434|Vou ficar perto do mirante e encontrar algo para conversar que demonstre minha extrema inteligência. A Amy vai cuidar do Patrick, mas você precisa entrar em modo furtivo. Você consegue fazer isso ou precisa de mais tempo?
435|Droga! Não consigo ver nada, mas esses óculos funcionaram. É melhor eu ficar com eles por um tempo.
436|Há! Isso é progresso! Mas ele já deveria ter me dito alguma coisa, certo?
437|Entre a maleta, os óculos e eu vagando pela casa parecendo uma jovem profissional perfeita, por que ele ainda não veio correndo até mim? O que você acha?
438|Sim, preciso de uma presença mais imponente. Uma presença profissional! Mas que diabos é a ideia do Patrick de profissional? O maior investimento desse tipo é um aplicativo que aumenta a grossura do pênis em fotos usando IA...
439|Quer dizer, geralmente é assim que eu mostro minha assertividade. Mas pode não funcionar neste caso...
440|Espera! Já entendi! Já entendi! Desta vez eu cuido disso, só diga para a Amy trazer o Patrick para a sala. Vou deixá-los na mão!
441|Chega de pegadinhas. Me diz. O que há de errado comigo?! Por que você está me torturando assim? Me dá uma resposta!
442|Estou falando do emprego, cara! Estou aqui tentando te provar que sou o candidato perfeito. Até pedimos para a Amy te guiar pela casa para que você possa conhecer minha excelência profissional. O que mais eu deveria fazer?
443|Eu diria que não, mas não quero estragar tudo. Então, eu tenho o emprego?
444|E daí? Eu tinha um discurso inteiro preparado! Eu estava prestes a entrar no modo gladiador, jurar destruir todos os seus inimigos e tudo mais!
445|Meu Deus! Meu Deus! Eu tenho um emprego! Um emprego de escritório de verdade! Chega de banheiros de posto de gasolina! Obrigada, Patrick! Obrigada!
446|É, desculpe, eu só estava verificando os valores de mercado mais recentes e, hum... dados comerciais. Porque eu sou um empresário, como você pode ver.
447|Nossa, não tenho palavras para agradecer por me ajudar com o Patrick. Talvez, quando eu me instalar, eu fale bem de você, o que você acha?
448|Ei, você se saiu muito bem como novato. Vejo um futuro brilhante, cheio de missões de busca para você.
448.1|Ei, você se saiu muito bem como novato. Vejo um futuro brilhante, cheio de missões de busca para você.
449|E já que você me ajudou a encontrar um novo emprego, talvez eu possa retribuir o favor mais tarde. Venha me visitar quando estiver com a vibe boa, ok?
450|Desculpe, senhores. Eu estava apenas, hum... recalibrando a usina para, hum... maximizar elétrons e coisas assim. Melhor para o meio ambiente. Vou tornar a iluminação mais eficiente rapidinho.
451|Ah, é, sabe de uma coisa? Acho que é a hora certa. Por que não nos encontramos no escritório?
452|Estou sentindo umas vibrações, mas não são exatamente as vibrações certas, sabe? O que significa que vocês não me entendem. Cara, esses óculos nerds realmente me deram um chute na cabeça.
453|Isso foi loucura, né? Mas é melhor manter segredo. Considere isso um agradecimento por me ajudar a finalmente conseguir um EMPREGO. EBA!
454|O único problema com a Ashley é que o Patrick é primo dela. Precisamos de alguém que não seja muito próximo dele.
454.1|Não é uma má sugestão, mas... pra ser sincero, consigo pensar em dois grandes motivos pelos quais o Patrick levaria uns tapas na cabeça.
454.2|Katherine? É, isso poderia funcionar se a gente tentar matar o Patrick. Mas como esse não é o objetivo, é melhor deixar pra lá.
454.3|Tenho a sensação de que se a gente meter a Leah nisso, o Patrick vai levar uma voadora na cara.
454.4|Ela está ocupada demais tentando garantir que a festa corra bem. Além disso, ela não precisa saber o quão desesperada eu estou por um emprego...
454.5|Ela é muito próxima do Patrick. Tenho quase certeza de que já os vi discutindo hoje à noite.
454.6|Tenho a sensação de que você não vai conseguir manter a Stephanie focada por tempo suficiente para ser útil.
454.7|Sério? Você está em uma festa e ainda não falou com nenhuma garota? Tudo bem, o próximo plano é te ensinar algumas habilidades sociais básicas.
455|Então... ela te pegou? Acabou? Estou destinado a uma vida de dívidas e banheiros de posto de gasolina? Nãããooooooooo ...
455.1|Então ele te pegou? Estou condenado a uma vida de dívidas e banheiros de posto de gasolina? Nãããooooooooo ...

[Responses]
005b6a64-3101-4c90-8a60-db248115b771|Você poderia fazer uma planilha.
00741b2a-8761-4d45-bc3d-33d1969686c9|Vamos mostrar ao Patrick como você é organizado.
00bdafc8-03bd-44da-a6e8-58372ca93668|Deixa eu ir limpar o quarto então.
00e6b8be-ccb6-4638-8802-645a387a1957|Vamos para o gazebo, esticar as pernas e tudo mais.
00f95d65-3969-413e-8374-67220a1051dd|Não, tem que ser eu!
0131f7e4-5e7e-4534-ab8b-1692d6cca0c8|Quanto esforço, exatamente?
01608aac-4068-42f2-834a-8d2a8642cea7|Ah, sim, claro que quero fazer isso. Preciso de alguns minutos para me aquecer... e aí podemos começar.
01d17a3c-5102-436b-836f-e4ef246c2352|Porque ele é muito legal.
0283c664-e56b-49ac-a5cb-94f3c607abdc|Que porra é essa, Derek... tá, entendi.
02eb00aa-eff0-4b5a-8152-84c3dc3276e7|Me diga de novo o que eu deveria fazer com essa fantasia?
03002c94-b9ec-4903-8b01-e4b2527c079e|Perfeito! Até mais.
0323d8a3-3294-4d05-bc49-62d3a3acd009|Por que eu deveria me recusar a fazer sexo?
03f761be-9c8e-43db-9d92-4fc159b4f518|Tanto faz. Vou te deixar sozinho com seu pingentezinho ao vento...
04b4b79a-29ba-491e-9fac-3bf301a6f1f6|Você tem razão, Frank. Você não sabia que era verdade, mas é tudo verdade.
04ee0764-ed04-4911-aa88-d1d4a7b116a0|*Ouça*
0554e407-9d4c-4b42-b9b2-f49fc96692f9|Claro. Isso vai ser algo muito... interessante. Vamos lá, vamos lá!
05a72144-f892-4beb-b8bd-8b968f7bfad2|O que você pode me dizer sobre Stephanie, a dançarina?
05c9b115-4c6f-418e-9375-e0a2b1a1653b|Acho que alguém tentou esconder evidências do que aconteceu, e acho que nós dois sabemos quem é.
05f24c4e-dee6-4b84-bc1b-827ee0f6cd7b|Volto quando estiver com vontade.
05f9bce2-771f-40bf-950c-7dfc6c27e2db|Onde está a Madison?
063b317f-2ae3-48fb-9d0b-1f2ed6f818fb|Preciso desesperadamente de uma garrafa d'água!
078c5bd2-b958-4894-b67e-6698774048e1|Sim, você leu certo.
07a4e724-8f6e-44e3-a086-da7c2b8fb01b|Obrigado, Derek!
0808fbc4-0a24-4629-9d87-f78de0ca65e8|Claro, Derek.
08adbd78-ee2f-4f77-b0b8-dbdaad563d3d|Preciso de um favor. Pode mostrar seu pau para o Frank?
08cacccb-3c26-49c6-b036-01a54512e1f3|Na verdade, tenho algo para fazer. Já volto.
08e0fb15-c3aa-4e23-8dce-5a97774d3107|Cara, me desculpa. Comprei esse jogo na promoção só por causa dos peitos. Não faço ideia do que está acontecendo.
08ee66cf-c1d0-410a-a8bc-6b1f053f6d28|Ele vira a mesa e começa uma briga. Você não pode perder se não houver copos na mesa.
09a5351f-5897-4752-a74a-7e91d0c2adc6|Espera aí, acabei de lembrar que odeio missões furtivas em videogames.
09b3449d-c16c-4ccd-be9c-fe936bbc80a6|É, é, vou embora.
09fd6ff1-637c-48e3-86e4-5bfc7c518b49|Mas a pintura não é ruim...
0bd08458-1364-4ac8-bbce-79f3dc86dafc|Bem, não quero saber o que você realmente pensa...
0bfc02d3-9bcd-428c-aeba-0b7d5dbddd9a|Muito educativo. Acho que mereci.
0caeff8b-e478-46e4-abc0-70571be22c11|Não muito bom, pelo que ouvi.
0d75d218-f63b-4f2b-9661-c570473c469a|Aconteceu alguma coisa entre você e Madison?
0f9f6729-0bf7-4665-ac00-e8ba0179f7cd|Preciso de um segundo.
10521b61-71e4-4601-a4df-8a146dd051c4|Ok!
112b3747-52ac-4b73-b3f5-79f3f48c2919|Gostei, sinceramente.
115efa9b-b27e-4f28-a149-fa3cd279f9e2|Mas você É inteligente.
131ccf56-e592-4c61-8e7f-0b51a4499023|Eeeeeeehm... eh... Ok. Estou te entendendo.
147727b9-c823-4937-b5ae-cb8a919b1511|Eca!
14836776-8005-499e-a957-82d827f47264|Desculpe, o que posso dizer? Essa coisa grita: "Derek, enfia em mim. Agora!"
14f09f55-88c1-48df-b206-759c3523f846|Ok.
150a1045-9fc3-4fc9-b058-be41d1442916|...
15404b00-a960-4d42-abfc-cad43b10925b|Obrigado, Derek. Vou trabalhar.
15f75777-6b53-4d16-84ed-d516fb85b0f2|Ok, ok, Derek. Não precisa reclamar. Nossa.
15fd2ba2-4265-46e7-ac91-13e212a2cc24|Outro golpe de gênio, Derek.
161cff4f-2476-4577-91ea-837478847f3e|A Brittney disse que eu poderia te perguntar se precisasse de ajuda ou conselho, já que sou novato.
16327fb1-6206-4ba0-ae58-c9559ac49f4e|Já chega, Derek. Você não pode dar um chute na bunda do Frank por mim?
16374588-6458-4ce8-a461-eeac65aa0e23|Interessante. Obrigado, Derek.
16f5b966-873f-4d17-b458-8aa59a0d4764|PFF, não seja tão ingênuo, Derek! É pelo bem da arte!
191e5a7f-b3ad-4fcd-8e11-8fc8562b2940|Você não tem camisinha, tem?
196d63ee-30b7-40d6-af69-6788e7ae5c76|Boas Festas!
1a05d27f-45b7-4927-9bae-f1a3756c0705|Acho que não percebi isso até vir falar com você. Obrigada, Derek!
1a07689f-74be-4b92-a463-7500715eb94b|Vamos lá.
1a67ce9b-6f6e-48b4-bf00-c69f1b0e4d8b|Preciso de uma foto de alguém usando algo com a bandeira americana.
1b602e65-1874-49b1-beb7-949c1c626e98|Estamos prestes a fazer história.
1b641920-7da2-474a-8f28-36cdc33899fe|Bem, isso foi bem ameaçador.
1bb61d33-a862-441f-90fd-f5a41c5904a5|Sem problemas, obrigado pela ajuda.
1c934209-d242-4250-bf2b-258a93f926ac|Patrick perdeu seu MP3 player. Você viu em algum lugar?
1cc046b8-e683-415a-8f5e-eef37b9fec4d|A Madison adora seus jogos mentais, né? Você já jogou muitos deles antes?
1d6ef775-bb44-4aa0-bad1-320b1903605d|E a Rachael?
1d772ba9-9108-466e-9ef4-18e97f84fef1|Derek, desculpe, você foi um dano colateral.
1d93b16a-ee9a-41b3-937e-8ad9054c9606|Me avise!
1dfc0ed9-a79c-46e6-ac38-bc6efe547f48|Sim, com certeza.
1e00b63e-c74b-4af3-93ed-ee921f5cb6af|Os Irmãos SilkBelly!
1e5ae99f-2b3e-4644-9ac0-be2f46a445e1|Obrigado, Derek!
1e9bd543-2a95-4bca-93dc-8427e18e3634|Você tem alguma ideia de como tirar a Brittney da concha?
1ea9f3f6-2abd-4efc-9811-2c4888303626|Ótima ideia, obrigado, Derek!
1eb9f393-af6d-4c25-b05c-9e1a8cce7c95|Ela está hesitante. Uma lista inteira.
1ecb8acb-c082-4fe8-abef-3f3767dd2820|Recebido.
1f8b3739-845b-46c6-ae65-2eb062e33a0d|*Ouça*
1fabc179-e683-478c-802d-9f01085a5cfc|Feliz em ajudar.
1ff19098-21c3-4766-aeda-ba7e2bbeb509|Esses comprimidos estão te deixando louco.
202afbf9-71d4-42f1-8ab5-44f3c303cabf|Definitivamente algo desprezível.
2030ad9e-a0e0-47b6-b981-f6de5ae2df09|Derek, seja sincero comigo. Eu sei que tem mais. Me conta tudo, amigo.
204049fc-0c50-40e2-9d76-dc500fafcd6d|E a Stephanie?
20a811b5-2e49-41ec-aec9-b5e18d626286|Merda. Eu entendo.
212fe830-06dc-42f4-a4ff-588579141465|Digamos que eu coloquei as mãos nas fotos picantes de alguém...
21376d95-03a0-46d8-a963-356edf4e4d76|Como eu poderia esquecer?
21a1ec79-e57a-4fb4-96a5-abf22825f289|Na verdade, acho que vou ficar de blusa. Ela precisa aprender a se sentir confortável consigo mesma.
21ad1c72-f2de-4835-8fe0-83de1ade9968|Sempre que quiser, querida.
21b9f311-d6dd-40f0-8923-3ad244bd50bc|Talvez devêssemos parar um minuto para pensar sobre isso.
21bc42a9-3947-4c55-b177-5975d76a8cdb|Finalmente!
21fe1eda-b5eb-464f-9005-1266665b6707|Não, estou começando a me lembrar de tudo agora.
222b5e91-26aa-4e5a-a8fb-f3f2c25daf8c|Ops.
22e2749c-31ec-460a-8988-43aeee7ab129|Ei, Derek, o que é melhor, um pau grande ou bolas grandes?
23103e0a-a819-46ce-8f23-ec59775852b5|Eu sei que tem mais, mas preciso resolver uma coisa por um segundo. Não se mexa!
232a8ae5-37a3-4c0d-941b-f677f55dae6f|...
233919f1-abf4-4f66-b50d-2cac14cd5475|Então é por isso que está havendo um certo constrangimento entre vocês dois?
23577e34-97ba-4bc4-86ee-7c6e8858508b|Não sei se esse plano é complicado ou brilhante.
23a489ae-d052-481d-8e99-607675b5418b|Consentimento e exercícios de Kegel. É tão sexy.
23b49480-7cd7-475b-9643-be25399ccd26|Te vejo lá, Derek.
23f50c0b-ad35-416b-9b08-d9610064dba3|Você está se referindo àquela vez em que pulamos a cerimônia e fomos para o clube de striptease!
249b4509-a271-4324-bb1a-8b98b609f882|*Continuar*
24b01fdd-428c-4610-b3df-377c4c136191|Não se mexa, já volto.
24e95b20-c916-482a-8f6e-3d62d2b0406c|É, é, entendi. Mas deixa eles em paz, amigo. Vamos sentar no gazebo!
25568962-8161-41f6-858b-cf8eb416755d|Você sabe o que isso significa no caderno do Patrick?
261b0fcb-5a8b-47b1-886d-dffe1f13f5bf|Derek! Stephanie está tendo um ataque de pânico e eu preciso acalmá-la! O que eu faço?!
264f9c97-e56e-407f-abca-707c80d4dab7|Mal posso esperar para ouvir esse plano incrível.
269ebe9e-9295-4d74-965d-30c95be3b570|Cara, ela não está tão a fim de você quanto você pensa. E digo isso porque ela prefere chupar meu pau do que o seu. É isso que importa.
274394a2-de4c-49aa-92e1-fef31ec99c86|*Pular*
28046845-0383-41e6-beaa-f6d22c13410f|Volto já, Derek. Vamos tentar fazer meu cérebro funcionar!
2804d4ee-8998-48d1-a827-7dc80b0d653f|Pode contar com isso, amigo.
2930afaa-22fd-46ce-ac93-2c814bd66765|Sobre essas vibrações...
2954a311-58e3-4744-82b2-68f5e037422e|Espere, preciso fazer uma coisa primeiro.
29a944eb-e068-4032-ab59-eb861b476ce4|Gostaria que fosse mais, mas já é um bom começo.
2a8d9c72-1575-4608-a54a-5201e4dd1633|Rachael. Aquela garota sabe apreciar uma boa piada.
2ace68cc-5942-4651-8996-99d24ef713e0|Talvez eu me lembre disso também...
2bdbff27-c6b2-4784-8750-413da9cece9b|Vamos tentar de novo. Vamos mostrar ao Patrick como você é organizado!
2c4be39d-b16f-4f7d-9d4a-cda4eb38c27b|A vida era mais simples antes.
2cd09394-9e4e-46f2-b590-fd4896640637|Você está 100% certo.
2d7b5aef-de31-4c23-b00a-07b709f545d1|Hora de ir, Splinter Cell.
2e872c4e-b7a5-4e07-8124-a2aaeb51abf0|Até mais, Derek.
2ef72f5c-44ec-4650-85fb-86b04c2faf82|Ah, sim, droga, pode contar comigo.
2f2d1aa2-778a-44db-a32e-f00db1cfc350|*Acena com a cabeça*
2f5cd8a6-5861-436f-be73-7c7382ecd447|Eca! (Sexo Interativo)
2f8e1f0c-6995-4eff-88eb-e95ea0b55092|Você realmente segura bem o álcool.
2fb708f3-3c79-4c83-ac48-81b9de1c7709|*Continua*
2fb93fc1-3cdc-47ec-8635-0928bb93f843|Vou procurar um vídeo e te aviso!
31509b10-4c01-4d8d-8a3d-ded214b83426|Bem, tanto faz.
31c151ba-4ca9-4823-a37d-38ae6c38c124|Tenho outra sugestão.
3202ca36-200b-49fc-a931-c587c621ed6d|Ei! Trouxe outra garrafa!
326449a1-f0e7-4204-8511-c643133582dd|Deixa tudo sair, garotão.
3293b70d-4920-4f20-8e15-d5cb08da2ef5|Não está completamente fodido? Ótimo!
32bae177-1cbc-4c40-99d4-8ddbda6dba51|Vou convidar os três convidados para a nossa "exposição de arte".
32ec4b32-3877-496a-b88f-dc39563ea7af|Antes de ir... que tal uma revanche, em nome dos bons e velhos tempos?
33e76597-a526-4668-9164-0e518f4d207d|Calma, cara!
344ff4d8-5693-4964-8c7a-f35cc3c3efd6|Isso parece horrível.
346fed54-c7f6-4e6f-b30e-ff3ec0d25f43|Vamos ver.
34eac0c7-a19d-4820-9cf4-01751971ea0e|Até mais, Derek.
350c5d10-a04a-4112-8a05-f4fa4562bb54|Por que você não contou a ele?
3550cbd1-2c6a-4f50-b60c-c286f73887c8|Desculpe, cara, preciso esfriar a cabeça antes de começarmos a conversar sobre os velhos tempos.
35844162-e60a-4da0-ad96-a82fb2632fb1|Não!
35cb552e-ba4a-4d63-80f2-a11369732293|A Amy concorda, podemos colocar esse plano em prática!
35e4b3a9-7601-4233-83d0-6d2bc3ac6668|*Escute*
3615274d-02f6-48d9-820f-c694296a1c3d|Pense em todas as pegadinhas que ele já pregou em você.
36270179-c817-4b4f-bd3b-e9fe9c6e0226|Ah, merda...
362d1192-4913-45b8-90da-08804ad2b3fc|Vamos lá, Derek, ei!
36e5369b-ac55-4b31-92a9-f837ee16a719|Claro! É para isso que servem os amigos!
36f1d23f-1cc2-442b-84b3-b58ae88c4f6d|Vamos ver se está mais silencioso no canto do jardim. Não consigo nem ouvir meus próprios pensamentos aqui.
36f832de-ab0c-4bf0-b9f9-a1ec4f8e5e33|Isso é realmente uma loucura!
36ffca15-d923-4d2c-8415-2e89b010c87d|Hum, talvez. Falo com você depois.
3748c333-211e-4562-978e-b6891a3f7b3c|Droga, faz uma eternidade.
37a6863b-6311-4ffe-9cd3-e7ab00494021|Você parece entediado. Vamos conversar em outro lugar, certo?
37e6e702-db9b-4453-b3c1-19bbd04e632b|Sinto que há algum problema subjacente aqui.
384ab264-8726-43ba-b206-8346d8fd1ef6|Sua voz não está ruim.
38c3b9ea-aab6-4f0b-aede-56de947bfb6b|Você tem razão... Eu não entendo.
391d5d89-e58d-41a9-953a-8a135a73c16a|Sim, sim, vamos ver quem ri por último!
39487fb8-e9de-4b0b-8bf1-4daae795e95b|...o quê?
39839ee7-a8eb-48a9-abd3-181003353518|Mal posso esperar.
3ac5e273-16c9-45ed-b3f9-765fbc1e83c4|Ei, Derek, você pode me ajudar a consertar a pia?
3be31c0d-f3ed-42f6-a3c4-0b4c0df839f3|Quer que eu encontre algumas roupas para você ou não?
3c66e6a6-d4df-46aa-8046-37b6c9a4c961|Ah, você tem razão. Esqueça. Esqueça o que eu disse.
3cca4b11-3910-4b56-a369-56fe16f435b2|Que porra é essa?!
3ce06c3d-81c6-4f06-b12d-1a9a12a266ab|Leah, ela sabia dar um golpe de karatê na Madison.
3ce17353-3324-4842-816e-cbe2efe0e95a|E aí, footloose. Tá pronto pra dançar? Porque eu tô esperando!
3cf88d0e-c872-4b01-bc6a-909bbe0c151c|Entendi, mano, entendi.
3dde9483-dbde-4eea-99bd-5582f1f62f75|Só está um pouquinho frio aqui fora, só isso!
3e266840-1a8a-47f1-bb96-1aea560d3a7c|Luzes... motor... peitos!
3e7c7909-2d38-4be7-aa54-7de60c708b0f|Alto e claro.
3eae0746-31a5-4232-ae8d-664f341c8cf2|Podemos começar assim: Madison está prestes a ser pega com os peitos de fora na própria festa.
3f2467a3-23be-4e6b-91be-b6e17456cb46|Eu posso ajudar!
3f80a035-1193-4383-8a1c-5a4940bb0fbf|Isso foi incrível! Você viu o momento em que suas calças PEGARAM FOGO?!
3f996f9f-1e34-497d-b6f6-6946b9957506|Não vou.
3fedc668-4a11-4b79-9240-d7653d7d6b37|Eu? Num escritório?
40299b45-f9d1-4fe3-8948-73b426baf574|Obrigado novamente por me receber.
40b5550e-81e3-481d-b21e-a7122258f641|Você poderia imprimir em um pedaço de papel e economizar dinheiro.
40e703be-81ad-4465-8fe9-2da2673f13f8|Desculpe por termos sido pegos, Derek.
40ea13d6-dc9f-40d3-bf54-356250d9949d|Ele acabou de me convidar para o quarto dele, cara...
40f7e47d-4abf-48b9-8f21-040ebd4e1308|Boa ideia. Como você faria isso?
411330a7-e760-4f4e-9fc7-18de0925033f|O Patrick vai te ajudar a dar uma surra no Frank!
41970619-fe0c-4c75-866d-00a6a089d3d6|Por que a Madison está pintando uma coruja?
42db85e7-58ec-488f-940f-ef6eca9c09ec|Com certeza. Até mais, Derek.
42e8137a-d1e2-4f66-a1a5-30100df375d1|Ah, sim. Eu tenho. Aqui. Não direi nada se você fizer o mesmo...
431ec3b2-4249-4189-ace6-80cdd25e160b|Vickie. Pregar uma peça nela com o ídolo dela? Seria incrível!
4326c4b6-0dc1-425b-bc61-b8f3653c8070|Ok, tudo bem!
4335dd34-8336-4660-8c03-1b4fb4420644|Nossa, valeu, Derek.
44d10bc6-e4a4-4a03-b77e-0ef1333dfe05|Sim, uma preocupação razoável. Meu amigo, esquece. Vamos para o telhado como você disse!
452228f2-f18e-4ae7-8ea0-0005941d6984|Me dá um tempo... talvez eu mude de ideia.
4554b692-4465-4d77-bfc6-105bd27813c0|Eu entendo. Dane-se os outros. Bem, vamos direto para a garagem, certo, amigo?
4565922b-ed61-43f4-8d6f-355e93bfd954|Conte comigo, Derek. Você está... magnífico, aliás. Fabuloso, de verdade. Até mais!
464c6022-9de6-4f58-b54c-278f5bc2486c|Vai ficar tudo bem, Derek. Você... na verdade, você parece perfeitamente bem...
46ac8e38-f7b2-4529-ad3b-f18bdac3653e|É, é, entendi. Mas esquece isso, cara. Vamos sentar na jacuzzi, tá?
46fc149b-6691-4f53-a5f1-c92287a65ed2|Hum... essa é a última moda? É, hein... muito sexy? ...Tô tentando, Derek! Que porra é essa?
4757cb32-3188-4942-beb9-c62f9c229718|Vamos lá, vou te dar apoio moral.
4769e42a-4a01-4ff9-aa4f-eb204387e00f|Sei que você está bravo comigo, mas precisamos conversar sobre Purgalicious.
47d27300-a696-42f4-80ad-2dbd691a99b0|*Continuar*
48521f2f-1fd7-4754-beb8-b1a20dd8d737|Mas todos os vídeos têm anúncios, a menos que você tenha uma conta no YouTool.
49933121-a97f-40b0-bba1-536c8019d519|Deixa tudo sair, garotão.
49b3fb3a-20e0-4a0e-ae3e-d28d8b8576df|Não.
4a465c54-e8e1-458c-8a5e-c6e0648d33c4|Sim, droga! Conta pra ele! Ou melhor, conta pra ele... Mas depois.
4b00ecf5-08f0-4c46-8ed2-c8d633366a58|Meus lábios estão selados.
4b25233e-ed96-4b76-9735-dac617cd920d|Preciso encontrar um jeito de aumentar minha resistência para não gozar rápido demais.
4b7ec6fc-51bc-4ac9-8953-22234333c74b|*Continuar*
4b9f3a7a-e3aa-4659-a8f9-525964f67c73|Achei que você se interessaria em saber que estou prestes a tornar Madison famosa.
4c09c2dd-36bf-41d6-9319-c675b72d4625|Vamos lá, você está se segurando? Preciso que você faça isso por mim.
4c6cbfe2-3a52-4c90-ab46-d9a80963c978|*FIM*
4cbce6e3-57eb-42ac-a121-8bcd05d8a843|Desculpe, me perdi. Qual foi o primeiro passo?
