[General]
Name|Brittney
ce33c9ef-3f8c-4b04-b553-e8482afaa42f|Na verdade, me distraí e esqueci minha camisa.
ce826582-38f5-4dca-a18c-35456efe2e76|*Continuar*
cfd18a61-2f1a-4d1e-bf91-226e45eec841|Hum, ele não é retardado mental. Ele só está bêbado.
cfdcf195-7859-4887-8f93-f19cab26775b|De nada!
d08fd778-6955-4cb6-a659-bc5b58ecbec9|*Continuar*
d093c97f-09df-46d8-8d45-7f4d628cf1e3|Deixa eu cuidar disso por um momento.
d09e6488-3099-49bb-82ae-cad28496d986|Você tem uma conta no YouTool?
d0f66a75-4e5b-4dd4-a1b7-a56421dbb140|Você consegue! Acredite em si mesma!
d11bf28a-d3dc-4f25-a5f9-69ed5c9f7d80|Te vejo no quarto?
d1829129-23d1-4866-8fdc-b0c2f86e6de8|Desculpe!
d3158432-9f99-4ddf-86fc-a16a2e48340b|Amy odeia Rhode Island e está feliz por ter se mudado.
d3b00bdf-5a42-4f5f-b152-76ba981a2806|Vamos transar aqui, nesta jacuzzi.
d4f008c4-06a1-4020-9154-0044ac7a463c|O que eu fiz de errado?
d5a416ea-849a-4070-ac3e-d901af8b9eed|Procurarei algo melhor na próxima vez.
d67206f1-9aef-4d02-baa8-c02194657d7b|*Beijo Brittney*
d6ecbaf8-7c2c-486a-9261-bf65a4f0a776|*Continuar*
d73e014b-1747-498c-94bf-d67e9d722e1e|*Ouvir*
d7691a01-1f90-4400-8097-e95a82ec3442|Por favor...
d89cd3fb-40e9-487b-b9cd-da83279fb7ac|Desculpe, não me desculpo?
da4977ad-8831-46c9-b5d7-0280269187ed|*Continuar*
da6633d5-e993-4373-acd4-12b342b74cc6|Obrigada, Brittney
daa59390-4c94-4799-9c4e-38d8a34b5a83|Madison está fazendo uma exposição de arte no quarto dela e queria que você viesse.
daba65ae-d310-4c68-8026-2148ec2696d5|Feliz em ajudar!
dac650ba-05d3-4b3d-9ee3-1105a17cbfd3|Está muito quente nesta banheira. Talvez você devesse se despir.
dca9679f-2e33-46d7-a2ac-8ee66826e199|Estávamos... testando as pistas... Não... testando as evidências?
dcf7d243-c04b-41b9-b20a-791d8823e9c9|*Ouça*
ddf72dc0-05f1-485c-adff-b34b7e1d8e2b|Não, não sei o que você quer dizer, mas espero que goste!
de34684a-c2c6-44de-9f3a-a3d96ff154fb|*Continue*
dea0d95e-5d88-45b0-a186-45873d65cb4f|Continue, não pare!
dec64883-8491-4f2b-aeec-4f7501e7e6e4|*Fechar*
deebdc84-2972-4d0c-92e3-bb15be477c6d|Claro. Você consegue!
df2ee3ed-e21a-4ccc-adf2-2b36728a264e|Na verdade... esquece.
e02737a4-2c27-412b-b57f-82e13ac126e1|Eu nem reparei nos seus peitos!
e07c1358-c6d5-46fa-a5f5-1dc708307140|Hum, ele não é retardado mental. Ele só estava bêbado.
e0b51f82-7f34-42b2-9159-fc0bae5ce303|Conte-nos sobre uma paixão secreta que você teve no passado.
e0e943f1-3c59-4fe8-b073-c57f2ffb95fc|Tire a blusa.
e1cbe791-7466-4a35-a153-1a48a9fa6e09|Você já se apaixonou?
e21672de-1ea0-4bba-85aa-d082f67d1bfa|Essa metáfora está mais próxima da verdade do que você imagina.
e2424d72-b5dd-4227-bf6d-c15c1f6807b8|Amy está tentando entrar para uma irmandade porque acha que não vai se encaixar.
e2b537d9-50e2-437b-95e4-471c317a3084|Amy adora filmes. Principalmente filmes de terror.
e35a237e-128a-4e4b-a1b6-bbabe758bfe0|*Continuar*
e3771250-c9ed-45d4-8b0b-841517511576|Alguma notícia sobre a nova vizinha da Madison?
e493f166-5343-41a2-9698-4e25cbcec6c1|Quero usar suas coxas como protetores de ouvido.
e8941327-ca80-4ec4-aa00-8b5f25066dea|*Sniff sniff* Ei... Cheira a pontos... pontos para...
e9d91eba-840b-4350-9d69-5e2671020c93|Está perfeito lá fora esta noite. Vamos dar uma volta perto da fogueira.
ea1ddb27-e1ce-42a2-bce4-9274fc89896c|*Suspiros* Tudo bem.
eb5df2c1-33cf-4c2c-a128-7bae6538611e|Ela definitivamente vai gostar do seu apoio.
eba7596d-6588-4d4d-a749-81ccebb2ab5f|*Continuar*
ec4c8aab-1ec9-42a0-8b87-0b675cd8b30d|Você está pronta para o nosso momento?
ecee8a74-0829-4b9c-89a0-57e7f8826e41|*Continuar*
ecf3f757-d583-477b-bbed-12eef6b73810|Ooh. Obrigada, Brittney! Você é tão fofa!
f09bae56-3b48-49e4-a983-786d1d8d267d|Ah... certo...
f10effe5-74ab-4d7f-804b-e58d4da58d9b|Sinto muito, Brittney.
f14abf63-057d-4c78-ac35-d8b4f0d77640|*Escute*
f3f73593-d17b-47c2-83fa-179e66b33de8|Claro! Mal posso esperar para nos divertirmos juntos.
f427158a-1251-421f-ace8-bc5671fef044|Você não parece exatamente o tipo de pessoa que gosta de festas em casa.
f430a3db-57eb-4487-9a6e-6bd5b7eab38c|Me dá outra chance.
f50f2365-ed90-4059-bf15-c7a6cfcb37cb|*Continuar*
f62f7dc1-22fd-4317-963e-e19e08964796|Não vejo nada!
f6fe2b74-7c0b-4db9-af85-b3e484b78d9e|É, talvez não tenha sido uma boa ideia.
f72efd87-e6b7-4d50-8154-4fed9a8621d2|Te vejo lá.
f8e1bfea-e671-488c-af8d-bacfef62c931|Aposto que consigo convencer a Amy a tomar uma banheira de hidromassagem pelada.
f8ff8e26-ee23-435e-a13e-2096a9fa2baa|Ok, obrigada.
f947ed30-53c1-47ef-9d7c-dbe3a86bf7ec|Obrigada, Brittney.
f9857e37-4ca3-47da-a3e6-f8ae2b4e974b|Espere, já volto.
fa37b9bb-0095-4304-8b81-8999a17ff326|Vou te dizer o que eu realmente acho: eu gosto de você.
fa6a60ff-083b-4d6b-a2d8-7a76f2a109f5|Convenci a Stephanie a dançar de topless!
fce9df00-fe26-4bd4-b746-4455a90b74fd|Assunto delicado, eu acho.
fcf5ad68-a8de-48e9-8b1a-a8e5f5410bce|Encontrei este dedo grande de borracha. Você deveria dar a ela para lembrá-la da irmandade.
fdcae1e1-aade-401f-8c82-b4567ef0b80b|Isso significa que estamos prestes a ter nosso momento íntimo?
fe3e181f-a4cf-43d0-9535-611dd0d981e7|Quer se juntar a mim na banheira de hidromassagem?

[Quests]
1649ad7c-f51e-4730-b778-6ce8eb454245CompletedDetails|Sua amizade com Brittney floresceu completamente.
1649ad7c-f51e-4730-b778-6ce8eb454245Description1|Você está no caminho certo para conquistar Brittney.
1649ad7c-f51e-4730-b778-6ce8eb454245Description|Você precisa mostrar à Brittney que é uma boa menina sendo uma boa menina para os outros. Talvez procurar algumas oportunidades?
1649ad7c-f51e-4730-b778-6ce8eb454245FailedDetails|Sério, mano? Você não conseguiu ser uma boa menina por uma noite?
1649ad7c-f51e-4730-b778-6ce8eb454245|O amor conquista tudo
33ff8ab2-fc78-4125-a3f2-be3cb6a942f6CompletedDetails|Uma universitária, um lutador de lama e um festeiro entram em um quarto de hóspedes ...
33ff8ab2-fc78-4125-a3f2-be3cb6a942f6Description|Agora que Amy e Brittney estão mais próximas, talvez haja uma chance de algo acontecer envolvendo todas as três.
33ff8ab2-fc78-4125-a3f2-be3cb6a942f6FailedDetails|Descansem em paz, trio dos sonhos. Eu realmente deveria usar um tutorial da próxima vez.
33ff8ab2-fc78-4125-a3f2-be3cb6a942f6|Paixões
6335d3b9-3e9e-4169-847d-d352d849fabdCompletedDetails|Graças a você, Brittney está tão alegre e leve como uma pena. É como se alguém tivesse tirado um peso dos ombros dela! ...Metaforicamente falando. Porque senão, teria sido uma pena... certo?
6335d3b9-3e9e-4169-847d-d352d849fabdDescription|Brittney precisa ter certeza de que há algum tipo de distração para que as pessoas não olhem para os seios dela antes que ela saia da sala.
6335d3b9-3e9e-4169-847d-d352d849fabdFailedDetails|Você precisa procurar a definição da palavra "distração". Porque o que você fez... Ei, espera aí. Você consegue ler? Acene com a cabeça se entendeu. Agora acene com a cabeça se sabe que errou. Certo, tudo bem.
6335d3b9-3e9e-4169-847d-d352d849fabd|Distração de seios
75258057-0471-4036-bba4-effc02d3e8fbCompletedDetails|Era a Amy o tempo todo! E ela também teria se safado, se não fossem aqueles curiosos da festa.
75258057-0471-4036-bba4-effc02d3e8fbDescription1|Talvez você tenha descoberto algo interessante! Hora de confirmar suas suspeitas com a Brittney. ...E depois, quem sabe, virar detetive.
75258057-0471-4036-bba4-effc02d3e8fbDescription|Parece que Brittney está apaixonada por alguém na festa. Talvez algum dos outros convidados possa lhe dar uma dica.
75258057-0471-4036-bba4-effc02d3e8fbFailedDetails|Parece que teremos que arquivar o Alguém Secreto de Brittney com o Monstro do Lago Ness, o Pé Grande e DB Cooper.
75258057-0471-4036-bba4-effc02d3e8fb|Alguém Secreto de Brittney
7dd6c729-0c5f-446b-92b7-df379782a33aCompletedDetails|Parabéns por completar sua primeira missão de busca!
7dd6c729-0c5f-446b-92b7-df379782a33aDescription|Brittney convidou você para a festa e pediu que você trouxesse uma blusa nova para ela. Dê a blusa nova para Brittney. Ou não. A decisão é sua.
7dd6c729-0c5f-446b-92b7-df379782a33aFailedDetails|Não se preocupe, essa camisa não foi o único motivo pelo qual você foi convidado para essa festa.
7dd6c729-0c5f-446b-92b7-df379782a33a|Entrega de camisas
963e6ea0-1769-4e5b-8a41-4b344d12cd8bCompletedDetails|Bem-vinda à festa, irmã!
963e6ea0-1769-4e5b-8a41-4b344d12cd8bDescription|Festa nova, gente nova! Conheça todo mundo e tente não ser chata.
963e6ea0-1769-4e5b-8a41-4b344d12cd8bFailedDetails|Você não consegue passar 5 minutos sem se envergonhar, não é mesmo?
963e6ea0-1769-4e5b-8a41-4b344d12cd8b|A nova chegada
979e7e71-d2b5-4cd1-8bd9-05022925498bCompletedDetails|Jogue madeira em mim, você conseguiu.
979e7e71-d2b5-4cd1-8bd9-05022925498bDescription1|É hora de Brittney tentar a sorte com Amy.
979e7e71-d2b5-4cd1-8bd9-05022925498bDescription|Eu deveria perguntar na festa para ver que informações posso reunir sobre Amy.
979e7e71-d2b5-4cd1-8bd9-05022925498bFailedDetails|Qual é o oposto de Cupido? Porque é você.
979e7e71-d2b5-4cd1-8bd9-05022925498b|Operação Cupido

[Events]
b9152c76-c833-42a1-82de-6465dcd6a99d|Merda... Talvez eu não consiga contar com a ajuda dela hoje à noite.
f2b1d44b-2c17-46b2-8f7c-1a723b01c74c|Amy, hein? Primeira escolha interessante...
6de07dc5-efa4-43e2-9997-f3031e09e599|Ok, ela tem seus próprios planos para hoje à noite... acho que preciso encontrar outro jeito de distraí-la ou comovê-la.
9aa733db-c226-499e-aecc-31f14349adaf|A Brittney não gosta de mim. Devo tentar fazê-la mudar de ideia? Talvez se eu sorrir muito, muito amplamente, não. Simplesmente não. Nota para mim mesma: nunca mais fazer isso.
d7df8486-04be-4765-9c1d-46284909eded|E isso faz três convidados surpresa. É melhor eu avisar o Derek que estamos prontos para o grande show.
d7804002-5ee6-435d-84b5-f30a7d3959d3|Hmm... Não quero me intrometer muito... talvez eu possa perguntar por aí e ver se mais alguém sabe alguma coisa sobre essa paixão secreta.
4a87bf91-05f1-4c90-aad0-75e05852df62|Hmm, acho que tenho uma pista de quem pode ser a paixão dela...
12c1bb4d-048e-4d48-a108-f9e13048a20d|A Brittney tem umas manias! E agora que ela compartilhou com você, você ganha um pequeno aumento nas estatísticas de combate e melhor regeneração de resistência enquanto corre. Bom trabalho!
08fa7192-60b5-40f9-8852-1e892c52e180|Parece que eles vão ficar conversando docemente um com o outro por um tempo. Eu deveria me esconder no armário da Ashley...
92204d10-e298-40c6-a56b-a6e42795688c|Parece que ser pega pela Brittney mais cedo realmente fechou o acordo... Eu não fechei o acordo com ela.
b7e786c8-eb4e-42c2-8753-6d0a165dbcbb|Não tenho certeza se o Frank vai conseguir nos ouvir... Eu deveria tentar aproximá-la um pouco mais dele.
3e3b865a-11ef-445a-a79d-2d0f0d134ec1|Não tenho certeza se Frank consegue nos ouvir... Eu deveria tentar aproximá-la um pouco mais dele.
11d760d5-e536-43aa-af7a-96d8e69f1ddb|"Hm, acho que tenho que ajudar os outros festeiros se quiser impressionar a Brittney....""É.""
8d508111-f03b-4281-8e74-82315cdc3907|Camisa da Brittney
c00b1c39-de45-4570-a759-ca60067078a2|Parece que a Brittney está tentando se trocar no banheiro de cima, e está trancado. Será que tem alguma chave por aqui que eu possa usar para ajudá-la?
109eb5dc-0828-4ab2-854a-83ab00fb6a4f|Hora de aproveitar o show. O cupido arrasa, Cara!
de84ca97-49f5-466a-aadd-8d625ea0e214|Parece que a Britt não tem mais opção para tirar uma selfie nua com a Amy. Droga! Será que mais alguém poderia preencher...
4d470f49-9c66-43fa-afa7-acb014fa6e5c|"Eu deveria pelo menos dizer 'oi' para a minha amiga primeiro. Pelo que eu sei, pode haver um motivo para eu NÃO entregar isso..."
29634e6d-d6f5-4db2-bac3-beadf84038dc|Droga... Acho que não posso contar com ela para me ajudar com nada hoje à noite.
85377dca-b924-4293-93b4-d99b84921127|Uhh... parece que preciso seduzi-la de alguma forma. Mas como?
d50f31c6-6885-45c2-908c-974d3725cc7b|Talvez se eu fizer as perguntas certas, eu consiga deixá-la excitada o suficiente para ela se arriscar...
cc2949c7-27d6-4ba1-b465-abe2c8b775e9|Caramba, parece que a Britt não é mais uma opção para conseguir uma selfie nua para a Amy. Será que Alguém mais poderia preencher...
de68db00-00d7-4fc8-b061-3798318379a2|Está funcionando! A Brittney está cada vez mais excitada!
4bfda633-3504-4732-b250-c5c51ca2c3f4|A Britt vai pegar aquele mezcal super salgado, e eu nem trouxe limão! Será que consigo pegar de volta...
02573828-7df3-4182-b8b0-c4e8268f57d7|Ela revirou os olhos para mim? Droga. Acho que eu merecia. Tanto faz.
112a4995-ee12-4a2d-8077-ac4f349eecd9|Ela revirou os olhos para mim? Droga. Acho que eu merecia. Tanto faz.
1af86937-2e3c-4d0c-b479-3de301356d83|Hmm, alguém pode ter pegado o assento da banheira de hidromassagem que a Britt queria. Ou pode estar cheio agora. Aposto que eu poderia levá-lo para sair usando meus encantos... ou a falta deles!
04f3e675-b210-4516-9f72-fde067c3b64f|Hum, tem muita coisa para ver... mas, bela sala de arte.
57888a06-df75-4b11-a6fd-717dca0ff407|Maldito Madrial... o que há de errado comigo?! Você não deveria ter visto aquela parte do Xenos com o peito estourando ontem à noite! Eu tenho que levar isso off...
76ffbdc8-46a9-4f61-97a3-fcd4e47a4d58|Você cai no chão, chorando e segurando as bochechas em vão, tentando resistir ao ataque feroz que vem através do seu buraco...
97fd6873-e827-43fc-8ff1-7c6b2be1aacf|M-mãe? É você? É difícil de ver... queima, queima! De nada, Katherine... Ashley... quem quer que seja. Dane-se, lá vem ela!
72055e93-624f-4295-af5a-999f03d6ed9d|Você se transforma em morte, destruidora de festas.
79b77605-33ac-48fb-bfb2-879861235f45|Sua atenção à precisão e aos mistérios do controle de bola melhoram seu combate Velocidade!
993b7954-f5cb-4780-8aef-029d022a3325|Sua brincadeira íntima aumentou ligeiramente sua resistência de combate!
4be15a09-9d1a-4397-a2d6-fb23b786428c|Esta incursão valeu a pena, aumentando um pouco sua velocidade de combate!
48d38a9c-2855-48bf-99ed-23a84e800d8a|Você escapou por pouco com vida... e muito pouco do seu orgulho. Mas e os seus companheiros de festa? E o seu amigo Derek? Descubra na próxima vez em... ah, merda, você fez uma defesa como a gente disse?

[Background Chatter]
BGC1|Confiança, Brittney. Aguenta essa porra.
BGC2|Queria que minhas garotas de luta livre estivessem aqui. Talvez eu devesse ligar para elas!
BGC3|Nunca vi uma mulher tão bem-sucedida quanto a Madison. Nunca vou poder pagar um lugar como este.
BGC4|Patrick, o cara simples, parece gostar muito de bebida. Acho que ele precisa celebrar as pequenas coisas da vida. Será que ele veio de carro ou...
BGC5|Queridos mamãe e papai, fiz muitos amigos neste novo território, mas minhas mamas voluptuosas se destacaram entre as locais. Sei que deveria me orgulhar das minhas corcovas robustas, mas fico consternado em escrever... elas são grandes demais.
BGC6|Ah, não, o Sul é um ótimo lugar para crescer. Isso se você for branco, homem e eleitor republicano. Se você não é uma dessas pessoas, há uma boa chance de sofrer um acidente terrível sem ninguém olhando. Engraçado.
BGC7|Lama é quando você leva seu caminhão para as estradas secundárias e simplesmente... bem, dirige. É como andar de moto, mas com uma F150 que não enxerga 20 metros à frente. Ótimo passatempo!
BGC8|Um Mississippi, dois Mississippi, três! Pronto, você fez a contagem regressiva. Isso significa que você precisa conhecer alguém agora.
BGC9|A luta livre profissional feminina acabou de ganhar um canal próprio? Rápido, alguém liga isso!
BGC10|Não me lembro da última vez que festejei tanto!
BGC11|É, o cara literalmente comprou todo o terreno para que eles não pudessem trazer as escavadeiras e começar a cortar todas as árvores. Ele é um herói, na minha opinião. Tipo Hércules ou Gina, a Deusa Ginecológica.
BGC12|Ah, Triple-G é minha lutadora favorita. Na história atual, ela acabou de resgatar seis órfãos de um prédio que foi incendiado por sua arqui-inimiga, Hymenia.
BGC13|É, da última vez fomos só nós dois curtindo a noite, acabamos nos beijando até o amanhecer...
BGC14|Heh... é, totalmente aleatório... Hum, ei, falando nisso... você tem alguma coisa para beber?
BGC15|Bem, foi isso que ele me disse, Ashley. Patrick dizia ser um gênio dos negócios, e gerenciar os dois era apenas um dos muitos serviços que ele prestava.
BGC16|Por que tenho a impressão de que você acha que eu sou de outra época?
BGC17|Ah, eu adoro comida apimentada. Não vale a pena se não tiver aquele CHANCE. Falando nisso, nunca coma nada muito apimentado antes de, hum, ter uma relação íntima. O calor se espalha pela saliva, só dizendo.
BGC18|Amy, você me dá aquela sensação que tenho quando se quebram pimentas Scoville. Sei que começa na minha língua, mas nunca sei onde vai terminar...
BGC19|Stephanie, essa dança... bem, você sabe como suar! Me sinto como se estivesse em casa de novo, provando o habanero seco do meu pai. Só que... com uma paisagem melhor. Hum, é, nem um trator à vista!
BGC20|Ah, eu lembro de você. Você sabe que aconteceu há menos de uma hora, né? Espera aí, você não é o tipo de garota que só sai em 50 primeiros encontros, né? Porque eu não tenho tempo para tudo isso.
BGC21|Haha! Como quiser, garota!
BGC22|Eu realmente não estou a fim. Mas eu adoro dançar. Não, estou melhor aqui em cima.
BGC23|Eca! O bom livro estava certo! Uma grande inundação veio me levar! O demônio saiu!
BGC24|Ei, Brittney, eu sabia, eu sabia, eu sabia que você nunca deveria ter vindo a essa festa idiota hoje à noite. Este cenário é pior do que eu poderia imaginar! Argh!
BGC25|Eca, tira esse pau da minha cara, seu monstro!
BGC26|Nossa. Eu costumo jogar no time adversário, se é que você me entende, mas devo dizer que isso é bem impressionante...
BGC27|Nossa! Essa situação toda está ficando muito interessante, se é que posso dizer...
BGC28|Ah, aquele cara grande, careca e musculoso à esquerda? Se quer saber, foi meio fofo como ele agiu como se estivesse nos protegendo de ficarmos bêbados.
BGC29|Bem, nossa. É ótimo vê-los se divertindo. Isso me faz sorrir.
BGC30|Esse cara tem umas jogadas incríveis. Eu teria dificuldade em ser completamente honesto, mas este é um argumento bastante convincente, se me permite dizer...
BGC31|Bem, fico feliz em ver que você consegue se divertir depois de estragar o meu dia. Idiota.
BGC32|Eca, tira esse pau das minhas... espera, essas são suas bolas? ...Eu sabia que deveria ter ficado em casa esta noite.
BGC33|Agora, por que diabos todo mundo acha que dançar na frente das pessoas as excita automaticamente? Eu agradeço o esforço, mas você vai ter que se esforçar mais do que isso, gata.
BGC34|Eca, isso é nojento. Encontre outro lugar para fazer isso, por favor?
BGC35|Ah, desculpe! Eu não sabia que vocês dois eram... bem, meu Deus!
BGC36|Enquanto eu estava lá em cima, ouvia um chiado estranho de vez em quando. Estava sempre perto, mas eu não conseguia identificar o que era. Quase como se estivesse... nas paredes.
BGC37|Ah, eu odeio insetos. A única coisa pior que insetos são aranhas e escorpiões. Eu costumava vê-los o tempo todo em casa, e eles sempre estragavam o meu dia. Argh. Só de pensar neles me deixa tão desconfortável.
BGC38|Bem, para ser sincero, não tive muitos relacionamentos. Sou... aberto a coisas. Só sei que prefiro mulheres a homens, se é que você me entende.
BGC39|Ah, eu tenho gostos bem peculiares, eu diria. Gosto de garotas adoravelmente tímidas, mas também adoro mulheres que não têm medo de ser chamativas e orgulhosas. Acho que elas parecem polos opostos agora, não é? Bem, dizem que a variedade é o tempero da vida!
BGC40|Não há nada que eu aprecie mais do que um bom banho quente de banheira. Depois de uma longa noite no ringue, sempre gosto de me limpar e relaxar meus músculos doloridos em um banho morno.
BGC41|Nossa, estou meio faminto. Talvez eu queira algo com um toquezinho picante, se é que você me entende. Como o Padre Jedidiah sempre dizia: 'Crianças, vocês não pertencem às nossas tigelas se não queimarem os dois buracos!'
BGC42|Ora, ora, antes que você perceba, podemos acabar todos nus esta noite. Agora, não seria uma bela visão?
BGC43|Ei, que passos lindos você tem, garota! Como eu nunca soube que você dançava tão bem?
BGC44|Bem, eu nunca! Eu te convido para sair com meus amigos e é assim que você age? Você deveria ter vergonha de si mesma!
BGC45|Hã... querida, acho que você pode estar com um problema de figurino. Não que eu esteja reclamando...
BGC46|Ai meu... aquela... aquela... aquela é a Doja Cat! O que ela está fazendo aqui?
BGC47|Por que eu faria isso?
BGC48|Vou dar uma olhada. Mesmo que meu pai diga que a internet é uma ferramenta de Satanás.
BGC49|Que choque! Aquilo foi uma bola de neve?
BGC50|Ei! Eu já troquei de roupa hoje à noite.
BGC51|Puta merda, que assustador. Me lembra um sonho que tive uma vez. Pelo menos eu acho que foi um sonho...
BGC52|Tá, garota, tente não perder a paciência dessa vez.
BGC53|Gente, fiquem quietos e vamos tentar resolver esse mistério.
BGC54|Os parâmetros da missão mudaram. Espera, o que eu acabei de dizer? Me sinto perdido... como o ovo de Páscoa do ano passado.
BGC55|Calma, gente, provavelmente é só um fusível queimado.
BGC56|Ei, querida, você não deveria me surpreender assim.
BGC57|Não, não é legal surpreender uma garota assim!
BGC58|Tenho a sensação de que pode haver mais de um assassino. Ele teve que apagar as luzes, cometer o crime e depois sair da garagem de alguma forma. Como se tivesse ajuda... a menos que tenhamos perdido uma pista na garagem.
BGC59|Concordo, querida. Tem alguma coisa errada com aquela Liz Katz.
BGC60|Sinceramente, se dependesse de mim, eu encurralaria aquela Katz e a faria confessar que nunca foi convidada.
BGC61|Coitado do Patrick. Se ele não estiver em um lugar melhor, não temos a menor chance.
BGC62|Algo tão desconcertante quanto um macaco tentando roubar uma bola de praia está acontecendo esta noite. Nada é o que parece.
BGC63|Tudo ainda está claro como o dia, mas não estou convencida de que Patrick esteja morto. Espero que o coitado esteja bem.
BGC64|Estou começando a achar que o Patrick está envolvido. Mas se sim, com quem? Ele não pode ter feito isso sozinho. Estou errada?
BGC65|Ok, então o Patrick está envolvido nisso. Talvez ele até tenha feito tudo sozinho. Mas por quê? E ele ainda está nesta casa?
BGC66|Sua blusa estava muito apertada? Eu queria que fosse tão simples para mim também.
BGC67|Olha só você, você está quase me fazendo reconsiderar minhas preocupações.
BGC68|Talvez o Patrick não esteja morto, e talvez, talvez não haja um assassino nesta casa, e talvez vocês dois estejam... talvez eu prefira não saber. Mas está ficando muito quente aqui.
BGC69|Certo. Peço desculpas. Vou procurar a Madison ou a Ashley para descobrir o que diabos está acontecendo.
BGC70|Ei, Madison? Você sabe o que aconteceu em... OH! Nossa...
BGC71|Por que todo mundo fica perguntando se eu tenho problema nas costas?
BGC72|Qual seria meu nome de luta livre? Bem, talvez... Hot Stunner? Ou que tal Southern Bombshell? Ah! Não! Primo Esmagador!
BGC73|Alguém viu algo parecido com um prato de queijo? Eu preciso de... queijo.
BGC74|Eu estava procurando algo para acalmar meus nervos e encontrei um bichinho de pelúcia fofo na cama da Ashley. Eu queria dar um aperto, mas então vi algo debaixo do travesseiro... algo que eu não deveria ter visto. Era... do tipo perfurante. *Pigarreia*
BGC75|Tenho passado muito tempo no escritório da Madison. Só sei que aquela garota gosta de esconder chocolate em lugares estranhos e não sabe fazer imposto de renda.
BGC76|Alguém mais ouviu aquele assobio lá em cima? É Satanás? TIRA DAÍ, SATANÁS!
BGC77|PSST. Vi uma mala estranha no telhado do mirante da Madison e estou preocupada que seja uma bomba dos invasores estrangeiros. Precisamos ligar para alguém.
BGC78|Eu deveria comprar aquele pijama da Fera. Sempre quis dormir como uma guerreira. Talvez assim eu não tivesse todos aqueles pesadelos em que o rato mascote daqueles comerciais de pneus fica tentando me trancar na van dele.
BGC79|Fiz uma aula de autodefesa no centro comunitário. Foi incrível! Eles me ensinaram a liberar toda a raiva que estou guardando. Mas quebrei o nariz do instrutor. Heh.
BGC80|Essa playlist tem alguma música country? Porky McDaniels ou Gumbo Rogers? Sabe, os clássicos.
