[General]
Name|Liz Katz
8239ddca-3fa7-496b-a713-3a4fd5282fe4|Colocar provas falsas na forma de sangue falso no ar-condicionado foi um disfarce para simular o descarte de um corpo inexistente.
82650918-bcb7-4ccb-b2cd-6a2927510495|Certo!
82fe6036-0a7f-48e1-a7c9-2f911e39fab1|Bem, então o que tem naquele porta-malas?
83501a59-6ca2-41c0-beab-c6bf37a08ade|O assassino enfiou o corpo dentro do ar-condicionado.
85137800-6044-45c2-8f0b-202459d07341|Sim, sim. Até mais.
8571f36d-4cdc-4bb5-96d0-ee696c796f00|Hum, claro, Patrick adora peitos, então ele te convidou. Afinal, quem não gosta de peitos para uma festa hoje em dia?
857fdba1-6814-4147-a737-c79f8d3630ce|Se testículos fossem saquinhos de chá, eles transpirariam sêmen?
85b34091-e3a5-40e2-a1f3-de0c44f20b36|Excelente raciocínio, Detetive Katz. Vou continuar investigando.
867e083f-e6a2-4444-ae01-d42e6095231d|Ah, não. O que foi?
8712203c-5f1f-45d6-97ed-5561b59d9058|Ok!
87e8183a-804f-406b-a557-16d3b0afa69d|Sabemos que Patrick convidou você para organizar um mistério de assassinato como um possível disfarce.
88204c4e-3db2-4785-b64d-c95696c76d48|Desculpe. Vou parar.
88a7572a-a48e-4ad0-b447-7e77c6d27543|Ah, desculpe.
8bbfbd86-4bd2-47af-a06e-caadd9a03a31|Estou falando sério.
8dab04e4-dde1-4394-8a7b-536da2479c7e|É aqui que nos apaixonamos?
8ea188b2-377b-440f-855f-cde5ca54eda7|Patrick, se você estiver realmente morto, não poderá descobrir.
8f90612a-cdc3-4bf3-b049-8f92b178a421|Bem, eu poderia tirá-los.
8ff80ea8-302f-4f91-92b1-a831840712da|Ok, precisamos de um plano.
90af6166-3c37-4080-b6f1-37f62b95e494|Sim, com certeza.
90e4494a-6fd6-46d2-ab82-516f70bd969b|Não sei se isso vai me ajudar a me acalmar, mas com certeza. Vamos lá!
91c83260-9bae-4483-944f-8a7c64040c26|Se controle, é só realidade virtual.
91cc27e4-ed23-4142-9e06-9de60fe6b131|Eu nunca teria imaginado.
920fcc99-feea-41bc-84e3-46b776bf9e24|Ah, é, é que a Stephanie disse que está ficando quente aqui em casa, e eu concordo.
9431ad22-fd98-476c-8d53-d9a07da2cee8|Hum, claro, o Patrick adora peitos, então ele te convidou. Afinal, quem não adora peitos numa festa hoje em dia?
944e15c1-4fb3-4d19-9df9-42d37471a29c|Não acredito que estamos fazendo isso.
9475554f-99cd-4846-a78b-f81cdfcc9703|Hum, tudo bem?
96b16291-ca9b-4b25-b36f-05b8ed96a7bd|Certo, e aí resolveremos a inflação imobiliária.
97874438-08f2-4faf-aea9-a58bac94ea30|Se você não consegue, eu consigo...
97a27803-9ee2-492b-a362-ab14b824e754|É, o Wolverine é baixinho.
991993c8-5276-42b6-bf73-fcda2150005b|Claro, eu vou buscar para você.
9967b040-8cf5-4956-ac2b-0b5fbdfeb007|O assassino usou os dutos de ventilação para escapar.
9a2998af-2966-48f9-898b-94a490605dc8|Ok, precisamos de um plano.
9b3fb946-0d61-4301-abb6-816ac24e27ed|Patrick é o cara que te convidou para a festa hoje à noite, o que o torna o principal suspeito da própria morte.
9b4062ce-db36-441e-baf9-b544109ae838|Eu tenho meus segredos...
9b66b36d-6a2d-4895-9211-26561deccf28|Ok.
9c1b38ea-f3d4-4d69-8a73-b1546ef09274|Ah, ah.
9d4dad20-2adc-49e5-a3d8-af11fbb65389|Aquele que Hugh Reynolds interpretou.
9da5f34b-f2c1-4f0c-8fb5-f225094ce5d4|Isso pode excluir muitos convidados desta festa...
9dcd128a-c0fd-4cb7-aeb6-ad44daa4015f|O quê?
9ebf89e9-be09-456c-b32d-bfa5de373de2|Certo. Estávamos dizendo?
9ec1bcf9-1b6d-44c0-a994-436cf1c8afab|*Pular*
9eef2422-19d2-47ea-b82c-0ea850da84e8|Certo!
a0ee3d31-40f9-43cf-8b58-3785acb548f8|Encontrei uma saída de ar na garagem que pode conter evidências.
a0f7179b-93e5-40ff-8d65-a7ea4eeac8e9|Certo, certo. A maior pista é que o assassino gosta de comer cachorros-quentes em saídas de ar, com muito ketchup. Que cara estranho. Quem coloca ketchup em um cachorro-quente?
a16f6268-cc6c-4d83-9403-a42eb9c381ad|Sim, aqui é a Madison.
a21ab96a-312b-408e-9630-49d025b08943|Ah, é. Uma cabeça caiu. Só preciso ver onde caiu.
a2b3d418-f0d8-4329-b583-6faffe5e1331|Mas o Deadpool não costuma ser deformado e cheio de cicatrizes?
a3a0ea52-022c-491c-afc7-b465fad88890|Certo.
a3bf6254-cd34-4a4f-9012-dc2850d0ddc6|Então você trouxe muitas fantasias?
a3cc681d-b486-4161-98f4-a892dced3d00|Ei, arrume um emprego de verdade.
a3d6168c-b726-47fb-8b25-98add24d4e6d|Você tem a sensação de que eles estão nos observando?
a4607b1a-d14f-4745-ac87-8ea43020792e|Vou encontrar uma solução rapidinho, você vai ver.
a462946a-e3ab-487d-8a61-5159c4413be5|*Pular*
a4ab86c7-46f4-47f0-ae8b-46d68ff0c96e|Ok, eu só estava me certificando de não ter que te queimar na fogueira.
a4b01d01-8597-44fc-a3d0-202d2abbedec|Não faço ideia.
a4c95dff-daea-4725-8a64-3cfcfa2c8adb|Ai, meu Deus!
a6ed555d-7078-4834-9f0a-63a992bf87b4|Desculpe, queria perguntar sobre aquele baú que você trouxe.
a867464a-081d-45e7-865d-2278dec2cc03|Bem, vamos ver!
a8c146a1-8b9b-449b-9282-b362482112cc|Eeeehm...
a9700e2a-28b9-4476-9ef4-c4586465199a|Encontramos um bilhete dentro da cabeça do Patrick.
a9862366-8c78-4a00-988f-ce3ba5c2d226|Michelangelo.
aa43cd04-41ed-42c0-89d1-e7dee986b6c5|Parece haver algo nos dutos de ventilação, mas a grade de ventilação está bloqueada.
abd998f9-8cd6-450d-b6ce-fd2e2675e898|Certo. Estávamos dizendo isso?
ac60baec-0985-4b91-8a85-01528a56a441|Encontramos um bilhete dentro da cabeça de Patrick.
acac0be1-4e52-4c9e-8e79-5a89eff5501c|Patrick deixou seu testamento para Compubro pouco antes de desaparecer. Estou errado?
ad595573-4b17-4f89-9e4e-3fb4b06d8cd4|Ei, só queria te dizer que estou com calor.
ae5a8ef6-ca04-416b-8fe2-1c6cc59dd359|Parceiro amoroso?
aef3ce07-6719-4bf3-b745-25d76592dcd5|E o mistério do assassinato?
b06643e8-cf1a-4303-83cc-41cdab2086b6|Ela está aqui mesmo. Aqui é a Madison.
b0bcb5eb-0218-41db-a924-5e1db538b93a|Sim, eu sei.
b0e6c286-2740-4c10-9be4-936ea6e03685|O que devemos fazer com a cabeça decepada de Patrick agora?
b0f13217-c241-408c-b13d-7268125706fc|Eu cuido de você. Pensei em você a noite toda.
b118354a-530b-4a2f-8fb4-e6a2a7dc4da8|Não vamos esquecer a pausa dramática.
b13b0214-8e17-45e0-9907-3a3f933690ea|Não faço ideia.
b297d3e5-90b0-4bed-92e1-9120fef112c9|Essa é a minha resposta, e eu a mantenho.
b3fdcc54-5676-4a56-a518-11a5da48f3fa|A motivação do assassino pode estar relacionada aos impostos não pagos de Patrick.
b4de0b3a-ca15-4e6f-bb9d-16291a10c2a9|Viu? Eu quebro coisas por uma boa causa.
b5ff697e-3ba6-4a38-9fae-7528cc79fbc1|Diga-nos por quê, Detetive Liz Katz.
b63a728c-f198-491f-9183-ebd2b0b79a7f|É, também não estou convencido com esta solução... mas estou começando a perceber um padrão. Talvez você esteja no caminho certo.
b642fb74-193f-44c5-bbf5-6ffda1407394|Certo, festa de garagem, eu acho.
b65d2801-58df-4343-a9d4-251db5750c2f|Certo, certo. A maior pista é que o assassino gosta de comer cachorros-quentes em saídas de ar, com muito ketchup. Que cara estranho. Quem coloca ketchup em um cachorro-quente?
b6ca5f8e-b654-4ec2-88fe-d1105e634f26|A experiência completa?
b7a44e16-a7e6-4054-9868-6a127b7623f5|Você sabe o que isso significa no caderno do Patrick?
b7def07e-1efc-4465-8823-f9948a1f6a20|Concordo.
b839bffa-acec-4b7c-9e6b-50a2fded02f0|Sério? Legal!
b8549fb5-0758-47e9-8c19-7ec08fae7488|Colocar provas falsas na forma de sangue falso no ar-condicionado foi um disfarce para simular o descarte de um corpo inexistente.
b86b9379-7977-4c47-bb51-2837cf302588|Você tem peitos lindos.
b8a7f352-4ec3-44ad-8c8a-160b1cce35ef|Para chegar na grande orgia peituda no céu!
b8b6f6cb-c1a7-422d-be0b-884e21b64869|Sim, e eu posso ajudar, porque acho que vi...
b94f2ec0-bfc3-4451-9c48-253458a473f1|Ah. Certo? (Sexo interativo)
ba1433ce-3d71-4c3c-bcdb-d8dc4008d43e|Ah. Achei que era conquistar novos territórios.
ba6e5ff1-e18f-4e40-b28a-42e3d92e102a|Patrick recentemente registrou seu testamento, indicando que ele poderia morrer em breve e dando um motivo para alguém matá-lo.
bb2506b1-59ba-4cea-aa4e-59d7b5460fdc|Mas por que as saídas de ar?
bb8b49b5-8637-41fc-a4d7-8ac4366cb187|Nenhuma das duas opções. Eu transaria com o cara da máscara de hóquei.
bbfbe8fc-e12b-420a-8602-a8a7ce42149a|Mas é disso que o partido precisa!
bc18bddb-d82d-423e-8e8b-8ba1b78e425c|Estamos prontos para pegar o assassino?
bd6f8ccb-28e2-427b-a52c-b5467fd6784f|É, o Wolverine é bem peludo.
bd8c15ee-f3c4-41cb-a083-d8652a12ca0c|Ok, vamos ver se o VR Patrick tem algo a dizer.
be27989c-ff10-43fd-bae5-91438ee12ac4|Eu não daria nada menos do que tudo o que você precisa para ter um orgasmo.
be3035a7-2acb-4434-a8af-d159241d5a32|Bem, o anúncio diz que pode imprimir coisas do tamanho de uma cabeça humana.
bf6304f9-7592-4116-bf81-d392956aa333|Eu adoraria ver você usando.
bf84a350-292a-44aa-8767-bd6948f79a7b|Você é tão sexy, só de olhar para você me faz suar como se estivesse indo para a academia.
bfac3869-563e-47cc-9f65-8a5c88fdd501|Hum, claro, Patrick adora peitos, então ele te convidou. Afinal, quem não ama peitos em uma festa?
bfbbbe56-aeaa-49cd-93a9-879fb87f29ab|Até mais, Liz.
c095e941-7704-4d35-a9d6-a8cc4937bc6a|Estamos prontos para pegar o assassino?
c0da7adc-d5dc-4d45-9476-80512e754c27|Patrick recentemente registrou seu último testamento, indicando que ele pode morrer em breve e dando um motivo para alguém matá-lo.
c1044538-0b74-453e-b215-55b2451689d4|O criminoso está usando as aberturas de ventilação para se movimentar e nos observar.
c14b5c6f-4843-4324-93ba-34567623de82|Quer um beijo dramático de boa sorte?
c2f2bf22-ff40-4de8-b0c0-0592d5448f3f|O assassino enfiou o corpo dentro do ar-condicionado.
c34e0e49-5166-481b-889f-dd0001a10851|Sim, eu também.
c3ed9c16-ec99-4a76-a7e6-51e2e992cdca|O culpado está usando as saídas de ar para se movimentar e nos observar.
c46934ec-6954-483d-996f-5e2062f3a430|Stephanie disse que está ficando mais quente nesta casa, então acho que isso pode ser uma pista.
c50401a3-e85c-4934-ac40-5acf4121c163|Obrigado. Você viu ou ouviu alguma coisa?
c5243469-6b92-44ae-b9e0-559629ae4c24|Vamos ver se o VR Patrick tem algo a dizer.
c5d6207b-1d46-496e-a628-c1cdf185fd57|Essa roupa é bonita, mas eu gosto do seu visual com a fantasia de empregada neko.
c5ecf7c0-86c0-4c6e-86b5-6322ac9f9899|Você pode autografar minha bunda?
c6996018-4072-4e28-8159-909875d33677|Me chame de Link. Ou Luke. Ou Neo. Ou Harry...
c7771537-92c4-416d-92ef-f6f0bfe82245|Ah, então você deveria saber que o assassino me atacou na garagem!
c8771207-3d14-4fd7-833e-59c3876d9ba1|O que mais devemos investigar?
c887388c-cebe-46c4-845e-436c9857d1fa|*Pular*
c8f345e4-5581-481e-aa4e-724d425f7f83|De nada!
c9251418-28d8-40a8-9794-dff48c2626f1|Rufem os tambores...
c9a60c88-f7f6-4973-a5f3-85d09c741406|Porra, sim!
cab2f385-5ca2-4973-b941-8e8620371db8|Ou talvez esta seja a parte em que eu simplesmente derroto os infiéis.
cb023f69-7582-4280-81a7-f99cfdf7d155|Então é sempre a mesma coisa.
cb6da936-61c2-4ead-893b-542f8c2661e8|Excelente raciocínio, Detetive Katz. Vou continuar investigando.
cbc02931-6d78-4dba-b2b6-41feeef30caa|Então, sim, está muito mais quente nesta casa, então o assassino claramente bebeu uma grande quantidade de um refresco sabor cereja muito rápido e teve que vomitar no ar-condicionado.
cbcbcbc3-66f3-4024-b1ce-50990775454b|O assassino tem uma propensão a deixar bilhetes, o que sugere uma necessidade psicológica de ser descoberto.
cde6f743-fc96-4703-a074-9e6d0016c7a8|Não preciso provar nada a ninguém.
cf27835b-a722-46bd-b867-4604e4108aa6|Mas acho que você consegue.
cf27c364-b11a-49d2-a962-ddc4f6d3424b|Ok, mas quando você diz "investigar", quer dizer...?
cfb02948-5d45-4cfe-ad83-8b54af48024f|Resolvemos o caso, parceiro!
cfdb3a53-6aea-4fe3-9f5f-e329d053727f|Ok, dedos cruzados.
d00dc202-d172-41a0-bcee-0cdc75ada4d3|Eu poderia bater nele com o martelo.
d0ef765b-af7d-4e8c-a5c7-1d0711d12235|Siga-me.
d18f2132-8534-4789-9488-10cf5c813fd1|...Pilha de jeans?
d19412b8-c0e9-4f0e-905c-da2625116fb8|Sim, mestre. Transmita-me o seu conhecimento.
d19c5641-6a63-4bda-bae4-39c4a0e0e3eb|Hum, eu também. Pessoas mortas são emocionantes!
d1c1c8fb-eb06-47b5-b9f5-da192629943d|Não sei, parece bem real para mim. Como sabe?
d1dd9fbc-5ea0-4390-8168-7d5edbcce8da|Patrick é o cara que te convidou para a festa hoje à noite, o que o torna o principal suspeito da própria morte.
d20c134c-968a-423a-b151-08a469b4a676|Nossa, você tem poderes psiônicos?
d25b5032-ea36-467c-9460-9b9dc6db66b1|Ah, então você deveria saber que o assassino me atacou na garagem!
d25ba57b-f9de-48c2-a671-52e9f1bc2c99|Patrick, precisamos saber quem te matou e por quê!
d2fef8c7-37e8-4a0d-837a-665307c4f803|*Pular*
d5295411-dc4a-4eb5-8532-f83f271d7337|Quero tocar cada parte do seu corpo. Acho que posso te dar a mais gloriosa gratificação!
d578ac40-96b0-49d6-94c0-3de0c0a8be0c|*Pular*
d69b9b21-2e61-4c4a-afbc-c2ba8b5d91ac|Então esta não é uma das suas noites de mistério e assassinato?
d7adba25-4268-4356-8760-81256b6636b2|Você está dizendo isso para me fazer sentir melhor?
d7eb526e-24f9-4677-b1ea-1f9ee81cc7a7|Então você não gosta de homens mais velhos?
dac29ec0-7e7e-421e-b24d-8adaeb73d15e|Sobre aquela cabeça decapitada...
dad2eeb6-97ee-4494-9c94-a12503774b56|Por que você também usa roupas?
db01811c-f478-4f3b-a62b-890244ca7457|Claro.
db4aa939-9e90-427e-bc7e-268ac6d8f4fb|Eu não consenti em ser observada!
dbdcd29d-f35e-41b4-828b-b435e4c979db|Ok, ok. Bem, então o que tem naquele porta-malas?
dbf7a1b3-5481-4a96-8787-e671f9a985f3|Ok, convençam os lutadores a lutar. Entendido. Mais alguma coisa?
dc780f0b-dc07-46de-99df-7dfc9f25e09c|O assassino inseriu uma sonda anal USB no ânus de Patrick para baixá-lo para uma pequena ilha escondida em uma mala.
dd4c4b01-2e15-484b-8939-e8652a638272|Encontramos um bilhete dentro da cabeça de Patrick.
dedf2a4c-a37b-41c2-96da-d58fad43ff39|Então você deduziu alguma lógica, hum... dedução para produzir um axioma de... descobertas probatórias?
dee834f5-1ab7-4525-86da-6e4bec1ce66f|Obrigado. Mais alguma coisa?
df21be9d-8960-48cf-ac32-fcec21d3b832|Já sei o suficiente olhando para o seu corpo.
e01aece6-c164-4e07-b856-510e9e7fb140|Ah... tudo bem?
e0c7defc-260c-4493-888f-3b94b283acef|A motivação do assassino pode estar relacionada aos impostos não pagos de Patrick.
e0ceee7e-ee9b-479d-9d2a-a73752315d94|A motivação do assassino pode estar relacionada aos impostos não pagos de Patrick.
e17d8b6f-40f2-4929-9092-c172a1066494|Sabemos que Patrick o convidou para organizar um mistério de assassinato como possível disfarce.
e192f8b5-9934-4c96-a799-af8d921b5231|Ideia interessante, no entanto...
e1ccdf39-450a-4dd6-b79d-868e3d5f6488|Ah. Certo?
e414e447-6691-48b8-ad95-5a55c40b7910|Leo.
e4b3107d-5096-493f-90db-11593da08b56|A experiência completa?
e606d1b7-31d3-4dfc-9cba-6cc14ca25763|Exatamente. Alguma ideia?
e62a124d-3df6-4716-a39a-b0162594c5a7|Hum, Liz...
e69f393e-a903-44f0-afd3-b7359aa98543|*Pular*
e7cb4077-1e66-4d0e-871f-1f557a11c2a6|Não sei que tipo de reação eu esperava.
e8ac055b-90a9-4502-b01d-0b1dc6179c06|Detetive Liz Katz, você está me excitando.
e90cd955-a458-45ff-8bb4-e4cf4ce87f44|Sabemos que Patrick a convidou para organizar um mistério de assassinato como possível disfarce.
e963d548-2a03-40c9-bcf9-df630ca241e9|É, esse golpe doeu muito.
ea5d1eb6-2d8f-4147-85d2-552e2886d4ae|Você está bem?
eca3666c-f011-482c-a9a3-d5c20480cffc|Nossa, eu não sabia que isso era um mistério de assassinato!
ecfc823f-9d3b-41a1-8432-8dcfece9d35f|Ok, sem problemas. Eu entendo.
ed4301fb-7308-424b-b9a2-2085d1673710|Meh, os dois são péssimos.
ee0c12e1-b994-41f5-885e-c9e0cd2995c6|Ok, cuidado.
ee6ab706-9738-43ad-b21f-7b5d62677e5d|*Pular*
eeac46ee-efde-4bee-800d-bca919f610a2|Detetive Katz, parece que tem algo na boca da cabeça decapitada.
eeb241d3-2d3a-4778-bade-398f3d0462b9|Na verdade, a Stephanie disse que está ficando mais quente nesta casa, então acho que isso pode ser uma pista.
eecd57cf-ee55-4473-8b1f-e214baf0cc65|Que bom!
eef1f92d-d935-4773-bd3c-f7d95f3a1864|Bom saber!
ef844e4d-3a70-4c1d-8155-d4c113c06b53|Confirmei que é a letra dela, e provavelmente é uma palavra ou frase secreta para desbloquear algum dispositivo que ela tem aqui na casa da Madison, onde ela guarda seus segredos.
f01cfe56-757e-471f-ab70-d98ea8763b1a|*Pular*
f0ff5cb5-1816-418c-98fb-2c1544a60025|Excelente ideia, detetive!
f13d6223-199f-4d72-8028-aff9e7d65b89|Posso assinar sua bunda?
f19365b4-2972-45a4-ae74-1714b4a2924c|Certo. Vamos ver se essa coisa começa de novo.
f31a0d6d-0fb6-4e37-87e5-ac6e2a9203aa|Acho que temos pistas suficientes para descobrir como capturar o suposto assassino.
f3c2056d-4915-4756-b4bf-34e1a39c143e|Se você gosta de ser observada, eu poderia te observar como um pôr do sol caindo entre minhas pernas sempre que você quiser.
f4d56d97-3251-4b1f-992e-363d80dd617d|*Pular*
f4d7bf10-6436-4938-a08c-1306ad821eaf|Nada mal, se me permite dizer. Mas você! Você foi incrível!
f52ec137-3eaa-44c7-8cb1-9c2cf05f6039|Porque, hum, ele deixou algumas pistas. Conte a ele, Patrick!
f5a7f5f2-aae5-466a-9b48-7ce92093201b|Gostaria de ajudar você a tirar suas fantasias.
f775053c-d555-4045-bd23-4a9103121245|Ok, Patrick, acho que isso deve ser importante. Pode falar.
f790c94c-b814-4dd2-9480-55b8f7d2653e|Na verdade, não. Estava escuro. E o assassino estava usando uma máscara.
f831bac1-8dd0-4a4f-9370-0486864bce22|Parceiro no crime. Na resolução de crimes, quero dizer.
f9670be3-5498-486d-a6eb-8abdb2ac7318|Vou procurá-lo.
f9d501a6-7a0a-48c7-aa03-584765909de3|O que mais devemos investigar?
fa0f206c-dad4-454b-9840-c3c8608603cf|Nossa...
fa103b39-21f3-4c93-b277-53470cf2f2ce|Eu estava me referindo àquele porta-malas bacana que você trouxe aqui.
fa941427-8ca2-43d8-8032-02de1558023b|Finalmente.
fad26269-efee-4f2b-99cb-70c6901174c3|O assassino enfiou o corpo dentro do ar-condicionado.
fb431e7a-89a8-40bd-a699-ca9b7a58fa73|O assassino usou os dutos de ventilação para escapar.
fc26adc0-6803-4e09-8a02-4843be10b913|Isso é realmente emocionante.
fd82f8d4-170b-4de7-8453-8c9172063d1f|Sim, um cara mascarado...
fdeb22a7-92db-45cd-b0af-9354e8266b76|Não se preocupe, eu entendo. Estou feliz de estar aqui nesta festa também.
fe868fd1-6771-449a-b084-e0f4dd20ed31|O quê?
fe98356c-2bc5-4202-af78-28e1f477468a|Incrível.
ff952b0e-258f-450f-9d83-bceefaeab6a|O assassino usou os dutos de ventilação para escapar.
ffd20264-8d71-4f53-9fb8-7cafaaccfc3c|*Pular*

[Quests]
fcd09ca9-faca-4d5f-916d-67eeb95fb212FailedDetails|Olá escuridão, minha velha amiga.
fcd09ca9-faca-4d5f-916d-67eeb95fb212Description1|Você consertou as luzes! E eles bateram na sua cara com um martelo. Você ganha e você perde. Agora, que tal a gente dar um jeito de sair da garagem?
fcd09ca9-faca-4d5f-916d-67eeb95fb212Description|Sério? Você não consegue ficar cinco minutos sem quebrar nada? É melhor dar uma olhada e ver se tem um jeito de acender a luz de novo.
fcd09ca9-faca-4d5f-916d-67eeb95fb212CompletedDetails|E fez-se luz! Espero que esse não seja o único objetivo que você alcance esta noite.
fcd09ca9-faca-4d5f-916d-67eeb95fb212|Apagão
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1FailedDetails|Ter que tocar num peito te assustou, não é? Não tenha vergonha, meu amigo tímido. Há mais de uma maneira de resolver um assassinato!
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1Description1|Você manda bem com essas mãos, amigo! É hora de ouvir as últimas palavras do sábio e magnífico Patrick.
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1Description|Belo laptop! Agora você precisa descobrir o que significam aqueles símbolos enigmáticos.
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1CompletedDetails|Você completou uma jornada muito tocante.
d0a5ba5b-30f5-4ffe-a862-d76e19a7ead1|Última vontade e testamento
9c5b941f-67d7-4e46-8ee0-1d69d04700eaFailedDetails|Você não conseguiu manter a calma, não é?
9c5b941f-67d7-4e46-8ee0-1d69d04700eaDescription|Está tão quente aqui que a Nelly vai chegar logo na festa. Por que o ar condicionado não está funcionando?
9c5b941f-67d7-4e46-8ee0-1d69d04700eaCompletedDetails|Como disse um participante do Fear Factor há muitos anos: "Em que diabos estou coberto?"
9c5b941f-67d7-4e46-8ee0-1d69d04700ea|Calor mortal
8629d0d8-d3e8-45df-b109-87793c4ef2b5FailedDetails|Quem convidou Liz permanecerá para sempre um mistério... até o próximo jogo.
8629d0d8-d3e8-45df-b109-87793c4ef2b5Description1|Você deveria ver se alguém é inteligente o suficiente para hackear uma conta do Instagram porque, bem... é, você não é inteligente o suficiente para fazer isso. Desculpe.
8629d0d8-d3e8-45df-b109-87793c4ef2b5Description|Talvez Liz Katz saiba mais sobre quem a convidou para a festa do que ela nos contou.
8629d0d8-d3e8-45df-b109-87793c4ef2b5CompletedDetails|Patrick convidou Liz Katz! Embora não seja nenhuma surpresa, pensando bem, ela é uma delícia.
8629d0d8-d3e8-45df-b109-87793c4ef2b5|Convite
832e5883-eb56-4aee-8ad9-09995af4d447FailedDetails|A história se lembrará para sempre de que o jogador (você) falhou miseravelmente. Nos vemos no documentário sobre o assassinato de Patrick Scrotingson no Hulu em 5 anos.
832e5883-eb56-4aee-8ad9-09995af4d447Description4|
832e5883-eb56-4aee-8ad9-09995af4d447Description3|Chega de minijogos, é hora de resolver o caso! Jogue um minijogo. Vá encher as saídas de fumaça!
832e5883-eb56-4aee-8ad9-09995af4d447Description2|É hora de fazer um plano e descobrir a causa da morte de Patrick para que você possa acabar com Liz Katz completamente.
832e5883-eb56-4aee-8ad9-09995af4d447Description1|Parece que o mistério é mais profundo do que eu suspeitava. O mistério se aprofunda! Continue procurando por pistas!
832e5883-eb56-4aee-8ad9-09995af4d447Description|Que nojo! É melhor começarmos a investigar antes que encontremos mais corpos por aí. Quem disse que festas em casa são só sobre peitos e cerveja?
832e5883-eb56-4aee-8ad9-09995af4d447CompletedDetails|Como disse o grande salvador, Patrick ressuscitou.
832e5883-eb56-4aee-8ad9-09995af4d447|O assassinato de Patrick.
5a77d0ad-694e-4c50-b9a8-f20a1257f651FailedDetails|Você... explodiu... a cabeça do Patrick... Vamos lá, irmão! Como pôde?
5a77d0ad-694e-4c50-b9a8-f20a1257f651Description1|Liz está prestes a enfiar a cabeça na secadora. Talvez você devesse garantir que tudo corra bem.
5a77d0ad-694e-4c50-b9a8-f20a1257f651Description|Tem alguma coisa presa na boca da cabeça. Argh! Alguma ideia de como descongelar?
5a77d0ad-694e-4c50-b9a8-f20a1257f651CompletedDetails|Bom trabalho descongelando a cabeça do Patrick. Agora, cadê o álcool em gel?
5a77d0ad-694e-4c50-b9a8-f20a1257f651|Coloque sua cabeça nisso
2a3f722d-893f-4d5d-b425-c5d7dc899309FailedDetails|Às vezes, na vida, tentamos e falhamos. Esqueci o resto, mas foi você quem errou, não eu.
2a3f722d-893f-4d5d-b425-c5d7dc899309Description1|Você deu tanto álcool a ela que agora ela murmura "continue nadando" baixinho toda vez que vai embora.
2a3f722d-893f-4d5d-b425-c5d7dc899309Description|Agora a festa vai dar em alguma coisa. Parece que a Liz Katz pode estar interessada em se divertir.
2a3f722d-893f-4d5d-b425-c5d7dc899309CompletedDetails|Uau. Sabe de uma coisa? Vou ser sincero. É por isso que o Twitch nos odeia.
2a3f722d-893f-4d5d-b425-c5d7dc899309|Bêbado e Caótico - Liz Katz
0be30357-49a5-42fc-92e9-3045384dfe12FailedDetails|Nossa, você garantiu que essa noite de mistério e assassinato não tivesse NENHUM assassinato, NENHUM mistério e NENHUM peito. E você irritou a loira gostosa? Por que você comprou esse DLC?
0be30357-49a5-42fc-92e9-3045384dfe12Description1|Liz Katz, extraordinária apresentadora de mistérios de assassinato, concordou em não apresentar nenhuma noite de mistérios de assassinato. Você provavelmente deveria conversar com ela e fazê-la se sentir bem-vinda.
0be30357-49a5-42fc-92e9-3045384dfe12Description|Uma estranha misteriosa invadiu sua casa! E você a deixou entrar sem nem verificar a identidade dela? Bom trabalho, Diretor Norton. Você provavelmente deveria avisar a Madison.
0be30357-49a5-42fc-92e9-3045384dfe12CompletedDetails|Liz Katz se juntou oficialmente à festa.
0be30357-49a5-42fc-92e9-3045384dfe12|O convidado surpresa
0237af8a-91f9-472a-b75c-0262cdc702caFailedDetails|Vou ser sincero, eu não sabia que era possível falhar nisso, e eu criei o jogo.
0237af8a-91f9-472a-b75c-0262cdc702caDescription|A ventilação da garagem parece suspeita. Talvez você devesse verificar com a Detetive Liz?
0237af8a-91f9-472a-b75c-0262cdc702caCompletedDetails|Você esperava algo sexual por causa do nome desta oportunidade? Desculpe, mas bom trabalho com esses respiradouros!
0237af8a-91f9-472a-b75c-0262cdc702ca|Atos de sexpionagem

[Events]
07bec4d1-4432-47ac-b64a-602738e1ea3e|*Nota do desenvolvedor: Dê uma olhada na porta da garagem!*
0f43010b-1f01-412f-a060-d26ee77cad1f|Bom trabalho com essas saídas de ar! Você provavelmente deveria se certificar de que todas estão no lugar na garagem antes de fechar a última.
17888abc-c484-4ba9-ad08-2f2cfe7c86c0|O quê...? A Compubro fechou!
1ae40616-aba8-438f-8d23-2cde142f546a|Algo interessante está acontecendo nesta sala agora. Eu provavelmente deveria terminar qualquer coisa que eu tenha pendente aqui antes de abrir o porta-malas do Katz.
240d1f94-64d2-493c-ae62-52b3b7da3131|Abre com um chiado agressivo...
24e3dc94-b4a9-4391-8b10-822129e9c548|Parece que Liz precisa de ajuda, e este pode ser o momento perfeito para passar um tempo a sós com ela...
288e857e-3eb0-48af-a5e1-0fe7a21575f4|Eu o parei a tempo antes que algo horrível acontecesse. Bem, e agora?
29a8cf62-4465-4dbb-82c5-db649e39349d|Testando: Apagão
