[General]
Name|Katherine
4e30a78a-ce86-49e4-a460-da533a39e998|"Não seja quem você é. Mas eu vou te encontrar e te matar.
2fa0dc2d-e3f8-468a-b3e2-e6bed0a3cbb1|De jeito nenhum! Talvez você aprenda alguma coisa, ou, ah, isso foi um insulto. ... Ainda assim, não!
b04a522b-69aa-45ae-aa01-c6e1925d3acf|Vai sim. E eu pego a delicatessen.
a6178ddc-2fa3-42eb-a387-91c2f1e12015|É para o Derek tirar a camisa.
c89e71bf-3e06-4f9b-8c0a-43d3e1961917|É para castrar todos os homens para que eles possam pensar com mais inteligência. Clareza.
566e6e32-5f13-4004-b5b4-4aec41470f80|Achei que você gostaria de assinar. Obrigado!
56cf8f76-5b54-4830-a414-66aaa917e18b|Acho que eu deveria ter esperado por isso...
ddb86e56-c811-4287-98cd-b24a5a5a7d8a|Obrigado, Kat!
8e75337e-7654-4a99-9b5a-ca31e6f5dbb3|Mensagem recebida.
f1073ae8-2522-45a6-bfc0-1e77988507b2|Hã... obrigado! Então está funcionando? Agora?
7260732d-921b-4271-beca-b1090a38fb02|Aproveite!
dd813bb9-3bcb-4da2-a026-1caf4b8d0f8f|Você está bem?
9f261137-0e48-4999-a526-76d848c79bb0|*Longe demais para responder*
f7952b28-eefc-4485-a495-0511bc8b47bc|Como quiser, Katherine.
ef33b1ac-158a-4b63-b54b-faf77a4a4846|*Isso vai ficar feio*
856926d7-4d7b-4b50-8a20-e2f2af46ba32|*Escute*
f6ae278a-75f1-4894-8490-90c909bf83cd|Ei, tudo bem.
91465320-1ec1-4753-9a44-5d6ae9c43a59|Ok, tudo bem.
715097c5-3a01-4747-92c4-200726d0ab53|Só isso Certo!
2dd60d96-0565-4e60-834d-fc66404b987e|Ops.
910c972c-2b35-47d4-b7b6-648d3a15ff73|Vamos lá! Uma chance!
5288e61c-4336-4d7e-b893-520446b6224c|Amy, por quê?
d25a76d6-bdb2-44ef-8cc6-d2a255251e67|Por que eu abri a boca?...
f76348a9-b55e-4d7e-baf0-8f31b767967a|Vou ver o que posso faça.
a21b3c21-f4ec-4d80-9efe-790433e86481|*Fim*
1fa75103-9b02-47a0-ab36-0761f1ee1779|Para onde ela foi? Stephanie?
151f4a63-33f6-4d18-aa33-2e256784adbc|Estou cuidando disso!
531afa28-fbfb-427e-af75-cac8e9b2f5f8|Não, só estou dando uma olhada rapidinho. Mantenham-se fortes e, nos bons e maus momentos... PRESSIONE!
35a3f70b-0a09-4677-8a58-b42492a4f749|Eu vou encontrar ela.
9106463b-34ff-4cf4-bcc8-7b96c485d75f|*Escuta*
52970269-3704-48b3-98ac-706c698e3949|*Fungada* Essa pode ser a coisa mais legal que alguém já disse a outra pessoa. Nunca.
69a80f3e-bcd6-4b3d-b8f8-3074d9ba5097|Huffasaurus Rex! Ataque!
1138042f-902c-40b8-b008-565f513b753d|Isso nunca vai trabalho.
507d497e-7ef7-42bd-aa7b-814583f033fa|Ops.
be72b5f3-75a8-4bfb-82bb-510373af8ba6|Não é o que é. Você pensa!
a02d2bab-b2fc-467f-849b-9788905508a0|*Escute*
98e58463-b90d-4035-a25e-c2f8a0b95157|Ah, não!
c3de4805-9798-4095-b8ba-6d88f052779a|Eu deveria ir ver como está Aqui.
2648ac0e-61ca-48c1-9dc7-325201075526|*Continuar*
e48a6b60-8b2f-4c1f-91c3-df2caf7a8524|*Escutar*
25bac1fa-8452-4d61-a0a4-c58262c63a64|*Vá embora*
db3d9b17-ccbc-41a9-9afb-432b9c2e8e29|O quê? Ah, sim, estou aqui, Kat!
f683d9c7-2052-4224-8fa8-00d81576c45d|Ah, sim! *Bocejo* Vou procurar Isso.
dcfc23ee-d751-4bab-b774-252b43231882|Você acreditaria se eu dissesse que tenho na loja?
aceb6158-3d6a-4b87-ad6b-9b3c644ecc4f|Acho que essa é uma pergunta enganosamente grande... Já volto.
ac858171-d3bd-4f88-9327-de37c32f9b28|Isso... é uma estatística real? Não importa muito. Paz.
27ce1bf8-9c05-4009-811d-57766b4a90b9|Hã... eletricidade? Esse é o seu sonho Superpoder?
ab02d809-8bfb-43aa-b42b-847b1d76bdfc|Não tenho tempo, preciso correr!
5f15a220-1e74-4010-b65d-1140182bc665|Espera aí, vou começar uma campanha de hashtag como penitência! Certo? Droga.
a6700e69-3e4d-4cf6-8a7c-095354b3f80e|Espera aí! Eu tinha uma resposta para isso!
3bb003b8-b550-41e6-a694-28ab97574541|É, é...
551bd97b-844a-42c6-86d7-27315c567bec|Ah... É, eu estava procurando por isso. Obrigado!
2575d236-bce8-4f66-9cc4-2efbbda15035|Hmmmm. Você é uma alma mediana, mas inteligente.
d3ab9107-80ea-4ceb-bb20-bfdf2b07e63d|Menos emissões de gases, mais cocô de cu.
72907077-e0b4-438d-8441-9f2fa05108fc|Não me diga...
1cb14104-ae1d-45b4-8f0e-4c20bb4faa17|Luta de tags, espero que tudo dê certo.
1fbd8a06-7660-480a-b72a-20fb57531ee9|2Fast2Bum. Qual é a parte 2?
82cab554-c15f-4d6d-865d-eee61a36a874|Bem, você e eu já fizemos uma salsa ruim antes... então não pode ser um relacionamento tão sério assim.
951f62a1-16bc-447a-b683-d54a56d0611f|2Fast2Bum. Espera... Qual é a Parte 2?
6b0afc9a-0ad0-4cc1-aa8b-1644a37f3d56|Ok, ok, ok, ok.
b45e04ee-dd6d-4f20-96ba-a8443a7daed7|Certo, um brinde a um futuro sem spandex! *Toma um gole de rum*
1e55a760-60eb-42a3-a7df-9ce76df8c2a4|Tudo bem, um brinde a um futuro sem spandex! *Toma um gole de rum*
6c0b9ca2-e142-4873-8192-2f2c6016bac6|Segure esse pensamento!
88e2d08c-fd83-4b47-abb8-c2f608ea6b5c|Segure esse pensamento!
cf067bbf-17ac-4860-8316-28bb9bc979f4|Existem outras maneiras de lidar com esses sentimentos, sabia?
d3d22c61-bc69-4729-8631-145defb92735|Isso é pressão social e, tecnicamente, é bullying.
c6bac353-cf79-4470-b750-71094b3c1b50|Pode me chamar de louco, mas você pensaria que estaria no show dele em vez de aqui.
31028681-7f8b-4a0a-a128-9ad553ecfab8|Mas aí você viu as bolas dele enrugadas com spandex.
51545ba7-51b9-4344-aa05-a11a05971393|É o preço que ele paga por se livrar do spandex do papai.
b8c852d6-292e-4b05-8ca6-d4403a665246|Hmmm...
e14281d6-2cd2-4931-87de-7bffc0af1e82|Céus, Katherine, isso foi muito sombrio.
cef42f0b-5421-41a5-b46c-0422c0d5a50a|Se você quer ver os Grumps tão mal, que tal a gente fazer alguma coisa?
d285e582-0525-496e-93eb-7c4b4b5fbd53|Essa bebida pode estar te consumindo porque você não está falando muito sentido.
51a63243-cdfa-4379-9d82-f3602a79cf30|Engarrafamento, engarrafamento, engarrafamento. Eu disse, engarrafamento, engarrafamento, engarrafamento!
26782af9-62bf-450a-a07b-eaead72b0115|Parece muito com algo que eu encontraria em um catálogo de aviões.
f8931024-433c-4e3e-8d54-fcbd854811a1|Se você soubesse o quão importante este bloqueador foi na sua vida esta noite...
f891a868-b7a1-45ed-ac02-33bac86f84d7|Ei! Eu sei o significado das palavras e tudo mais.
e0cc8458-9cdc-476a-b247-f4fec9c9553d|...Sério? Sério?
8ac04d4a-7735-4228-a62b-7afcab20dbcd|Vou bater forte para você, Katherine. Com muita força.
17939c8a-a123-4409-8c81-fc4bdbd1d4f7|Uau, uau, uau! Qual é o plano aqui?
2cff0822-bb56-4500-827a-453671fee25f|Vou bater forte para você, Katherine. Com muita força.
07c801ad-1c7c-42d8-966d-15f46f2319fe|Estou realmente desconfortável com isso.
e74a45d9-f445-47e6-b98b-5d857c8d7311|Farei o que você disser!
d189fd4b-0567-483a-8828-1939cb542990|Ok, ok!
5bc813a9-1b9a-4d32-9147-006651fd7941|Hã... ainda não, vou continuar procurando.
25eea499-71e5-4568-8db3-79c53aafb6c4|Ah, e definitivamente não foi o bloqueador de "sinal" caseiro deles que nos prejudicou.
07ed7700-4f47-49c4-bdb7-0106144bc19c|Droga...
b38665e6-899c-42bc-9208-df8fc89076ed|Eu diria que são dezenas de fãs, mas tanto faz.
996c61a2-1016-4a0e-af2b-e5d79bdfb817|Então eu tiro uma foto sua com os Grumps e você me ajuda a mandá-los embora?
7511c1de-4cb4-4583-be35-0e415ee17bac|Eu poderia ter dito facilmente: "Use uma câmera digital."
c5e7885d-78ba-4353-8467-e66d5a79e152|Ok, loucura.
5d426b00-8f7f-4e2b-9636-defe3da40e7d|É... claro. Continue de longe.
b89e8f62-a5cd-4ce7-8b1e-a27a9882ce02|Nossa, desacelera um pouco, né?
c9cb8fe7-a1ee-4104-afe3-145392ed0481|*Escute*
8cced44a-87ee-43fc-9e00-bcc2c5b9a28b|Você está suando com tudo isso.
b4622cac-a95d-424e-8b9a-a4f6055d9801|Nossa. Bom, se a Katherine não acha que eu sou um chato...
819d8aa6-52c4-4c95-a911-541d27fc47b6|*Escute*
ed9948e0-135e-4fd0-aa37-83d5f6ad93be|Ok, ok! Estou, uh, acertando a composição...
bd29022b-531c-4bf9-a596-cfb7593b63aa|Bem, isso explicaria por que tenho que digitar minhas senhas seis vezes, espera! Merda!
06e317f1-8461-4faa-a7ef-6eff942622d8|Deveria ter previsto isso.
4866b1e0-3f5a-497d-9cf8-1bc599508897|Parece plausível. O que ele disse em seguida?
c6b9c674-8561-4e78-8cda-9fbbd959f741|Você é uma dama e uma estudiosa. Obrigada, Katherine.
52f92103-1531-4072-9c20-790b58ef6283|Você sabe alguma coisa sobre hackear telefones?
24570674-33f8-40a2-83ba-6ca12e701a36|Digamos que eu quisesse enviar uma mensagem de texto com um trote. Como eu poderia fazer isso, hipoteticamente?
bce31439-5bbb-4e6b-bd14-c143e67ee245|Você não tem o celular do Patrick, tem?
ca4f983e-e4ea-47ed-9ff8-6771172f8234|Você pode me mandar uma mensagem de trote?
85ea40ea-9582-4eab-9a86-08e0a09e5ff6|Posso tomar uma bebida? Quer que eu te traga uma?
390cfefe-28f7-4c9d-a28f-3ff77217fba5|Percebi que você fica olhando para o celular. Está tudo bem?
24cff0b7-888f-4e5e-bc8d-9afeeb02fbbd|Sinto que estamos usando a palavra "necessidade" fora do seu propósito.
ce7c7002-08f1-433c-859e-4098785776a9|Gostei dos seus óculos. Eles fazem você parecer elegante!
35cd71ce-3229-4d39-b7b7-165037200156|Frank está guardando todo o álcool.
2bbd74f2-8190-4db2-84f8-e9c341ab6b5a|Frank disse que eu posso beber um pouco se tirar uma foto dele sem camisa.
bf1a0593-5274-4e57-8123-c7873a83de97|Que tal tirar essa foto sem camisa para mim agora?
1650d05a-555d-4de6-ade0-ff53dc71e78c|Que tipo de bebida você gosta?
ac0155bb-6ea5-4c2b-b28d-b9bf5447a448|Como posso garantir 100% de chance de entrar nas calças dele?
e8e07013-0421-43db-948f-0791ad17f7c7|Consegui! Mostrei meu pau para todo mundo aqui!
2855c8e8-ba3a-4b78-a067-fc20e0b02eb3|Quer ir para um lugar mais reservado?
82c7871c-8d74-4a5a-a1dd-79fead17775f|Acho que o Frank está a fim de você.
7df618ab-1157-4a71-8dbf-f6a6f03147d5|O que você acha da Stephanie?
b614db14-faf1-484a-9b92-f99b93b0dee3|Que tal me deixar pegar aquela bebida agora?
77e9c457-dd62-41f2-9d32-b6d15fe86a82|Preciso encontrar maconha.
c86e9095-6bfa-4ffc-8caa-b5dfa21f7dca|Ei, Katherine, você assina minha petição?
a95e02a4-d783-420b-a4b9-fe721d241077|Você sabe por que o micro-ondas não está funcionando?
36b52d36-6bcf-473d-aae3-557e7f11b798|Kat, parece que você está indo bem, tentando se livrar dessas ereções. Tem algum conselho?
d8ab5a77-7cda-46fc-822f-425c10bfced8|Aquela chave que você me deu... adivinha o que significa?
f31f95c9-e938-43f0-85d1-9d14d061d10b|Como ele é um babaca, esse namorado provavelmente me deixou grudada no celular.
5039dfb1-2e93-4ea9-b3c8-7010aa35f751|Você precisa terminar sua história agora. Parece suculenta E com gosto de spandex.
7775e9d4-1a34-4f81-949a-eef961ffeb98|Tudo bem, um brinde a um futuro sem spandex! *Toma um gole de rum*
600d43ca-aed2-4e51-a185-c06a1d9590ec|Tudo bem, um brinde a um futuro sem spandex! *Finge tomar um gole da porra do rum*
de4cf186-e4d0-479c-924c-63404896b3dc|Katherine, preciso reativar o sinal de interferência.
c0b5f090-37ce-4b78-886c-4301824788e3|Ok, Katherine, os Grumps estão prontos para você!
99d7c8f0-b1ab-45da-80ae-3e1e439b7583|Você pode me contar uma história sobre mim? ... De preferência uma que o Derek tenha lhe contado?
6dedb497-9a62-468b-8d6d-fa79c3efcf1c|É sempre um prazer, Katherine.

[Quests]
11484350-ac97-4038-a94f-c3cf2a7a8ae8Description1|Katherine pediu para você comprar algo para ajudá-la a começar. Sexualmente. Pelo menos, é o que ela supõe. Ela também deixou bem claro que preza sua privacidade, então encontre um jeito de trancar a porta do quarto...
11484350-ac97-4038-a94f-c3cf2a7a8ae8Description2|Agora ela precisa de uma garrafa d'água. Seja um bom toupeira e pegue para ela!
1477ed2c-1222-4463-94d5-5478eefaf63b|Katherine precisa de uma bebida
1477ed2c-1222-4463-94d5-5478eefaf63bDescription|A Katherine anda brigando com o namorado e está te dando nos nervos! Nada melhor do que uma bebida alcoólica refrescante para descontraí-la um pouco!
1477ed2c-1222-4463-94d5-5478eefaf63bCompletedDetails|
1477ed2c-1222-4463-94d5-5478eefaf63bFailedDetails|
a5c57921-eaf0-4046-883e-a7f78a2bf3a7|O problema de Katherine
a5c57921-eaf0-4046-883e-a7f78a2bf3a7Description|A gente já sabia que a Katherine era uma chata, mas agora ela quer que você resolva os problemas do celular dela e que todos saiam da sala antes que ela aceite uma foto sem camisa. Como você vai fazer isso?
a5c57921-eaf0-4046-883e-a7f78a2bf3a7CompletedDetails|
a5c57921-eaf0-4046-883e-a7f78a2bf3a7FailedDetails|
d6c9cfee-a03b-4eac-803d-67b6c2020482|Expresse-se
d6c9cfee-a03b-4eac-803d-67b6c2020482Description|Katherine quer que você se exponha a todos na festa. Ela está acenando com sexo como uma cenoura, mas é um pouco imprevisível. Você deveria ir em frente com isso?
d6c9cfee-a03b-4eac-803d-67b6c2020482CompletedDetails|
d6c9cfee-a03b-4eac-803d-67b6c2020482FailedDetails|
11484350-ac97-4038-a94f-c3cf2a7a8ae8|As exigências de Katherine
11484350-ac97-4038-a94f-c3cf2a7a8ae8Description|Parece que você pode ter a chance de transar com a Katherine hoje à noite! Mas é claro que é a Katherine, então vai ser difícil. Veja se consegue atender aos pedidos dela!
11484350-ac97-4038-a94f-c3cf2a7a8ae8CompletedDetails|
11484350-ac97-4038-a94f-c3cf2a7a8ae8FailedDetails|
3ceef35b-0ca5-4c5f-9158-5d605e8c83e7|Game Jam
3ceef35b-0ca5-4c5f-9158-5d605e8c83e7Description|Os Game Grumps estão chegando a um show ao vivo em um balão de ar quente. Mude o curso desse balão e o curso da humanidade no processo. Bem, comece pequeno e veja como as coisas acontecem a partir daí.
3ceef35b-0ca5-4c5f-9158-5d605e8c83e7CompletedDetails|
3ceef35b-0ca5-4c5f-9158-5d605e8c83e7FailedDetails|

[Events]
3efe6b40-79f2-45ff-8636-8b12ae09925d|Você pode continuar falando com a Katherine durante esta "sessão de fotos" ou pode dirigir como um profissional com... gestos com as mãos? Tanto faz. De agora em diante, você pode clicar nela para usar o menu radial e controlar as poses dela.
4be43a86-2a04-4b38-97c4-a04b93e81abc|Ela quer muito que eu saia da sala, droga. Espero que valer a pena passar por tudo isso...
13e6401a-38d0-4ae5-8ab7-9f50dce323c2|Provavelmente terei que esvaziar a sala inteira. Acho que isso me inclui.
dfff1032-5609-427c-ba82-413a8e951f30|Parece que desta vez não preciso esperar do lado de fora da porta do quarto. Que privilégios! ...acho?
45b7c2f2-f62d-4ecb-9908-4147db1eddca|CompuCompa emite um bipe suspeito...
e7d19e29-5343-4816-8498-fe8e5830c41f|Ela está tão perto, deveria terminar seu... clímax!
8ddc3e66-0d91-4495-a59a-fbf05d6c650b|Estou tão perto... não consigo... ela vai explodir!
d90cdfe5-11b3-426c-95f3-d63cfa5e9120|Estou tão perto... Não consigo... Ele vai explodir!
d94053db-b72a-4e79-b091-0926a8754706|Ele está tão perto, que deveria... chegar ao clímax!
aac96eea-26ab-44d7-a6a2-1195e3f79321|Sinto que esta é uma escolha única e memorável. *Dá um tapinha lento na têmpora* Hmmm, decisões, decis-ow! Aaahhhh, meu maldito globo ocular...
547e639c-9f25-442a-9262-a466a540b254|Espero não perder nenhuma opção aqui. Talvez eu devesse recuar e fazer um reconhecimento melhor... e colocar uma toalha sobre o meu olho. Ai, me fode nos meus buraquinhos apertados, isso dói!
29f240c4-a86a-47e6-9f15-7883b98d15b7|Mmm. Algo me diz que tomei a decisão errada...
c969bf18-dc2a-4301-ab67-2a3990eb2294|Mmm. Algo me diz que tomei a decisão errada...
56136b21-4cec-4720-9e42-8ff75f0b7d2d|Não tenho certeza se o Frank pode ajudá-la, já que ele está... indisponível no momento. Se ela não conseguir abrir a porta, talvez eu tenha que intervir e abri-la para ela se quiser ver como isso vai acabar. 
bb78febb-5475-44b7-b94f-99e6d9524b5c|Ok, se o pau do Patrick fosse um para-raios... não, isso é idiota. Como diabos eu vou acabar com ele?
30c21920-627e-44ba-884e-0557445413c0|Não sei o que eu esperava. Ela é uma mulher que tem foco, garra, determinação e quase nada de sexo. Preciso encontrar outro jeito de fazê-la se mexer...
75a16e4f-e56b-4805-89e4-d9655813b286|Não sei o que eu esperava. Ela é uma mulher que tem foco, garra, determinação e quase nada de sexo.
7b0ca4a8-04b9-4ea9-a58e-b8ed23bd0076|E isso faz três convidados surpresa. É melhor eu avisar o Derek que estamos prontos para o grande show.
46c3fbc9-904e-4cbf-987d-62e4b4f6b6c8|Não tenho certeza se o Frank vai conseguir nos ouvir... Eu deveria tentar aproximá-la um pouco mais dele.
b8b08e22-b5e2-4215-aa12-ca012df75b46|Garrafa de água
cb65f107-8838-4a29-9b01-6f45c9a01ca8|Ei, e eu? Eu, ah, tá. Katherine. Bom, espero que ela volte a fazer palhaçadas em alguns...
fbcf7acf-d8b6-4f01-97a7-f21302607ccb|Hm, qual desses festeiros se passaria por médico? Eu poderia ficar perguntando por aí... mexer com a saúde geral de outra pessoa até que alguém intervenha.
84661d83-de99-4631-9add-0890d80646f0|Certo, chegou a hora da Stephanie brilhar!
90f2409e-596e-468f-a355-348fc2ef37ea|Algo me diz que estou ferrado. Katherine talvez tenha que se livrar dessa... situação.
087ef89e-dcc2-4b3f-aa12-41b9d23da579|Algo me diz que estou ferrado. Katherine vai ter que se virar sozinha...
e7da059e-a920-4fe7-be14-f4b960a2ca4f|A Katherine estava gritando? Ela estava feliz?! Isso é desconcertante, mas devo ter seguido aquelas instruções tão claras. É melhor você ficar parada e passar protetor solar!
562b914c-e406-4ed4-aad6-8d057500c772|A força do golpe dela arrancou a maior parte da sua roupa!
33e681d3-6c30-4526-99d6-4a247848005c|Droga, acho que não deveria ter sido tão direta com ela...
8de7b9b0-fed0-47b6-8b4b-70b466fa7442|Puta merda, eu deixei protetor solar?
98c5bdf2-5aac-41e0-8bcf-9cc7b5be1aa6|Puta merda, deixei o bloqueador ligado?
7b18e5cc-8c7d-439d-bdf2-6fcb1ca2c586|Se vou deixar o bloqueador ligado, é melhor ficar lá fora, onde posso quebrar o... sinal... ciência... capacitor GPCSI dele.
33bdac00-c040-42cf-a75c-b077e5e5cf52|Eu provavelmente também deveria ter certeza de que tenho algo que possa tirar fotos dos peitos da Katherine. Como chamam essas coisas mesmo?
289277e4-d314-4662-8e58-6f03ac4f254e|Eu tenho a câmera, mas preciso ter certeza de que está tudo pronto antes de pedir para a Kat me mostrar os peitos de novo.
c8b3c389-5892-4af5-beb6-781a3bfea8cc|Porra, acho que vou ter que dar um jeito de entrar naquele armário...
7a1b24a7-509e-42b3-a4ec-2ebe178e64f4|Droga! Já dei todo o rum para o Patrick... Droga.
b4b73bd8-3ec1-4bba-a054-7ad7ef136238|Isso vai ser ótimo! Preciso ficar de olho na Rachael...
01c99302-8ae6-4145-b3da-6c5d22cf7aaf|Hm, acho que a Rachael não recebeu a mensagem falsa. Preciso ligar para a Katherine de novo.
d01c7fbf-9cb2-46ca-9dda-7b9dd33acc1c|Aham. Algo me diz que tomei a decisão errada...
cf19959f-32d4-43bb-a8fc-0c64f2515d08|Aham. Algo me diz que tomei a decisão errada...
0b0edcf3-8962-44f9-821d-439161831a00|Não tenho certeza se o Frank pode ajudá-la, já que ele não pode fazer nada. Talvez eu tenha que intervir e abrir para ela se quiser ver como isso vai acabar.
acdf0f30-f4a9-42a4-9e8b-a6f25f3f34d7|Não tenho certeza se o Frank pode ajudá-la, já que ele não está disponível no momento. Se ele não conseguir, talvez eu tenha que intervir e desbloqueá-lo para ela, se quiser ver como isso vai se desenrolar.
80226017-3e54-4c73-9949-2cc28ad310e3|Agora, quem é a pessoa mais provável nessa multidão de se passar por médica?
3b1000cd-539f-4653-8e66-f3319866522b|Chegou a hora da Stephanie brilhar!
bd87f47e-2925-4a35-9ff8-42414af28c8c|Algo me diz que estou ferrado. Katherine terá que se virar sozinha...
8bcaa1e5-c4e7-4f4b-b2ba-fa64c18ce2b7|Agora, quem é a pessoa mais provável nessa multidão de se passar por médica?
d32f8c22-870d-4070-b0ab-f1c660235052|Algo me diz que estou ferrada. Katherine terá que se virar sozinha...
537de700-8bfb-4c32-b377-fb1c9eef365b|Esta é a hora da Stephanie brilhar!
35522fa0-4924-453e-9266-c8ec45ada90d|Algo me diz que estou ferrada. Katherine vai ter que se virar sozinha...
d81db40d-8de5-419f-83e0-d6bdac6eee77|Não acho que a "Dra. Steph" esteja pensando em drogas ou álcool agora.
434dae0d-71b8-4e66-872d-844697ea76e5|Acho que preciso dar uma olhada na Stephanie...
37819310-7f25-4af9-8e76-82e9ea2a8b22|Nossa, fiquei atordoada por um segundo. É melhor eu ir procurar a Steph. Para onde será que ela foi?
4a23b06b-d6af-4774-8313-a4d7cc54374c|Ok, então se o pênis do Patrick fosse um para-raios... não, isso é bobagem. Como diabos eu vou chutá-lo?
bff0d052-4d2f-4e5f-b3b6-962f7b494fee|Perder essa coisa do Grumps está realmente deixando a Katherine confusa. Era de se esperar que alguém tão inteligente quanto ela pudesse fazer algo a respeito. Talvez a gente pudesse dar um jeito em um instante...
b5efb544-4972-4077-8bc4-7ee70b474fb2|Então... eu me alinho com um balão e fico parado como um idiota por sabe-se lá quanto tempo. Não tenho certeza se estou à altura de uma tarefa tão monumental, ou se é o melhor uso do meu tempo...
2a797ebe-a627-4908-879b-c4ac4be639c9|Merda... ela disse que eu tinha que ficar no caminho do balão. Por que não posso simplesmente apertar um botão? POR QUÊÊÊÊÊ?! 
da76e504-bf76-48a3-9665-8eeb4f4c38ab|Ah, é verdade, dei essa câmera para um escroto esperto e durão usando uma roupa humana mal ajustada. Que pesadelo bizarro isso está se tornando.
0641a1df-aa02-4bf1-b55c-d7a9453120ae|Ah, é verdade, dei essa câmera. Para o meu melhor amigo. Talvez eu consiga tê-lo de volta sem testar os limites da minha franquia de saúde... 4312b89c-3ecf-4f1e-83d9-3693e25586ae
be72017a-b5bf-4844-a062-f3993984976c|Uma competição de xixi na sacada? Parece o meu tipo de memória.
4312b89c-3ecf-4f1e-83d9-3693e25586ae|Acho que a Rachael tem planos sérios para o Patrick. Ainda não fui preso, então sempre posso voltar para a Katherine mais tarde.
f0b059d0-43de-431a-9487-9a61002dc3f1|Eu provavelmente deveria contar para a Rachael que o Patrick morreu primeiro. Ou... ele está morrendo. Ou finalmente ficar bêbado demais para continuar... tanto faz.
3a56815e-4257-4a03-a4f8-a40e085b63b7|Eu não mandei uma mensagem para a Rachael tipo... alguns segundos atrás? Certo. Eu sou burro.
9684717c-5eff-45a1-92a9-3ee92c8ffe52|Eu provavelmente deveria colocar o cartão SD nessa coisa... certo?
590e2f3c-7357-4395-b9fb-010d9a63f01a|Eu tenho uma câmera, mas ela não tem memória!
bf955fe4-e06f-4771-9520-e48df202b0d7|...é o que eu diria, se a Madison não estivesse disposta a... agir! É, preciso lembrar que o importante é a arte...
2b804e2a-a2ea-4520-bdb4-346cd3d2b4ca|...é o que eu diria se não tivesse planejado dar um bom uso ao quarto. Melhor resolver isso o mais rápido possível!
1a089ea7-3745-4176-a5c4-d22d40c63fa3|Você ouve uma porta se abrindo ao longe... aparentemente Katherine sabe arrombar fechaduras. O que ela não sabe fazer?
e1a1bbc9-7d4b-4447-a3f6-12d234c3ccb5|Katherine acabou de arrombar a fechadura da porta do banheiro... mostra o que uma mulher durona pode fazer!
daf0a051-658e-410c-9225-afe7d53c030f|Parece que Katherine descobriu tudo sozinha. O que teria acontecido se outra pessoa tivesse salvado o dia...
641f12de-7257-4fa0-9e37-f7f25e453a84|Jesus Cristo, Katherine destruiu este banheiro.
72fdf967-41aa-4e1b-a3d8-7549ee83ad98|Jesus Cristo, Katherine destruiu este banheiro.
b00a5e58-0442-4d84-aaa8-70d56be51706|Jesus Cristo, Katherine destruiu este banheiro.
7d7c688e-0d5a-4eed-9868-da00b9529c75|Você ouve grunhidos e sons de alguém trocando de roupa violentamente...
2b524c23-1c56-4458-ae33-cc1510041f9d|Katherine não parece ser o tipo de pessoa que se espera... Espero que ela ainda tenha uma chance.
9d82600f-e05b-41c9-b81c-ee12832c4540|Levanta! Você sente que poderia bater um pouco mais forte... UAU!
2cbe1d9e-3824-4bfd-88da-c0cdfe12898f|Uau! Katherine é rápida com essas mãozinhas. Ela tem todas as características de uma ladra. Uma ladra "Kat". Je
9cca7d48-211c-4a28-9e1c-556b860e119b|Nossa! A Katherine é rápida com essas mãozinhas... como uma ladra "Kat", ha!... Merda, espero mesmo que o laxante já tenha perdido um pouco da sua potência...
79bd1c56-91be-4cd5-8fae-37143f1c75d3|A Katherine disse que estava "lá fora". O alcance dessa coisa pode não ser muito grande. É melhor você entrar na trajetória do balão e... desligar e ligar de novo?
47548a77-13a9-4d36-a4f9-7db9a72155f6|Se eu quiser atrapalhar os Grumps, é melhor eu tocar na trajetória do balão e... essa coisa é ligada por um interruptor? Biometria? *... Certo, bloqueador, ATIVAR! * ... Não?
91c2efd3-c841-40fc-b371-c3c8a47fd5a7|Puta merda, eu consigo ver! É um balão de ar quente de verdade! Hora de acabar com eles!
d0319b57-a2f2-4872-aa77-691d6d60d054|Se eu quiser mandar esses Grumps para o chão, é melhor eu chegar perto da trajetória deles. Meu Deus, isso tudo parece muito terrorista...
d70aa8f6-dc7b-49c8-9238-e82656af5bb4|Puta merda, eu consigo ver! É um balão de ar quente de verdade! Eu só tenho que ficar e continuar bloqueando.
a064a3a2-90d1-4892-b610-3c844f8dcb8a|Hã? O que foi isso?
2192b7fa-45e8-44bc-a9f9-62bd20fad54d|Eu deveria esperar até a exposição de arte em Madison acabar. Não posso estar em dois lugares ao mesmo tempo...
791e91ea-c3c8-474d-954f-06e978ead667|Katherine não quer isso agora.
e9700788-57da-44b0-85cc-a044966b9298|Katherine não quer isso agora.
3ae0fb92-006c-4bcf-93cd-ba418e82f0b8|Já errei quando pedi o número da Vickie para a Rachael. Acho que isso não vai acontecer...
138b00ac-520e-4fe0-9dd7-469781b2169c|A Katherine quer esse protetor solar, mas talvez seja melhor esperar até voltar ao seu jeito de sempre. Com isso, quero dizer uma babaca pomposa que não para de olhar para o celular.

[Background Chatter]
BGC1|Nossa, meu namorado está em segurança na casinha do cachorro. O que é engraçado para mim, já que ele é tão alérgico.
BGC2|O quê?! Cancelei aquele teste gratuito! Eles não vão se safar dessa de jeito nenhum. Vou ligar para eles.
BGC3|Você não está se perguntando por que tem um monte de terra fresca no quintal? Parece um túmulo para mim... Quem será que a Madison e a Ashley mataram...
