[General]
Name|Frank
288|É, são perfeitos! Sabe, se você quisesse se juntar à minha gangue, seria minha carta na manga. E você vai adorar meus casacos novos. Vou pedir para a Leah me ajudar a barricar essas janelas antes que a Doja Cat comece o show. Quem tentar arrombar a casa vai ter que lidar comigo.
289|Ah, e tenho umas contas a acertar com a Srta. Gata. Preciso de RESPOSTAS! Claro, ela pode ignorar minhas centenas de e-mails e mensagens nas redes sociais, mas não pode me ignorar pessoalmente, não com o charme do velho Frankie. Se ela for mesmo vizinha da Mad, posso finalmente conseguir as respostas que preciso!
290|Não é da sua conta. Isso é entre mim e a Srta. Gata, e eu vou chamar a atenção dela de um jeito ou de outro!
291|Um martelo? Obrigada, é perfeito para quebrar crânios! ...O quê? Por que você está me olhando assim? Não é para quebrar crânios? Acho que eu poderia usá-lo para reforçar portas e janelas... mas só para você saber, gostei mais da minha ideia.
292|Bem, tenho certeza de que a Madison não se importaria com alguns desses pregados nas paredes. Vou levar o que preciso, você pode ficar com o resto. Muitos pregos no bolso não combinam com bolas tão grandes quanto as minhas.
293|Boa ideia. Precisamos deste lugar barricado como Bagdá. Aqueles fãs da Doja Cat estão completamente loucos. Quer dizer, eu pensei que fosse eu, mas esses filhos da puta vão arrancar nossos membros um por um só para dar uma olhada na Srta. Cat! Não podemos correr riscos!
294|OK, ESCUTEM BEM, SEUS IDIOTAS! A DOJA CAT SAIU DO PRÉDIO. VOCÊS NÃO PRECISAM IR PARA CASA, MAS SE FICAREM AQUI, VÃO LEVAR TAPADAS E SER RIDICULADAS. REPETIDAMENTE.
295|Estou ficando tão animado aqui. Estou pronto para socar algumas caras e estou trabalhando em um novo movimento, um chute giratório, se as coisas saírem do controle. Façam o que for preciso para continuar. Estou começando a ficar impaciente.
296|Não vê que estou no meio de algo agora? Não me entenda mal, Frankie nunca perderia uma oportunidade de quebrar alguns crânios, mas eu tenho que terminar o que comecei antes. No mínimo, sou um homem de palavra. Ah, e eu tenho bolas enormes. Não sei se já mencionei isso.
297|-- SEM USO --
298|Olha, eu a vi tentando pendurar isso. É mais pesado que o saco do Papai Noel. Pode ser bom para pesos, talvez, ou um soco inglês para quebrar os dentes de alguém, mas não é exatamente uma decoração para pendurar na cabeça de alguém tentando deixar a temporada mais alegre e alegre, se é que você me entende.
299|Sério, não tem nada aqui que aguente o peso dessa coisa... exceto meu escroto, é claro.
300|O que estou dizendo é que minhas bolas de Natal aguentariam o peso daqueles sinos de ferro sem problemas.
301|Eu sei. Espera, o quê?
302|Uau, uau, uau. Só porque o Frank diz uma besteira, não é porque ele vai falar sério. Como eu pareço para você, assistente do Papai Noel?
303|Droga! Não. Este é um chapéu de "bruxo natalino". É "acordado".
304|Que porra as crianças têm a ver com as minhas castanhas assadas? Você é doente.
305|Eu não vim aqui para escrever romances!
306|Espera aí, você está dizendo que o Natal não existe sem o Frank? Está dizendo que meus biscoitos grandes e redondos vão espalhar alegria e felicidade para todo mundo?
307|Tá, que se dane. Eu vou ser o rei do Natal. Que se dane aquele velho gordo e fora de forma com seus "ho ho ho"s e suas renas de merda. Eu vou ser o novo bruxo natalino agora.
308|Certo, me dê aquele enfeite e algo para eu ficar de pé, e faremos deste o Natal mais feliz e alegre desde que aqueles gremlins fizeram uma orgia de bolas de neve!
309|É, aquela escada serve. Mas eu preciso do enfeite.
310|Meus globos de neve já estão pendurados. Quer que eu pendure aquele enfeite lá no alto? Encontre algo para eu ficar de pé.
311|Oooh ho ho ho. Lá vamos nós!
312|Anda logo antes que minha sacola de presentes fique ainda maior.
313|Finalmente! Aí vem a Frankie em toda a sua glória!
314|Ho ho, como vai, querida? Eu não sou a imagem mais majestosa da alegria do Natal?! O novo Papai Noel chegou. Tire uma foto!
314.1|Ho ho, como vai, querida? Eu não sou a imagem mais majestosa da alegria do Natal?! O novo Papai Noel chegou. Tire uma foto!
315|Aquele bruxo gordo e alegre pode ter o Natal, mas pelo menos eu ainda sei quem foi travesso e quem foi bonzinho neste feriado.
316|Veja bem, os feriados são um momento para todos nós nos reunirmos. Compartilhamos nossas histórias, nos conectamos e aprendemos algo novo sobre nós mesmos. Esse é o verdadeiro espírito dos feriados, certo? E o que eu aprendi? Aprendi meu verdadeiro propósito, e ele está aqui.
317|Fiquem de olho em vocês, seus idiotas. Boas festas. Fiquem longe da bebida, seus animais.
318|-- NÃO USADO --
319|Chefe escoteiro, o que você quer que eu faça agora? ... Nossa, espera. Que porra é essa? Tire essa luz do meu rosto e encontre um jeito de acender a luz de volta.
319.1|Ok, ok. Fique calmo, Frankie. Ninguém pode saber que você tem medo do escuro.
320|Que porra você está olhando? Eu não fiquei com medo quando as luzes se apagaram.
321|Que porra é essa de toda essa confusão? Alguém está vendendo álcool? ...Ah, tá. Agora eu entendi. Não, sério, que porra está acontecendo?
322|É, deixa eu entrar aí. Vou mostrar meus punhos para ele.
323|Não, não, ele vai ficar preso lá dentro comigo!
324|Você não me contou nada sobre pegar uma DST por entrar nos dutos de ventilação. Eu não vou mandar o Pequeno Frankie Jr. e seus irmãos mais velhos, Testiculeez e T-rexicles, e passar uma DST neles só para lutar por você. Aquele John McTaint vai ter que entrar aqui e lutar comigo com as luzes acesas! E aí aquele cara malvado do filme virou o Professor Snape. E ele sempre dizia: "Bom dia, eu odeio todas as crianças e não fiz nada." Quer dizer, esse cara pode chupar meus T-rexicles!
325|Finalmente recobrando o juízo. O velho Frankie estava esperando alguém pedir.
326|Olha só: o babaca quer me pedir favores. Esqueça! Me dê um motivo para eu me importar.
327|Cara, o Patrick é um fracote, mas ninguém tinha o direito de decapitá-lo. Mas agora que aconteceu, eu tenho o dever de pegar o pau de quem quer que seja e enfiá-lo a 6 metros de profundidade assim que o pegarmos.
327.1|Cara, o Patrick é um fracote, mas ninguém tinha o direito de decapitá-lo. Mas agora que aconteceu, eu tenho o dever de pegar o pau de quem quer que seja e enfiá-lo a 6 metros de profundidade assim que o pegarmos.
328|Isso não muda nada. De um jeito ou de outro, eu vou pegar o pau de alguém e enfiá-lo no chão.
329|É, tudo bem. Você tem o direito de ficar em silêncio.
330|Exatamente. A regra era sem policiais, certo? Ninguém que pudesse nos impedir de obter informações à força.
331|Espere, espere, espere, espere, espere, espere. Pessoal, tempo limite. Fingiu a morte?
332|Que p...?
333|Tem certeza dessa confissão? Porque eu posso te ajudar a expiar sua culpa agora mesmo.
334|Não, legal. Mas se eu soubesse alguma coisa sobre isso, desbloquearia essa simulação em que estamos vivendo para descobrir quem está por trás de tudo isso e arrancaria os dentes um por um!
335|Deixe-me ver. Esfíncter, esfíncter, bolinhas antiestresse, boneco de ventríloquo, torcer toalhas, rolar pedras, inalar... Santo escroto. Espere um minuto! Isso é algum tipo de prescrição de medicamento?
336|Nossa... esse gesto... eu realmente aprecio.
337|Olha, eu entendo. Eu sou claramente a pessoa mais forte. Você quer que isso fique bem guardado. Você provavelmente está pensando: "Nossa, esses bíceps poderiam esmagar esse cano até a submissão". E você estaria certo! Mas meu dever é garantir que esta festa seja sem álcool, como todas as festas deveriam ser. Desculpe, não posso te ajudar com isso.

[Responses]
0009d76a-4f4c-4048-bd34-7ab0cf7d014f|Se alguém perguntar, a ideia foi sua.
004234a3-4cd7-4de2-b823-09b0fcd67bab|Fico feliz em ajudar, eu acho. Até mais.
00645a43-5462-4660-9503-6aaba31fe770|É um reflexo da sua fa... esquece. Na verdade, hum... esta mala me traiu e eu preciso...
0450202c-520f-41f3-81ff-51416d923550|Ok, Frank. Tudo bem. Droga...
050dd457-c19c-4c8f-8041-3627c6f1a11e|Ah, Frank...
05285d61-9ec2-40fa-a62b-006f6e69bfe5|Sem problemas, Frank.
05309d43-ec64-42c4-97aa-f030d6f5065b|Para ser sincero, parece o lugar mais legal do mundo, mas você tem que se desculpar com a Leah.
05c84557-ceae-4495-bfb0-bef248919c3e|Precisamos da sua ajuda para pegar o assassino do Patrick.
063fde59-56e8-4c30-aead-495b8ef60b25|Hum, é, até mais, Frank.
07395cbc-2694-4194-bb45-d8ab2731085d|Droga, Frank, você tem razão!
07623680-5d70-45b1-9211-ec10b906adfd|Ei, você sabe onde está o celular do Patrick?
085c6b15-4899-42cd-acd9-1f408514aa87|Obrigado, Frank.
087aa1d7-6f11-4738-b967-83a7f4d59484|Revelação chocante em 3... 2... 1...
09162d6b-713c-49dc-8ac4-12bdf3794d1d|Qual cara?
09376743-10d5-41fb-b0e4-1df21a9a9eb2|*Continuar*
09e629ec-0409-4056-a386-84dd64103bdf|Frank, recebi relatos de uma serpente marinha monstruosa emergindo das profundezas da banheira de hidromassagem!
0b1eced7-75d0-4911-8f32-a8fa81956e84|O assassino está nos dutos de ventilação. Alguma ideia de como tirá-lo de lá?
0b916d57-6b64-4be3-9146-103811261292|O quê? Não estou dando em cima de você! Preciso de uma camisinha para outra pessoa.
0be5fb8b-0598-4cad-9be8-2657564c84a9|*Ouça*
0c39fea1-d12d-49fb-b132-e3597e9dbe9d|Desculpe, amigo!
0ca742d9-d028-46d6-8170-4bf7b4bc1f43|*Ouça*
0cd416ab-5de3-42b5-b0b8-ad2db505f7da|Hum... Eu tenho, e estatisticamente sou mediano, se assim posso dizer.
0d769394-779e-4ab9-ad2c-f3ff684230c6|Por que tudo sempre leva a bolas?!
0d80c69f-4947-42c8-b806-1f10c373728f|*Escute*
0ded7506-385d-4dec-a420-c378e111c74e|Podemos pendurar visco nas suas bolas!
0e7d1787-4afd-48e7-a0e5-b63682015b02|Acho que esse "sexto sentido" não existe de verdade.
0e83b39a-853e-4943-aaa6-aea5c864f690|Acho que vou para casa chorar agora. Até mais, Frank.
0f1096c2-b466-487e-9edf-faa888d90d0e|Acho que esse cheiro vem do Patrick...
0f456579-03be-4b3a-adde-0c1003c1eefb|É, é isso mesmo que eu estou dizendo. ...Acho que sim.
11123dff-1892-4d3d-9a1e-744c2c51caaf|Certo.
11fb73d5-8363-485f-876a-ba7cbb1ddb35|E que estilo!
1250ef1d-780e-4f22-be09-7060ac046f78|Vou ver o que posso fazer para me conformar com... suas bolas.
126bb8b9-30c3-4d8e-ab2b-536c7d72f05f|*Continue ouvindo*
13248695-0a23-448f-83f2-c8172710a7a7|Não sei bem o que isso significa, mas tudo bem. Mas e se o Patrick estivesse por trás de tudo isso?
132c7b8f-69af-4d35-81dd-baf8721af6fb|Frank, você percebe que essa festa vai sair do controle sem você?
133c4b0b-ffee-4165-840a-f5fefdefdb44|Nossa... você nunca sabe quando desistir, né, Frank?
138c79d9-3ff1-4f03-8da4-7f3f6a2da68c|Então... isso é um não? Entendi.
139528f2-397f-49d7-86b8-74f6ae1d463e|Aaaaaso, Frank, essa camisinha... Você ainda tem?
13e809ff-426f-4b31-9a3a-ebf3c1c15c83|Digite a resposta aqui.
13e836d8-66eb-4898-8334-c5eae65f2c30|Ei, Frank, preciso de álcool! É uma emergência!
14011db9-b043-43d5-ae89-a2104d0d4488|Hum... definitivamente não. Não, estou bem. O Derek está pelado na jacuzzi e tem o maior pau que o homem conhece.
142b1217-7dd9-4d9c-ae72-55548d04fb26|Tivemos uma treta séria mais cedo... você está bem?
14607dea-d225-42f4-a1d5-49f6b5adfde5|Ah, tá, Frank.
147316e2-3250-4ed8-b61a-b801d01a58a7|Quer saber? Hum... esquece. Acho que é só um alarme falso.
153f66ed-7762-452a-b29c-c90c0f05162d|...É. Certo, até mais...
15ddcff3-1a33-4df8-b017-e59ac31bdbad|Ei, conversei um pouco com a Katherine. Quer que eu fale bem de você?
164e6cb4-f031-4d9a-91f6-64018afba38c|*Continuar*
16704ba6-3689-4ae1-8f8b-b6969ed6f762|Não duvido, mas como você lida com isso nos dutos de ventilação? É claustrofóbico lá dentro.
16c34eb6-5b3d-4bb6-8237-a4d7f6d2f124|Não se preocupe, eu não bebi nada.
16e03a20-b029-4e40-8e6c-856d7fe910c9|Aposto que você estaria interessado em ser o chefe de segurança da Doja Cat.
1740ed09-ea8d-48e1-9e23-2bb56acfbf70|Tenho uma escada que você pode usar.
179e7f5d-90db-4acc-beba-d4bb6aa52056|Merda, eu queria ouvir a história de como ele se urinou!
18772e0c-205b-4854-b50c-cd51252e4660|Vai, meu amigo, vai!
189560c6-3a29-4b8b-9b1d-7acd453479b1|Hum... Ei, Frank. Você... hum... *engole em seco* não tem maconha?
18a3705e-5734-4064-8a7d-9c6984afdee4|Claro. Então, quando...?
18ac7b79-6bdb-4b10-8c44-ec6cd4a5e408|Achei que você gostasse de ursos. Sabe... os humanos...
198c26cf-3d94-4b5a-a4a2-e25ff84fa165|Que gato?
198eb095-5e75-45a8-8db1-cf451bb5ea5f|Frank, você acha que pode lutar com o Derek por mim?
19d4e16e-960f-493d-ab02-acc048fdbbc3|Ok. Valeu, cara.
19ff97e8-320a-4aac-83b6-301e1391efde|Tenho que interromper, acho que Brittney está ligando.
1b819302-1e3f-40c2-8800-fbc886e3daa9|...Ainda dá tempo de sair? Essas chamas não me convencem. E os olhos também não brilham...
1b9385b0-4a7b-447a-98ea-0f2b98e70a34|*Escute*
1ca601a5-af94-47ec-a65c-e538461846f8|Ok, claro. Vou, hum... para lá.
1cac409b-c063-45f7-91a0-5f7995114ed4|Não tem como suas bolas perceberem se alguém está bêbado ou não.
1d0b30af-9a34-4e6f-99cf-c3f251623ea9|*Pular*
1da2e8d3-c6ff-4182-a1ea-70e6dd931629|Hum, obrigada pela camisinha, Frank.
1ef05d32-b80d-4472-b528-c30cbe1a89e2|Ok, acho que estamos na mesma página. Obrigada, Frank.
1f7d1c29-da82-40f9-b00a-e5448c9a52fd|É hora do milagre de Natal!
1fca1654-a1a0-42ad-bd25-20a2d0e87227|...como eu poderia esquecer?
1fcca487-9558-4252-a4bc-55dce496541d|Sério, Frank?
2097d77e-deba-4784-935d-f6b73b940084|Então não é um problema para você?
217331ce-98ad-4bfc-9b75-c6dc765cf936|Você não está totalmente errado. Mas Frank, você vai fazer história!
22229143-a849-46cb-a55a-2a76fceb2fe7|Não deve demorar muito...
22474ae6-45fc-494e-8f26-cac9feddf439|Nossa! Me conta mais!
229d921f-148f-41be-85ab-4750350f88bd|*Pular*
231d493a-8925-4dbd-9235-ddc9a311b863|*Ouvir*
23e040fd-75df-4f95-971f-eea4285d36bf|Ok, Frank, eu sei como você pode me retribuir. Ouça com atenção!
24147b12-9b22-4be6-8f7b-7b6b1c6217cf|De jeito nenhum! Sou eu quem precisa me pintar!
2422f008-98f5-4fdb-b105-3d71566157d9|Uau, uau... Frank não é a surpresa que eu esperava!
248bb487-ba61-41a0-ba6d-69573d50262f|Exatamente. Preciso resolver uma coisa, mas não se preocupe, não vai demorar muito.
2709b617-4bb9-4253-b468-2eddf3914d57|*Pular*
27350665-d712-45cb-b2fd-8317c1a8d4e7|Mostra o que você sabe fazer, cara.
28a4d67a-5333-4eee-af87-c87fc1193cdf|Ok, tudo bem...
28adfb5b-7b62-4325-b531-e5c637603572|Estar errado faz parte da vida. Você sempre pode aprender com seus erros.
28d61cf5-3d96-455d-b4af-61ee286c9c78|Por que não falamos sobre outra coisa além das suas bolas?
2b4f29f4-bbf6-4db2-aa9a-6fcd0139341f|*Escute*
2c33d2bb-934c-4939-9745-ef8bb08320f0|Ok, Frank, vou parar. Esta é a última vez. Eu prometo.
2d49ad35-f023-489c-ab5e-96d277a8e10d|Boas festas, Frank!
2d598705-0f3e-42b6-ad2d-6b0386f7ad33|Melhor do que nada, eu acho. Vamos lá.
2e1bb9f1-bad7-4d21-9497-c958d3ee1cc1|Eu só sirvo ao único e verdadeiro mestre...
2f67e613-15d4-466f-a794-5d7b35467648|Desculpa por mais cedo, cara! Estou pronto para fazer algo do nosso... relacionamento.
2ff490c2-6649-4311-995c-452785df22ca|Cara, isso cheira a álcool. Ele estava tentando roubar uma bebida. Você fez a coisa certa.
3021d9ab-f80a-43f6-be02-587b01fde7c1|Ei, Frank, preciso de uma camisinha. Você não tem uma sobrando, tem?
3022a21b-4b4a-482a-b5f6-a65c22a535ea|*Escute*
31355bf9-2b2c-49c9-ad17-5eb7cc5cf083|Você sabe alguma coisa sobre o gato que o Derek perdeu?
31beabe2-6066-47c4-a278-f64aa9f9d399|Você terá seu clube, mas a que custo? A QUE PREÇO?!?!
326566cb-98a2-42c5-b3a0-e57cd2d2e374|Não com essa atitude...
33711f54-39d0-4b1f-8795-b8cf4de1ae37|Parece razoável para mim. Obrigado, Frank.
33c372d6-0a8a-4217-9fbe-51aac5efdf2c|E aí, Frank, parece que você está livre... agora que somos melhores amigos, você pode abrir esta mala para mim?
33fcf407-d896-4c64-af95-e5562811e569|Vamos lá, amigo! Vamos começar!
34967fa6-f8a9-4dad-95ec-36bf71f544b2|*Escuta, recuperando o fôlego*
34b4713b-9f24-48c0-9ca8-45804e900867|*Escuta*
352446c6-96e6-40e1-bddf-9cb125a34cd1|Não sei se fico com medo ou animado...
3570b5f6-f53a-432c-8917-2ae62ceb044a|Ok, ok... Vou indo.
36189fc7-07bf-4a80-8d09-25a7f03020a9|Você sabe alguma coisa sobre a paixão da Brittney?
36893eca-49eb-466a-b241-118bc99100e5|*Escute*
36f0baf2-9c89-41b0-9e73-99f3f862cb92|Não se preocupe, eu cuido disso!
370b69af-e2ac-4d48-9e7b-f12a25821391|IIIIIIH!
37107e8f-3810-4e92-acdc-21d8887bd560|*Aquele cara está em maus lençóis...*
37721bb1-30ba-4455-81b1-87c66c316290|Vamos lá, amigo! Vamos começar! (Sexo Interativo)
3834e7cf-75b9-454c-af9c-68edf90a1bd4|Eu também cago de verdade. Eu... hum... tá, te vejo mais tarde.
3844f32f-2a96-46d4-bd1e-255f31188e52|Hum... claro, sem problemas.
385ab317-77d3-469d-86b0-e9da72ef1e52|Sabe de uma coisa, Frank? Quando você está certo, você está certo.
3907d42e-e676-40ae-8578-93cbcd88f5b0|Você está incrível, Frank. Absolutamente lindo.
39a27f59-a511-4cbe-8740-27c85f3c99da|Vou anotar, Frank.
3abcef25-18ea-4302-874e-2d5628b586a2|Você ainda precisa ser honesto com a Leah.
3ac689c3-6e65-46f8-9f8a-a097003868fa|Droga, tá. Bem, isso é definitivamente um retrocesso!
3b449dca-9a11-4b36-9d70-557ce88cabfc|Durante toda aquela coisa com a Leah, você disse que faria o que eu quisesse se eu não quebrasse sua cara...
3b51f579-6982-4e1f-a95c-1d49612f7bf9|*Continua*
3b7063f4-48c8-475f-b1cb-47272d235ab7|Acho que é a coisa lógica a acontecer...
3c133b56-b06c-4b99-beca-4ab5fa229119|Nossa, onde você aprendeu a dançar tão... sexy?
3c510865-8c4f-4c19-abfc-a631c26aa46b|Essa cadeira não é desconfortável? Parece desconfortável.
3cf24b88-7fa5-4ec3-9f7b-26133c5942a5|*Ouça*
3cf91f8a-77cf-4663-bfc4-65ed27e7fe20|Desculpe se não fiquei para lhe fazer companhia!
3d86f93a-02ad-49f4-ab33-06fa1c3c7018|Espera, o quê?
3ddb7fa2-b00e-4226-bfbe-e09b782e6baf|Vou pegar pipoca.
3e2505a4-bd59-42c6-b69e-e79e5f01ad14|Se vou me submeter a algo assim, quero que minha barra de amizade esteja, no mínimo, no máximo.
3e5aa979-2722-445e-a47e-6212f343e3f5|Farei exatamente isso, Frank.
3eacf1c3-017c-4a6b-9eb7-37b31ef181e4|Ei, hum... legal. Você acha que pode me devolver essa câmera? Prometo que te devolvo hoje à noite!
3f937991-0019-478d-bea7-8ccff172749e|*Escute*
3fc8e4b2-c12f-4b66-bad7-9d6363099188|É para o restabelecimento da Lei Seca.
406106bf-a689-4e29-a5bf-922371de2b33|Eu estava pensando na nossa conversa anterior. E você?
408ed59c-496a-40e6-a1e6-e5a17a377ef2|Ei, o que aconteceu com o seu...
40fe2f23-d763-4094-9ceb-512c890d0a13|Entendi? ...SIM! Peguei pipoca! Ok, estou pronto, pode começar a violência.
4178ea54-e923-4272-9c2f-32ea2c89d499|Quer me contar sobre esse lugar que você está roubando da Leah agora?
4213fb01-773d-4983-9200-01d3c18e74ba|Só estou fazendo a minha parte, Frank.
42939199-35da-4d18-ae18-4383ff65343a|Não, você será conhecido como o herói que salvou o Natal!
42ca082f-5d70-4ff5-99ec-d40254a300d4|Eu vou procurá-la.
42ebb17d-3e1b-486b-aafd-285985ecb6ff|*Continuar*
4304b4ae-2d77-442a-b430-ffd9a2d184a8|Meu amigo! ...Amigo? Esquece. Já superamos essa coisa de ser gay ou não, certo? Porque bem... camisinhas. Eu preciso delas.
439c5de5-2e9f-4f5d-8252-bb067ba7c17e|*Escute*
4445b237-05e0-4970-9d3c-41e85cc9da57|*Escute*
446cc1ef-9ee5-402d-821c-2a45728265c9|ESTÁ... BEM ATRÁS DE VOCÊ! Brincadeira! ...ou talvez não?
45152ffa-554b-4717-900e-4435438aa82a|Obrigado, Frank!
45398bdf-5a0f-4ee8-a36f-961a4a8e31a0|Claro... Realmente profundo. Que mistério. Certo, então... voltando a...
4578d361-9621-42d9-8b27-780e8fe7c876|A Madison quer que eu coloque um visco como decoração, mas preciso encontrar algo resistente o suficiente para pendurá-lo.
4600de64-140a-49eb-9c18-36420a46a9bd|Frank, talvez não seja a melhor hora...
466bdba4-98f6-4240-9984-5a2d602c45d1|Aaaahhh meeeeeerda...
4704c140-8321-4b81-bd1f-f94c6f22d443|Agora está claro para mim que seu clube é mais importante que o dojo da Leah. O Frankie's Fuckaround Club tem todo o meu apoio.
4749801f-e404-4001-8672-2f9a523d820f|O importante é acreditar, Frank... e, enfim, ponto para mim!
47635d22-901a-4312-b404-1e671b69d447|...Eu deveria ter previsto.
478d4800-a446-45d7-ad5b-c109f9d949a3|Frank, tem certeza de que não está exagerando um pouco?
47c89187-1d3a-41a8-9bcd-dda3a717559c|Já pensei nisso sobre o Frank, e até agora a nossa tem sido uma amizade quase fraternal. Por que não continuamos assim?
47df27e2-c6a4-4d09-a0ee-a22d0d2414b0|Você está brincando comigo!
484fcab9-86fc-495e-a87c-d55b23a0c861|"As bolas têm olhos." Obrigado pela ideia assustadora, Frank. Deixa pra lá. Eu aceito a aposta!
48626a50-46c5-4d16-9f99-ba47eeaa672e|Então você ainda acha que eu sou gay, Frank?
487d6cc2-d7f0-4479-a9c1-74c0ed158b20|Bom saber, obrigado, Frank.
491f5154-0dbd-4594-9894-04e5b9b0e5dc|E aí, Frank, que tipo de cueca você está usando?
4931bb19-ac07-4628-bdea-7e2b75d32c8f|Você sabe alguma coisa sobre hacking?
496de6fc-4c3b-4c06-8757-a2fb62efdebc|Por que isso não me surpreende...?
49aad668-1349-4c82-a774-e82d1b52a88a|*Pular*
49b160d8-bcc6-4b05-8321-8e75d7a83a5f|Vou pegar pipoca!
4ac1cefc-ee45-46b9-9d21-99895f9825ef|Merda, merda, merda... pipoca! Cadê minha pipoca?!
4afd0318-5218-4697-a9d2-c8b948921bd9|Parabéns, Frank. Falando em voz alta... que coragem.
4b18489f-8987-4100-95f3-caa58ba4ee42|...Nossa.
4c343f86-f156-4727-bbdd-fe907e92f0ba|Você parece um cara interessante.
4d783677-a097-4501-bfb4-d2447c2a5107|Puta merda!
4dfea56a-0344-45e3-8555-00d193896fc6|Certo, nunca mais. Eu juro. Você tem minha palavra.
4f9c18ba-2b7b-4a28-8e2b-407554aafec8|Ele tomou Hyperall e não deixa a Madison sair do banheiro.
4fd0f3c2-2c21-42fb-8bfe-5b479db0e61b|Ninguém te respeita, Frank. Acham que você é um perdedor.
5060b2f8-0e91-4452-aee2-298a54cb1fc2|É. Ei, o que você acha do tempo atual?
51e42e6a-52d6-4e82-b890-36078043085e|Veremos.
526fbe08-40cc-4cc0-b150-d0fe92a1e981|Ei, Frank, você tem uma camisinha para mim?
5281118e-4f26-451d-ba13-1f17d44b0c95|Eu não bebi nada!
52c38ee3-6784-4016-96ed-7dabd675f3f3|Ela não conseguia se decidir. Não conta.
52d16c4c-9166-4727-aa55-46481415bc19|Obrigado, Frank. Vamos nos encontrar na garagem quando chegar a hora.
52ed158a-7ebf-4a53-b4c5-2f4c883136d7|Divirta-se, Frank.
53b927a6-1551-437b-bc6d-828a74d343ce|Espere um minuto, Frank.
53d91161-c1fc-492f-825f-e9c7d6e743c5|Droga, não olhe para lá, olhe para isso!
53f421f7-74d0-4f1c-947d-900d59eedbad|Hum... Vou ver o que posso fazer, Frank.
54955cc1-739f-4049-98ca-c436712448ee|Você disse algo sobre maconha antes. Me dá. Agora.
549eeffc-9b36-4433-906d-f4e9bc9382be|Você é apenas uma aberração patética da natureza, estranho e com testículos de elefante.
54e09a03-60d5-4ae1-a1df-3e43fe1cbf90|Mhh...
555a5b9a-1a6b-4d46-b406-2d3a45871f6b|Madison disse que precisa de você assim que tiver um minuto. Ela está lá em cima, no quarto dela.
56009be3-7506-405e-8d00-eb141b2076e6|Ah, sim, sou eu!
57b4c587-8387-4fd9-ab65-574d9ee0f419|Isso... está ficando ruim.
58c89589-8f62-4384-82cd-9d576edd2360|Nem um pingo de gratidão. Tsk tsk.
58d8d97c-c391-4bfa-8601-0c9721b9d95a|Obrigado pela honestidade, Frank.
59ceb32c-65e5-42fb-9c5e-3685a18d95e8|Frank, ouvi alguém dizer que tem álcool! O que fazemos?
5a602e78-7a57-4ec9-baed-36f1ac3086da|Farei o meu melhor, Frank!
5ab86fb4-4c80-4858-b12f-dcfae4526f5b|Então vamos, Frank.
5b7160e1-460b-4706-b60b-b76c7e1ef3ec|Você sabe alguma coisa sobre a nova vizinha misteriosa do Mad, a Amala?
5bc6edd8-ea34-44a9-9cdd-cf4dc934fde4|Mas...
5bcb3e50-8a36-4986-bd44-b11b4350d34c|O que eu fiz?
5ecd007e-b7eb-45aa-88af-153cb5d140da|Ah, merda. Tudo bem, vou tentar reacender a chama nas suas bolas, Frank.
5ef2771b-d9a8-4069-b9da-e06d16e084a6|Frank... você está pronto para enlouquecer comigo?
5f274503-baa1-4f76-96f2-5a5297175df1|Aposto que posso provar perguntando por aí.
5f55bcd3-3858-4018-ab9b-be47e73c631a|*Continuar*
5faf3eff-3708-44a4-b33a-3b2c7da845d6|Frank, eu entendo o verdadeiro significado deste trabalho... Você aceita minha ajuda agora?
5fd970cd-13a8-427d-917a-ea736890d36a|*Escute*
60c6066e-b9aa-4ecf-9942-036337ea90e8|Claro que sim! Sou perfeitamente capaz de me virar sozinho se algo acontecer.
61b5da17-2e1d-4dce-a20c-6e3d84e9e378|Ahhh merda! Preciso ir, adeus, Frank!
61c6543e-13da-4fdb-9891-521fde137ea1|Frank, acho que essa porta te desequilibrou.
62061522-d9ec-4f88-a5f2-afafee5c5a7b|*Escute*
6235a83a-3246-47fa-9a30-344b92b42060|Ok. Certo. Obrigado, Frank.
624a3ff6-bf9b-4a8c-a73d-1cab4f3c7429|Eu não bebi nada!
62783069-a2e8-4c04-8759-bf691b042a65|Hum, obrigado, Frank! É um prazer fazer negócios com você!
62aa7b64-331e-4414-8765-0b749cd52eaf|Palavras mais sábias nunca ditas.
62f996c1-37a9-4e4e-bd30-0f58d9f027fd|Sim, sim. Não precisa. Encha-me e reabasteça meu... sangue ou seja lá o que você disse.
630ff142-2b83-458b-b0c8-10d365aca004|*Escute*
638cb946-f7d9-4727-ab2d-4c348756f64f|Você estava falando sobre estrangular sua mãe?
6422b0e2-2869-4979-90c8-96d8112687e9|Meu amigo, você me deu muito o que pensar. Volto já.
65bf6c5d-1b08-430c-b73d-617679049d05|Desculpe!
6732f202-1c81-483c-b788-5680ddea8d2f|*Suspiros* Obrigado, Frank!
676383af-2f7b-4168-8fc5-e2ec20b52aa7|Não sei se fico com medo ou animado... (Cinemática)
68bffada-ebf7-48e8-8f04-08f5cebdd801|Não. Mais um ponto para mim.
693463a7-f4b1-406c-b233-63154c1e6bc5|*Continue, alegremente*
69b63831-71da-4ca4-bab7-59954de05fbb|Vou deixar a Leah explicar tudo.
69e6db99-05a9-4d6b-8c84-c19a517043e6|Vou ver o que consigo encontrar.
