[General]
Name|Patrick
238|Vamos lá, eu ouvi o que estava acontecendo na garagem. Os outros podem não saber, mas um homem de bom gosto como eu conhece os sons de um dominador berrando para seu sub. Seu pervertido, pervertido.
239|O quê? Ah, é, eu sabia. Treinamento Brahmbat. Treinamento brahmbat inocente, sem prazer e sem couro.
240|Sabe, minha empresa está promovendo um Treinamento Brahmbat em VR que mostra alguns brahmise de verdade. Meu próprio projeto paralelo é um periférico sufocante que você pode usar como uma coleira, e aí o dominador não se importa nem um pouco — é só VR Brahmbat. Para fins de brahmbat. Tenho minha maleta por aqui em algum lugar, talvez eu possa te mostrar o protótipo. Onde diabos eu coloquei essa coisa...
241|Claro, você teria que escanear alguém para servir como seu avabrah de IA. A única avi que tenho lá agora parece o Gimp daquele filme do Bruce Willie. E isso não é sua praia. Nem a minha. Mas primeiro eu tenho que encontrar essa maldita maleta...
242|Ehhh talvez mais tarde, mano. Eu sei que pode não ser óbvio para quem está de fora, mas todas as minhas escolhas, incluindo onde estou em um determinado momento, são cuidadosamente escolhidas para me dar a melhor chance de transar. Festa 101, mano! Confúcio disse uma vez: "Lugar certo, hora certa, você pode se divertir muito!" Ou talvez fosse Ron Jeremy. Deixa pra lá. Pare de mexer com o meu plano mestre, mano.
242.1|Isso é um não, mano. Duro como pedra.
242.2|Nossa, isso é tipo uma missão secreta? Aham... Agente Pat, se apresentando para o serviço! Cadê a emergência?
243|Meu irmão! Já era hora de alguém querer ter uma conversa de verdade comigo nessa festa e falar sobre as coisas que realmente importam na vida! Vamos ver, precisamos dividir em partes para comparar... espera um minuto. Por que vocês dois estão me encarando tão intensamente, esperando minha resposta? Isso está me assustando um pouco.
243.1|Ora, que excelente começo de conversa. O que eu deveria... ah, espera? É você. Qual o problema em falar comigo casualmente depois do que você fez antes? Você foi totalmente contra o código de conduta dos manos. Pode acreditar que eu vou te resgatar, mano. Quando você menos esperar.
244|É o presente que minha mãe me deu, mano! Então, você acha que eu posso beber um pouco desse álcool agora que a gente se uniu?
245|Ah, cara, de novo não. Posso pelo menos vestir a calça de novo antes que você me nocauteie?
245.1|Espera aí, mano, tenho um último pedido! Posso... pelo menos vestir a calça de novo antes que você me nocauteie?
246|Desculpa, mano, mas não posso te ajudar com isso. Por mais que eu goste imensamente de discutir o assunto em questão, com-bra-deria vem em primeiro lugar! Se eu responder de qualquer jeito, vou ter que decepcionar um de vocês dois, irmãos, e simplesmente não vou aceitar isso na minha guarda, e não vou usar a santidade do assunto pau e bolas como ferramenta de destruição. Em vez de estar no espírito de juntar as coisas, agora, se me dão licença, vou tentar juntar o MEU pau com pelo menos uma vagina aqui hoje à noite.
246.1|Nossa, se carma fosse uma conversa, seria essa. Você quer que eu vote em bolas, então eu vou votar em pênis! Ha! Eu te peguei de volta, mano! Isso vai te ensinar a mexer com o único e verdadeiro Patrick Donghauser. Agora, se me dá licença, vou encontrar um microfone para plantar.
247|Claro que sim, estou sempre disposto a mostrar meu lixo! É tudo diversão limpa, não importa o que meu oficial brahrole diga. Olha só!
247.1|Ah, não. De jeito nenhum. Essa é uma daquelas coisas de combinação 1-2, não é? Eu tiro a roupa, você me dá um tapa no pau e todo mundo ri enquanto eu perco a consciência lentamente. Brahrdy-har-har, Não, uh, de jeito nenhum, mano.
248|Ahhh, entendi. Agora que você precisa de algo de mim, somos melhores amigos. Eu tenho a oportunidade, mano, e a obrigação de te dar uma lição aqui, para que você não continue tratando outros manos do jeito que você me tratou hoje à noite. Você quer que eu diga que pênis é melhor, então eu vou votar em bolas. Diga ah! Eu te dei a volta por cima, mano! Chupa essa! Agora, se me dá licença, tenho outros lugares que exigem minha incrível habilidade.
249|Mano, eu transaria com qualquer um se tivesse a chance, mano. Meu objetivo pessoal na vida é quebrar o recorde do Dennis Rodman. Até agora, estou prestes a... bem, digamos que não cheguei perto. No entanto, não vou deixar dois pontos de graça escaparem pelos meus dedos. Ei, você acha que a gente consegue fazer a Rachael participar também? Acho que ela finalmente está se animando comigo.
249.1|Aí, cara, mano! Depois de toda a merda que você me fez passar hoje à noite, eu definitivamente deveria dizer não. Mas sendo o homem de pouco autocontrole que sou, também não consigo dizer não ao sexo. Só saiba que não importa o quão rápido eu goze, isso não significa que eu esteja a fim de você. Eu só tenho um pênis muito sensível.
250|Roger, que mano! Só me mostre a direção certa, eu e a Patty Jr.!
251|Estou tão bêbado, mano!
252|Ei, mano, meus ouvidos estão me enganando ou você acabou de me pedir para transar? Só estou checando porque não quero que o infame incidente da pista de patinação se repita. Demorei semanas para aquelas marcas de patins no meu rosto desaparecerem.
252.1|É isso aí! Pat, da fraternidade, está sempre pronto para... espera, você está brincando comigo? Não somos exatamente, tipo, os melhores manos nem nada.
252.2|Ahhh, a lendária dama mano está de volta para mais uma rodada! Espera, você vai me bater de novo? Não foi tão bom quanto todo mundo na internet diz que será... mas uh... ah, deixa pra lá. Sexo é sexo. Mesmo quando dói e me faz chorar, ainda posso me gabar depois. Eu curto, mano.
253|Bem, nesse caso, o que você acha de irmos para o quarto da Madison? Se ela acha que odeia quando eu assisto pornô na cama dela, ela vai odiar de verdade quando eu transo nela. Merda, eu vou mesmo transar?
254|Na verdade, mano, eu tenho um pequeno pedido primeiro. Você parece ser uma garota bem mente aberta, e é exatamente esse tipo de garota que eu gosto. Bem, além daquelas que são um pé no saco porque eu adoro abuso emocional à moda antiga. O que me leva ao meu ponto: perguntar se você gostaria de ser o tipo de mano mente aberta que está disposto a literalmente ser um pé no saco. Você me entende, mano? Tipo com uma cinta-liga? Estilo sexual? Na minha bunda? Acho que o termo é "pegging", e juro que não conheço por pesquisar na internet por "inserção anal".
254.1|Tá bom, mano. Estou pronto. E uh... Vou tentar não chorar tanto dessa vez. Minha bunda está quase chegando lá.
255|Caramba, você é algum tipo de gênio do sexo? Que frasco de lubrificante eu esfreguei para ter tanta sorte? Bem, tudo bem, meu lindo irmão, vamos para as festividades.
255.1|Tá bom, meu lindo irmão, vamos descer e nos amarrar.
256|Acho que o mano não vem. Ah, provavelmente só transei com alguma coisa. Ninguém consegue resistir... a tudo isso. Ele provavelmente vai me ligar mais tarde.
257|Caramba, mano. Você sabe mesmo usar esse strap-on.
258|Caramba, é, mano. Essa é a festa mais artística que eu já fui. Eu vou nessa.
259|Madison, minha prima querida. Que bom te ver nua de novo. Uh... espera. Quer dizer... Nossa, essa é a primeira vez que te vejo nua, e eu não tenho um alçapão para entrar no quintal e espionar suas noitadas de garotas. Ah, merda, eu disse tudo isso em voz alta, não disse?
259.1|Caramba, você está nua! Não se preocupe, Madison. Você pode achar estranho e constrangedor eu te ver nua e sermos primas, mas não é. Eu simplesmente não penso em você desse jeito, então tudo bem. Quer dizer, peitos são peitos e bundas são bundas, e às vezes sua prima tem qualidades magníficas, e você tem que aproveitá-las como qualquer outra pessoa. É a vida. Então relaxa. Agora nós dois podemos nos sentir melhor com essa situação. Aliás, uh... você se importa se eu tirar umas fotos para o meu site, se importa? Ah, merda, cadê meu celular?
260|É isso aí, mano, continue com essa veia artística. Espero que isso envolva outro pinguim com um pênis.
261|É, mano, acabei de vê-la! Ela estava... Bem, ela estava numa cadeira. Encontre uma cadeira, mano. Que bom que pude ajudar!
262|Escute, mano, me escute. Amy é uma garota de fraternidade. Garotas de fraternidade adoram esportes. Então, dê a ela algo esportivo e com um toque de fraternidade. Tipo nachos ou um daqueles dedos médios grandes de espuma. Isso seria tão legal e hilário, e conquistaria o coração de QUALQUER garota de fraternidade. Funciona para mim sempre!
263|A Brittney está apaixonada pela festa? Espera, espera. Me dá um segundo para visualizar a Brittney ficando com alguém aqui na festa com aqueles melões enormes dela... Tá. Tem paciência, mano. Agora mais um segundo enquanto eu penso que essa pessoa é realmente sua. Ahhhh, tem sim. Gases de pensamento. E aí está a sua resposta. Sou eu, obviamente. Agora, se me dá licença, preciso lavar as calças e depois talvez eu tente falar com a Sra. Brittney. Você consegue, Patrick.
264|Sinto algo no ar... uma grande presença por perto. Uma celebridade de proporções gigantescas... Sim, consigo sentir a energia dele. E ele está me dando... uma ereção.
265|Claro! Eu ficaria honrado! Tirar fotos quando ninguém sabe que estou tirando é meio que... minha especialidade!
265.1|Claro! Eu ficaria muito feliz em ajudar a Bro-ja Cat com a arte dela! Farei o meu melhor para garantir que tudo corra bem. Só me dê alguma orientação de vez em quando quando meu TDAH começar.
265.2|Nossa, espera um segundo. Você está me pedindo um favor? De jeito nenhum! Não depois do jeito que esta noite foi e como você me tratou! Desculpe, mas você não vai receber nenhuma ajuda minha esta noite.
266|Legal! Isso me lembra dos primeiros dias da Vigilância de Bairro. Se eu tivesse uma celebridade tão grande quanto a Doja Cat no site, não consigo imaginar os cliques que eu teria. Ah, os bons velhos tempos...
266.1|Não filme seu pênis, Patrick. Não filme seu pênis, Patrick. Não filme seu pênis, Patrick.
267|Sem problemas! Eu faço isso agora mesmo, logo depois de... tirar uma foto de perto do seu pau! Tô certo? Hahaha, high five!
268|Não se preocupem, meus amigos! Mais uma vez, o Patrick está aqui para salvar vocês! E que chance de ajudar uma grande celebridade BRO-ty como a Doja Cat! Eu tenho a solução perfeita para o seu problema de BRO.
269|Tenho uma porta secreta aqui perto da cerca que eu uso quando preciso entrar no quintal da Madison tarde da noite! Nunca se sabe quando vai ter uma festa do pijama, né? Hum... Quer dizer... Eu gosto de estar por perto caso meu querido primo precise da minha ajuda.
270|Discordo! Fiz um ótimo trabalho! Tem mais fotos de calcinhas neste vídeo do que na nova temporada de Euphoria! Eu não ficaria surpreso se este fosse o seu vídeo mais viral de todos os tempos! Você pode me agradecer depois.
270.1|Claro que sim, itens de grife! Vou colocar isso ao lado da minha coleção autografada de calcinhas usadas! A maior honra entre os troféus! Falando nisso, Brooo-ja Cat... Quais são as chances de você tirar essa calcinha que está usando? Eu tenho uma caneta permanente no bolso! Um cele-bro-ty como você seria uma adição perfeita à minha coleção!
271|Desculpe! É que eu vi esse lagarto e ele parecia tão grande na câmera, e aqueles filmes do Godzilla são tão populares! Achei que a Doja Cat precisava de um lagarto gigante no vídeo dela!
271.1|Desculpe, me distraí olhando para esta fruta. Você notou que não tem nem um pêssego nela? Por que ninguém gosta de pêssegos?
272|Hehe, peitos.
273|Hehe, andar pela casa da Madison com uma câmera me traz ótimas lembranças! Estou pronta a qualquer hora!
274|Ah, sim, claro! Só não agora. Preciso terminar o que estou fazendo primeiro, mas prometo que te ajudo assim que puder.
274.1|Com prazer! Eu estaria pronta, mas me falta algo crucial para que isso aconteça. A câmera! Se eu soubesse que filmaria uma bunda hoje, teria trazido uma de casa, mas se você quer que eu seja seu cinegrafista, terá que me fornecer algum equipamento!
275|Nossa, essa câmera é boa! Já usei uma dessas antes. Ela filma um mamilo a três quarteirões de distância! Você acha... você acha que a Doja Cat me deixaria ficar com ela quando terminarmos?
276|A única pessoa que conheço inteligente o suficiente para pilotar uma dessas belezuras é a Katherine. Eu mesma perguntaria a ela, mas acho que ela me odeia. Agora que penso nisso, acho que ela odeia todo mundo. Boa sorte!
277|Hehe, peitos.
278|Nossa, noite de mistério de assassinato? Haha, era eu, na cozinha — com um martelo!
279|Hum, sabe, minha avó confiou seu visco para a Madison. Quer dizer, muitos dos meus primos foram concebidos porque meus tios e tias fizeram isso depois de se conhecerem debaixo daquela coisa. Aquela decoração é como a progenitora da nossa família. Nossa, espera. Então eu nasci por causa daquela coisa também? É por isso que todos os nossos aniversários são em setembro...
280|Nossa, legal. A Madison vai ser a sobrinha má agora. Isso é pior do que quando usei aquela boneca do presépio da minha avó como repetidor de Wi-Fi.
281|Bem, YOLO! Você não concorda? Viva a vida como se pudesse ser morto com um martelo a qualquer momento, certo?
282|É, como se alguém fosse decapitado na cena do chuveiro. Que coisa assustadora!
283|Haha, "festa em casa".
284|Quem, eu?
285|Hum, eu definitivamente não paguei para matar ninguém!
286|Legal! Eu posso ser o herói que ajuda a linda garota!
287|Ah, ela está aqui! Hum, eu quis dizer... tem uma garota nova?
288|Então ela é gostosa? Ou não?
289|Ah, boa noite. Patrick, que é como eu, mas, bem, não eu? Bem, ele tem uma mensagem muito importante.
290|Certo. Tudo bem. Espera, eu tenho que apertar... ah ho, haha, ele já está gravando.
291|Meus queridos amigos, estamos reunidos aqui hoje para... espera, não, eu entendi a parte errada.
292|Eu, Patrick Scrotingson, estando em plena posse das minhas faculdades físicas e mentais, bem, não mais, eu acho. Ufa, vamos lá, Patrick...
293|Da mesa de Patrick Scrotingson, apresento a você o testamento de Patrick. Se você está vendo esta mensagem, significa que eu, Patrick, acabei na grande orgia no céu e, tendo vivido uma vida selvagem, deveria estar com outras 68 pessoas em uma cama de nuvens agora mesmo, festejando sob as luzes de discoteca de estrelas infinitas, com cascatas infinitas de vinho fluindo entre os seios perfeitos e macios do céu. Guardarei na minha memória cada seio que toquei e cada que não toquei.
294|Ei, eu realmente morri aqui. E se eu descobrisse que você ignorou as últimas coisas que eu disse?
295|Ok, acho que posso pular as formalidades.
296|Certo. Sim, fui morto por outra pessoa, mas isso não importa. O importante é que estou morto, então o governo dos EUA não pode me cobrar impostos não pagos!
297|Nada agora. Hahaha. Porque sim, estou definitivamente morto. Esta mensagem prova isso. Não adianta procurar um corpo. Eles podem pagar todas as minhas dívidas e não terei mais que me preocupar. Posso pagar quem eu quiser pelo que eu quiser.
298|Sim, absolutamente morto.
299|Oooh, certo, porque estou morto. É, é uma pena ser eu. Mas, hum, eu tenho que ir agora. Tenho que repassar esta mensagem para qualquer um que apareça de terno, e estarei pronto para ir. Quer dizer, morto. Hum, pode beijar a ponte agora, que Deus o tenha, e eu descanso em paz. Até mais!
300|Ah, ei, hum, acho que estou morto, não tenho muito mais a dizer, certo? Mas vou ficar bem. Obrigado.
301|Eu adorava todos os peitos e seus mamilos. Os melões gigantes, as tábuas de passar roupa, os naturais, os de silicone, os grandes olhos castanhos, os bolinhos rosados, o presunto em cubos, as passas secas. Os pontudos, os moles, os firmes, os macios e os que saltam do sutiã, salta!
302|Eu, Patrick, declaro que este é meu último testamento.
303|Portanto, concedo o controle do resto dos meus negócios, seja lá o que for, para Rachael, que então será C-E-I-M-A-R ou... ou sei lá o quê, para garantir que mais nada seja feito.
304|E quando ela estiver no controle, saberá como fazer as pessoas felizes com fotos de pinto e bunda, e as pessoas poderão pagar pela felicidade com suas notas verdes.
305|Vejam, irmãos, a felicidade pode ser comprada. Mas, infelizmente, o governo também tributa a felicidade.
306|Onde eu estava? Ooh, certo. Designei a pessoa mais próxima de mim, como se fosse meu parente mais próximo, Compubro, para executar meu testamento. Ele é como o filho que eu nunca tive, o que é incrível.
307|Com a quantidade de sementes que espalhei pelo mundo, você pensaria que eu estaria me aproximando de uma probabilidade exponencial. Como bilhões de girinos de Patrick flutuando por aí. Você provavelmente já sentou a bunda em alguns deles. Haha.
308|Não, muito pegajoso. Haha. Enfim, Compubro, executor.
309|Exijo que meu executor, sem repartição com nenhum beneficiário ou outra pessoa, nunca, em nenhuma circunstância, pague impostos. Criei minha própria marca e ganhei dinheiro com fotos de bombas de iogurte e almofadas de amor. E eu quero gastar meu dinheiro suado como eu quiser, como encontrar mais fotos de peitoris enormes para jogar dinheiro e depois me masturbar.
310|Comppubro, teste minha lógica. Se Patrick é igual à morte, remova a obrigação de pagar impostos.
311|Isso me parece lógica perfeita.
312|Whoooahh. Fui eu?
313|E como você sabe que eu não tenho gosto de morango?
314|Hum, desculpe. Eu não conseguia enxergar com a máscara e estava tentando bicar a tampa do respiradouro para abri-la? Nossa, eu estava me perguntando por que parecia que eu estava batendo em uma batata gigante! E por que uma batata gigante estava flutuando pela garagem. E por que ela fazia sons humanos quando eu batia nela. Isso parecia suspeito.
315|Confesso! Fui eu! Numa orgia! Com a garrafa de vinho. Heh heh.
316|Ok, ok! A verdade é que eu nunca paguei impostos antes. E eu não achei que pudessem ser evitados. Mas e se eu estiver morto? Chega de impostos!
317|Você pode, se estiver morto.
318|Ah, sim, o droide Compulador Synthedicks modelo 58008, com inteligência artificial e modelagem analinguística.
319|Com certeza. Perdi todo o dinheiro que já ganhei construindo aquela belezura. Tivemos que fundir a mente do Compubro com o corpo do nosso novo androide sexual. Adicionamos três leis da robótica sexual para controlá-lo com segurança. Primeira: o androide sexual não pode foder um humano ou, por inação, permitir que um humano seja fodido sem consentimento.
320|E dois, um androide sexual deve seguir os protocolos preliminares dados por um humano, a menos que tais ordens entrem em conflito com a primeira lei. Mas eu me distraí brincando com os peitos dela antes de poder adicionar a terceira lei para se proteger até que ela viole a primeira das duas regras.
321|Então, quando implantamos uma cópia do Compubro em seu ânus, tudo o que ela queria era transar, mas não demos seu consentimento, então ela começou a se despedaçar para tentar preencher todos os seus buracos até se foder em pedaços. Perversão positrônica total. Tudo culpa minha.
322|Já ouvi falar desses magos da contagem mergulhando no conhecimento dos códigos sagrados dos textos. Muito longe. Agora só preciso encenar uma ressurreição.
323|Obrigado, mano.
324|Mano, se você queria que eu esfregasse seu cetro, era só dizer. Ha! Boa, Patrick. E aí... de novo. Espera, qual era a pergunta?
324.1|Nossa, isso parece trabalho braçal, e essas mãos não foram feitas para isso, mana.
325|Nossa, você está lendo mentes? Tem uma nova secretária que contratamos. Ela ficou na minha cabeça o dia todo. Acho que ela está fugindo de mim, mas é uma brincadeira divertida.
326|Au Bro-ntraire, posso dizer o que eu quiser. As vantagens de ser CEO, né?
327|Já ouviu falar da Scrotingson Industries? Se sim, então você sabe que não há uma boa resposta para essa pergunta. Digamos que temos mãos em praticamente todos os lugares. Além disso, eu não gosto de rótulos.
328|Ah, eu sei. Às vezes pareço pior do que um trapo jogado em uma lata de lixo em chamas... tá, talvez o tempo todo, mas de alguma forma eu sempre faço as melhores escolhas para a minha empresa. A moral da história nunca mente. É por isso que eles precisam de mim e confiam em mim. De qualquer forma, o Derek tem um grande futuro pela frente, sério. Mas eu ainda não dei a resposta final porque... bem, é... bem... hã. Melhor não dizer mais nada por questões de confidencialidade. Confidencialidade de mano? Meh, eu posso fazer melhor.
329|Não, não, não, não, olha, mano, entendi. É ótimo que você queira ajudar seu amigo, mas eu não posso falar sobre nossas práticas de contratação e divulgar todos os segredos do que estamos procurando. Estou preocupado que o Derek seja muito desorganizado? Sim. Será que ele é só músculos e não tem cérebro? Com certeza. Acho que ele precisa ser mais assertivo? A resposta é sempre sim. Mas, como eu disse, não posso falar sobre essas coisas. Ei, espera um minuto. Você me fez confessar tudo, não foi, seu desgraçado? Vou ter que considerar você na próxima vez que eu contratar. Você é talentoso!
330|O quê? Ah, sim, com certeza. Eu mantenho tudo fora da nuvem! Você tem razão em continuar analógico, respeito. É a única maneira REAL de permanecer inviolável. Nerds não vão me derrubar! E de qualquer forma... hehe. Analógico.
331|Nossa! O que você está aprontando, mano? Tá nos seguindo? Tentando descobrir os segredos comerciais da minha empresa? Estou de olho em você.
331.1|Nossa, o que está acontecendo aí? Tá nos seguindo, novata?
332|Talvez. Mas vamos continuar andando. Esta sala tem algo especial.
333|Nossa, estou tendo um déjà vu maluco. Ou estamos na matrix, ou aquele cara novo está a fim de mim. Ou... ele está tentando roubar os segredos da minha empresa! Mas espero que seja a primeira opção.
333.1|Nossa, estou tendo um déjà vu maluco. Ou estamos na matrix, ou aquela novata está atraída por mim. Ou... ela está me espionando para roubar os segredos da minha empresa! Mas espero que seja a primeira opção.
334|Hmm, meu senso de mano me diz... alguém está conspirando aqui. Talvez considerar o Derek para esse trabalho tenha sido um erro.
335|Nossa, quem é esse cara bonito com cérebro? Espera, é o Derek?
336|Ele é como um anjo incel. Uma criatura magnífica... Eu poderia usar um cara como ele ao meu lado...
337|Shh, shh, Amy... vamos deixar esse nerd bonitão fazer o trabalho dele. Você e eu temos muito o que conversar.
338|Ele tem uma certa presença. Uma presença imponente. É disso que você gosta, Amy? Caras assertivos?
339|Certo. Bem, acho que devo voltar lá fora e continuar nossa conversa sobre o seu futuro então.
340|A gravidade não me contém, Amy.
341|Ah, ei, mano! Como...
342|Hum, Derek... do que você está falando?
343|Espera... você estava tentando chamar minha atenção? E uau uau uau... Amy não quer me comer?
344|Ah. Eu entendi completamente errado. Cara, eu deveria estar envergonhado, mas estou realmente impressionado! Derek, você me fez parecer um idiota. Isso é impressionante por si só!
345|Isso mesmo, mano-migo. Bem-vindo às Indústrias Scrotingson.
346|Heh, guarde isso para negociações de promoção, mano. Te vejo na segunda.
347|Que legal da sua parte ajudar seu amigo Derek. Eu estava pensando em fazer um programa de estágio no estilo Jogos Vorazes algum dia... se algum dia der certo, eu te aviso.
348|Conspirando contra mim? Sua traição é profunda. Eu pensei que Frankie fosse o único babaca.
349|-- NÃO UTILIZADO --

[Responses]
0030b487-c65a-4e3c-98a1-97c9959e1812|*Escute*
00610962-f070-4147-8ee9-3c48d02283d3|Mh. Sim, estou dentro.
00944e6f-8222-4c43-9218-62a0dee8b4de|Mhh...
00da44b1-cbeb-4ba5-9af1-fcbd904da9d5|Claro, por que não?
01e83748-f7c4-4955-bc98-aa19b71cb295|Merda!
033f986e-ac9e-461f-8cb2-2a311faa8903|Você deveria cuidar melhor das suas coisas.
03464dc4-e6b4-4cfb-a32a-13716f8e26d9|Vou te dizer, Patrick, a mocinha vai ficar tão feliz... nossa, preciso fazer isso. O que você acha desta nova playlist?
0361fe09-3bba-428b-8756-5b75d6fcd181|Está quase invisível... sério.
03db9feb-4977-4816-8935-6e50b6c2c5a8|*Pular*
03fe5f83-28ce-443f-ba95-f1d11c1794a6|Coloque sua boca nos meus genitais.
05398aa3-9ae7-4c1a-8ead-431fcdf51bfb|*Escute*
06a1f86b-2f91-412c-8608-2974bf972538|Coloque sua língua na minha boca.
0731278f-b7fc-4b45-82d6-0316635e3825|Ei, você sabe onde posso comprar maconha?
081751c4-5b92-4da7-bc79-269ee7579598|Hum, acho que a Rachael não...
0827d932-4975-4dcd-9e45-89dc8c4038c4|Faz todo o sentido.
0856a852-534b-436a-a8c2-e7ac812b2fcb|Patrick, descobri como fazer isso. Vamos usar um choque elétrico na sua ereção.
08e41696-d050-4054-ac96-a80528729163|Te vejo lá, Pat!
0af9c1ad-ed07-4540-af15-b574e6f5121c|Descreva-me esta recompensa.
0b6b10be-b67a-42cb-89cc-110a1d8b8e33|Eu não assinei um contrato, mas tudo bem.
0bf9c4ee-83c2-4dc5-a485-b9304691f1cd|Calma, Patrick.
0c2651e7-aa4b-4c29-80bb-37546bfd1e51|"Pílulas de cocô"? Qual era o plano, me ensinar a usar o penico enquanto lia um livro infantil? Pare com isso...
0d4b1491-64c5-43a6-8225-7778b97bf596|Nossa, Patrick, muito obrigado!
0ec8d6f8-abd5-47c7-b997-b869946b36d6|O que te faz pensar isso?
0ed2aa04-b209-44ca-a97e-5325fe46734a|É para fazer o Derek tirar a camisa.
0ee0421e-17a9-4ac7-bc41-1366c056bea1|Te vejo mais tarde, Patrick!
0f2a217c-249e-4d6a-9fc5-4babdf8c3b96|Quando eu menos esperar, né?
101f6ea9-1470-4f18-8fd2-82fbc1e63639|Tá bom, tá bom. Eu cuido disso!
1051e6c0-7b0e-437d-81bf-ec6e35fdd31e|Hum... ei, como está sua ereção?
10820cfa-04f2-4c9e-9871-1c4a75f78a73|Mas...
11492634-5461-433c-8c9f-fe6c0cb03a19|Patrick não estava na brincadeira, juro.
11c99c3c-bc3d-451f-85d6-d69a7b1612c9|*Continua*
11e4a0bb-b09b-48b8-b77a-5e9d0e3ad072|Ok, qual é a situação aqui? O que a Rachael tem contra você?
11ef7848-d031-46d6-85e8-ec03a5133b98|Praticamente o que eu esperava.
1209cf31-ba8f-4ee8-b8d3-103be83deb89|Ugh, tá, tudo bem.
120f66ca-3101-4b71-8728-e70a069aa0e9|Você está fazendo isso por... Esparta, eu acho.
1230b62e-4587-4682-922e-a7f350513dd4|Acho que você não tem mais permissão para dizer coisas assim.
1266e2ec-5e89-4ee1-9c3b-dfb1c310c7f7|Hum... boa sorte.
129a0b43-1f2e-407b-ae24-8c6090225bd5|*Pare de ler*
12b15f61-3583-49a4-b908-d3182985abfb|*Prepare-se mentalmente*
13931d58-c5af-469a-bdea-32e0e8028436|Hum, claro. Deixa que eu cuido disso... Já volto.
14c2ab39-da19-435f-80f2-c0386822a4a9|Cale a boca e volte para o palco!
1624d1ae-88a5-40de-aabb-d3c3ec6ccc9d|Ponto para mim! Eu quis dizer... hum... maldito seja, Patrick.
16a89b78-a98a-47ed-ba29-90f50eb9655d|Acho que vou evitar colocar na boca qualquer coisa que estava na sua calça. Obrigada mesmo assim.
18029ede-4244-4dc8-8e8d-2909ae438c76|Seja um bom menino e lamba minha buceta.
18303e89-5871-498c-9083-f4732b057953|Você fez um ótimo trabalho escondendo a ferida na boca. Que base você usa?
18aaba2d-1a7c-4f1c-bcee-52a06a6c67a0|*Pular*
18dc2fd4-e0cd-4942-84a8-1a17845e9ddc|Descanse em paz, Patrick.
1924783e-1dc2-4ef3-a6d2-e93ecac73be9|*continua*
19962683-d5e7-4ce0-a8f2-11c1d82f20bf|Como você chegou vivo aos vinte anos?
1a089d28-b431-439b-9e08-ce766fb0f0be|*Escute*
1a0d1b6c-77d2-4c20-a3f4-612c57675783|Cara, ele estava me ensinando a lutar. Nada mais.
1a21a5f7-2bc0-4bb2-8d1e-3fa7c6459235|*Escute*
1a953b49-aec4-44ab-864b-f2fd12222cd6|É, você já disse isso.
1b151648-7b0a-4a21-bb0f-d35669c187d2|Você é o motivo de não podermos estar na Twitch.
1ba5a68d-d6e9-45f5-84a6-26c211381f1e|Isso vai ser memorável...
1d52e8ca-c4fc-48f2-af95-5801ec6e284a|Derek se candidatou a uma vaga na sua empresa.
1f69ff01-d7bc-4f27-b826-829d24c3a7e0|Shhh, você não pode me ver.
202d29c7-7d57-4a0e-b4cd-0ffc221cd57f|Hum, tá, deixa eu tentar mais uma vez...
20cdb868-5720-43da-8808-0bd975a8c9d3|Mesmo que sua mãe seja prostituta, fico feliz em ver que isso não te define como pessoa.
220ad392-ad3e-4f99-a063-fdad9791c5c8|*Pular*
2238d01d-d574-46c7-a01f-8131cb256b99|Euhmm...
22673205-c07d-420e-a83f-ec19e0edaf3f|Não gosto de histórias longas. Não paguei os jogos do Eek! para ficar aqui ouvindo...
22a3fa80-0b19-4844-83c1-d7e1366d0bf7|É o mínimo que eu poderia fazer por me deixarem trabalhar de graça para defender um site estranho.
22a8426c-7a17-424c-bc71-fe0a4cd0a346|*Escute*
22ba54ff-7f5f-43f6-8e75-fc102200e904|Eu... Acho que entendo por que Rachael ficaria ofendida. É por isso que ela te odeia?
22db0b11-f721-4630-97e1-9ee3ec32322f|*Revira os olhos e continua*
230e59ff-7869-46c7-a869-f0f006e1005f|Cara, ela só está sendo agressiva para esconder o amor que sente por você. Ela disse que quer passar mais tempo com você...
23365d0e-98a6-442f-a075-ecf2f42585de|Tá bom, tá bom... vamos lá.
2449ee40-4450-43a1-93cd-0d10b5ca5db3|Tem certeza de que isso vai funcionar?
24ab9cbc-4d6c-43f0-a67d-59e6cca4c0f2|E você ainda não viu nada!
252b8967-6160-437d-bf66-fe4bfbe5984e|Isso foi quase fácil demais...
256b8cd0-c19d-45b4-843a-2d17c0fd43c8|Cara, você quase morreu!
260c5480-b0f9-4f21-a430-a1123a7853b3|Parabéns, Patrick, você está fazendo um ótimo trabalho.
26be0d9b-2866-4432-a678-bfb9f19ca8fe|Sua missão, se você decidir aceitá-la, é verificar a acessibilidade do armário de bebidas...
26d56491-002c-4776-9bda-e4afaedd8d99|De qualquer forma, obrigado, Patrick.
26de38c0-0735-4601-9699-7d5940421643|Seu pau é o menor que eu já vi!
279025c8-429a-495c-a644-5bc67db9e225|A Madison disse que você precisa ajudar a nova hóspede a carregar as coisas dela para cima.
28030fa4-94c4-45b1-95e8-1f13aeb1984a|História fascinante. Na cama, mano.
2807bd60-f90c-4e3b-8cb3-f7ed7a7829cf|Beba tudo, Patrick!
