[General]
Name|Leah
238.2|Ah, olha você bêbado pra caramba. Acho que eu deveria me importar, mas não me importo... então faça o que quiser. Só me deixe em paz e tome cuidado enquanto cambaleia para longe. 
238.3|Merda, eu poderia ter impressionado o Frank dando um chute na sua bunda bêbada, mas ele não está mais aqui, então... tanto faz. Parece que você precisa ir para a cama, no entanto.
239|Olha, eu sei que o Frank abriu uma exceção para você por algum motivo. Não sei o que está acontecendo entre vocês dois para ele estar sendo tão leniente, mas eu SEI que preciso informá-lo disso. Agora, se me dá licença, vou fazer exatamente isso.
239.1|Você sabe que o Frank não abre exceções para todo mundo, certo? Você tem sorte que eu tenho ordens de não te ferrar agora, mas você não pode sair por aí se gabando da sua embriaguez para todo mundo e esperar que ele não reaja. Vou ter que relatar isso ao Sensei, e ei... este pode ser seu último aviso.
240|Sério? Qual é. Não pense que eu não vi! Escuta, tenho ordens de não te derrubar, mas pode acreditar que o Frank vai ficar sabendo disso.
240.1|Ei, você! Só porque o Frank te colocou na lista de "não participar" não significa que ele vai gostar dessa merda que você está fazendo. E pode acreditar que eu vou avisá-lo sobre isso. ...A menos que você se importe de tentar me impedir?
241|Ugh... isso tudo é só... não. Sabe de uma coisa? ...Foda-se. Eu realmente não dou a mínima mais. Não preciso provar nada para o Frank, nem para ninguém. O Frank está abandonando a sua maldita posição da qual ele tanto se orgulha, e ninguém está cuidando de mim... então vou fazer essa festa do meu jeito. Chega disso. Vou me manter firme hoje à noite, e se alguém quiser me atacar, que seja. Aquela vadia escorregadia provavelmente já foi embora há muito tempo.
241.1|Hmm... droga. Eu provavelmente precisava do Sensei Frank hoje à noite. Ele está sempre certo... Espera... talvez isso seja um teste! Deixando de lado as preocupações com a segurança e focando nas próprias necessidades, você está me dizendo para deixar o destino tomar conta de todos hoje à noite? Se ele consegue dizer "dane-se a segurança"... Acho que eu também consigo! Ou pelo menos, posso tentar. A cobra provavelmente já se foi há muito tempo, então provavelmente estamos seguros.
241.2|Hmmm... droga! Ele provavelmente precisava do Sensei Frank hoje à noite... aaaah, o que eu vou fazer?! O Sensei Frank costuma ser tão tranquilo e controlado! Foi tão assustador vê-lo tão exausto. Merda, merda, merda! Agora que ele se foi... Acho que não consigo lidar com essa coisa da cobra sozinha. Bem, a boa notícia é que a cobra provavelmente já se foi há muito tempo.
242|Não. Eu... Acho que terminei com isso. Grande parte da minha motivação para fazer isso e das minhas ideias sobre como abordar a situação vieram do Frank ou dos seus ensinamentos. Não tenho certeza se você algum dia entenderá o quanto o Frank me ajudou e me guiou antes desta noite. Simplesmente não estou com a mente aberta para isso e quero voltar para a festa.
242.1|É, é. Acho que terminei com isso. Acho que não vou usar os seus ensinamentos esta noite, Frank. É hora de voltar para a festa...
243|Eu? Estou me fodendo. Mas o Frank voltou para o seu touro, então eu tomaria cuidado com ele.
244|Não, estou bem. Meu coração ainda está acelerado depois de toda essa excitação de antes. Não precisa de uma dose de açúcar depois disso. Obrigada, no entanto.
244.1|É a intenção que conta como aprendiz, e isso... não conta como quase nada. Parece que estou com vontade de doces?
245|Vocês, mortais, querem me foder? Na verdade, vou foder vocês dois e usar vocês para o MEU prazer. Parece muita coisa para aguentar? Demais! É melhor vocês dois estarem prontos para entregar, porque ninguém me faz promessas vazias! Cuidado com o que você deseja!
245.1|Ele não conseguia ficar longe, não é? Bem, provavelmente é melhor se você viesse de boa vontade, caso contrário, isso teria sido um pouco diferente, porque eu estava pensando que era exatamente disso que eu precisava. Vamos lá. Agora.
246|Você quer fazer um ménage à trois comigo? Porra, eu nunca fiz isso antes. O Frank me disse que ia ser uma festa maluca, mas eu não esperava por isso, e é por isso que eu só usei essa calça de moletom velha e surrada para começar. Vim direto da academia. Que droga, eu provavelmente até cheiro a academia.
247|Ah, agora eu sei que vocês estão só brincando comigo. Essas são minhas roupas de ginástica, não lingerie sexy. Acho que vocês dois estão com um pouco de sede demais. Tenho certeza de que vão se divertir juntos. Só que não comigo. Obrigada pela oferta, pelo menos.
248|É, eu já passei por muita coisa. Obrigada por me lembrar. Minha cabeça está girando agora. O que significa que eu provavelmente não deveria tomar decisões como essa. Escuta, eu agradeço a oferta e o elogio, mas ainda preciso de tempo para processar as coisas.
249|Cai fora, eu não cheiro tão mal assim! Limpar a bunda com uma lixa seria mais suave do que o que acabou de sair da sua boca. Vou indo antes que você comece a me irritar. "Você não cheira tão mal." Seu babaca.
250|Hmm, nunca pensei nisso dessa forma. É um bom ponto. Li que sexo queima mais calorias do que correr. Quer saber, foda-se. Eu topo. Espero que vocês dois consigam me acompanhar. Estou prestes a tirar a roupa e malhar!
250.1|Claro que sim, ainda estou interessado em transar com vocês dois. Vamos lá! Uau!
251|Vocês dois perderam uma reunião ou algo assim? Por que diabos eu iria querer me juntar a vocês dois, seus babacas, para qualquer coisa, quanto mais para sexo? Vocês têm uns 5 segundos para calar a boca enquanto eu vou embora e reprimo esse pensamento, para começar... começando AGORA!
251.1|Uau, o Frank não estava brincando quando disse que essa era uma festa maluca. Não é à toa que ele quer impedir vocês dois de beberem. Vocês vão se matar se ninguém intervir! Escutem, eu gosto de vocês dois, então vou fingir que isso nunca aconteceu, mas... tentem ler a sala um pouco melhor da próxima vez.
251.2|Hã... não. Passo. Vocês me deixaram animado com essa merda mais cedo, mas conseguiram estragar tudo com o jeito que vocês estão agindo. Ééé, não vou aceitar nenhuma desaforo até vocês começarem a agir direito.
252|Vamos, vistam alguma roupa. Ninguém quer ver isso.
253|Estou sendo chamado pela recepcionista? Acho que posso dar uma pausa na minha rota depois desta parte. Só não contem para o Frank.
254|Nossa! Tem alguma coisa louca acontecendo nesta sala agora. Vocês não foram sequestrados, foram?
254.1|Não sei o que diabos está acontecendo nesta festa, mas vocês estão metido em umas coisas estranhas. Vocês não podem transar regularmente? 
255|O que é essa festa em casa e exposição de arte? Nunca fui a uma festa com exposição de arte antes. Vai ter leilão mais tarde ou algo assim? Tanto faz, tenho certeza.
256|Ela é a loira, né? Ela estava lá em cima, no estúdio, da última vez que a vi. Parecia toda triste e tal. Não consegui falar com ela porque estava em patrulha.
257|Cabelo escuro? Cerca de 1,50 m? Ela parece que consegue correr uma maratona? É, eu já a vi por aí. Eu escuto bastante enquanto ela está em patrulha. Ela parece estar se esforçando muito para ser incluída. Ela é nova no grupo e está tentando encontrar o seu lugar, sabe?
258|Olha, garota, vou ser sincera com você. Acabei de conhecer essas pessoas hoje à noite, e a única coisa que posso dizer com certeza é que elas são todas malucas. Se alguém está a fim de alguém nessa festa, precisa fazer um exame de consciência.
259|EI, VOLTEI! Quem me fez fazer isso...
259.1|Ahhhh minha rainha! É a Doja Cat! É a Doja Cat! E ela está cantando aqui AGORA!
260|Não, mas eu nunca tinha ido para essa área antes de hoje à noite. Mas tem aquele loiro tarado rondando a festa. Esse cara inspira tudo, menos confiança em mim. Ele tem uma cara que grita "denúncia ambulante de agressão sexual" e, sinceramente, eu ficaria o mais longe possível dele.
261|Você está falando sério? Parece muito legal, mas eu provavelmente deveria falar com o Frank sobre isso primeiro. Ele é o chefe de operações hoje à noite.
261.1|Sinceramente, com toda essa merda acontecendo hoje à noite e o Frank não podendo nos ajudar, acho que vou ficar quieta o resto da noite. Talvez, se você precisasse de alguém para te ajudar, devesse ter se certificado de que ele estava por perto. É o que ele faz de melhor.
262|Nossa! Ei! Droga, você quase levou um chute na gengiva! Acha que consegue acender as luzes de novo?
263|-- SEM USO --
264|Esta é a festa mais estranha em que já estive. Vocês estão todos loucos.
265|Você tem um plano?
266|E você estava procurando um gorila habilidoso para pegar o assassino?
267|Certo. Então vamos fazer justiça e vingança nesse desgraçado.
268|Ah, não, esquece essa de vir aqui me pedir ajuda. Esquece.
269|Pode apostar! Só preciso decidir se uso o estrangulamento norte-sul, a guilhotina ou o clássico mata-leão duplo.
270|Está tudo bem, Frank?
271|E depois dar uma boa surra nele.
272|Você acha que ele pode não estar morto?
273|Eu não esperava por isso.
274|Tenho a sensação de que este não é o caminho da justiça que você quer trilhar comigo.
275|Não. Não preciso dessas habilidades virtuais quando tenho habilidades da vida real para resolver problemas. Se você mantiver a mente e o corpo em forma e evitar a internet completamente, não precisa se preocupar com esse tipo de problema.
276|Bem, poderíamos nos revezar vigiando os pontos de acesso e esperar que ele morra de fome. Já fiz desafios de jejum que podem durar alguns dias, mas deve funcionar.
277|Nossa, para mim? Chocolate é meu doce favorito!
278|Claro. Todas as pessoas que se prezam deveriam ter um para poderem fazer o mínimo necessário, como girar uma chave inglesa ou trocar um pneu. As pessoas hoje em dia são tão mimadas!
279|Isso. É isso que está errado com a sociedade atual. Sim, você pode ter. Talvez use você mesmo e aprenda alguma coisa.

[Responses]
00845644-57b7-4456-8e47-991f34d228ac|*Continuar*
0174a45b-a7bc-4b3a-9e9b-38fb7e84eee3|...V-Vickie?
01e58b31-6403-40c8-a9cd-03bb9de93aeb|Claro. Certo.
03ea8974-5224-449b-b756-cb79b4a03cf0|Mas... é central! No centro de tudo, e no centro está a essência de... MERDA!
03f2ef5a-f5c0-44b1-9e5d-c12ea5764f1c|Sssssssiiiiiimmmmm...
05ac0875-c173-4d82-ac1e-0d52d343233a|Não precisa se preocupar comigo. Enfim, para onde estamos olhando agora?
05bef5f5-ca71-4761-862c-5bcb7dd83684|*Olha para cima, seguindo o olhar de Leah*
061ef693-db9e-4092-a74c-64355780d058|Deite de costas e rasteje como o verme nojento que você é.
062823f0-a544-4178-934b-bdb197de715e|Meu amigo Bobby pegou... e nunca devolveu. Ele disse: "Não há celulares suficientes neste mundo."
06472f76-9580-4955-990d-60b1cbed035d|Pode ser um risco à segurança, mas gosto da sua atitude!
06aa579b-0e1e-4567-8845-20f7df8eda7d|Droga... você parece irritado! *Ri baixinho*
06d02e48-6d87-439e-aabc-a82b6830b8d0|Na verdade, o chiado vinha deste. *Me dá a lata de spray*
06efa910-b9db-4e35-9a90-c59ad16eceb1|Obrigado, Leah.
07380f75-bc36-4c2c-b54f-42aac378212c|Pfff, já pensei em tudo. Fiquem atentos!
07a5df9f-d73e-4c15-81ad-2677c894949b|*PARECE ENVERGONHADAMENTE APROVAR A CELEBRAÇÃO DESTA VIOLÊNCIA*
07bf8a37-dfd4-46ec-aa8a-4c8f10eedd51|Ah... tá. Até mais, Leah.
0848e4e1-cec9-456d-b0d5-bf688347edba|Tá bom, tá... pedimos desculpas.
084c97b4-62d9-4f7c-aa87-efa3b9b9522e|Sou forte e independente. *Soluço!* Não preciso da sua... uh... cadeira. Foda-se a sua cadeira!
0853e43a-c86c-419b-b351-83aba1bd253a|Hum, entendi. Ou eu transo, ou alguém leva uma bronca.
091b4f26-712f-4b43-aaf2-9a6368e02f43|*Hic* Entendi de novo!
0ae9de95-3509-4bd5-9b20-1625d8150137|*Arroto* Valeu, maescio. Mascio. ...Mmm-m-m-mascio limpo. Hehe!
0bc3ec2b-6182-42d3-9959-10489293c32b|Legal. Então você vai me chupar, né? Posso dizer que isso é lição de casa?
0cbc8cc3-0f2c-4136-8a7b-0cbe7dd2a435|Ok. Vou explicar!
0d5bc07c-40bb-44af-9de1-56d834313919|Também tenho uma demonstração para fazer... o quão rápido eu consigo correr como um pato!
0ddd5f1e-3adf-4cc5-8394-2a307a8e7563|Posso te oferecer algo para beber?
0e2f7dc7-69e7-4263-97a5-fe3b9fa60513|Ok, aqui está. Hum, sobre aquela katana...
0e81a241-9469-4ae9-b031-6450489d9fd1|Ok!
0f1c65ad-0173-4781-81e1-db7a3f158d45|Ok, ok. Céus!
0f4e2947-035a-4b7e-9855-53f67b89a533|Este não é o World of Frankcraft... o que você quer dizer com "ataques à distância"?
0f7e88b3-532d-4ec0-8593-e6218b01123b|Eu? Não consigo vencer o Frank! É impossível! Sou muito fraco...
104b4333-d7da-44d2-a419-1dff3e4693c1|É hora de caçar essa cobra. Vamos lá fora.
10623811-bdc0-4ff0-a1ae-d8dca1c0e9db|Eeeeer... para os pobres.
10928200-e79f-45f5-9716-f7bb9a6313b8|Você sabe alguma coisa sobre hacking?
116dadbf-b2ce-4891-a156-4d5b75487860|Vamos fazer um sessenta e nove. Vire-se por um segundo...
118d2017-dbdf-4e8a-bebe-b6eaca30b0fb|Ok, ok! Ei, sobre aquela katana...
118dfc0a-d431-428e-8d6c-777fb5b9906d|Leah, acho que te transformei em um monstro.
11c7a2ad-099a-4006-ae8f-f8d6c398377b|Mãos ao alto! Eh... por que estou perdendo meu tempo com essa besteira?
122264ad-8291-4f0c-acc2-6f4654e7e45e|Você disse que queria abrir um dojo?
127e5b3a-53de-4acb-a26f-31ee040c8221|Sinto que você conhece esta lição, mas não o seu comprometimento... Mostre-me o seu melhor, hum... "Burpee do Exterminador do Futuro"!
139d6a6d-37a6-49f9-b1d1-7dd3772729f6|Às vezes, é preciso quebrar um código para fazer o que é certo de acordo com o seu código.
13e3bfe3-562b-494e-a870-7729c8495a61|*Fim da sessão*
13e9beda-d015-440c-8c14-2f7937c221eb|Então, sobre essa coisa do triunfo sexual... É, acho que já ouvi pelo menos uma dessas duas palavras.
14b1c580-7fcd-4fad-8240-c8e29c57a115|Só estou dizendo que quero bater nas pessoas! ...Ah, é!
14fbebc4-90f9-4130-ae0d-4706ffd140ee|E... que a paz esteja com você.
1592ffd9-04ec-4861-9edd-a5b0ef432769|A compaixão é o coração da força, hum... joaninha. Vá meditar sobre esta lição.
16bf798c-b1a5-42cd-8ec5-f87045c29b5c|Provavelmente... espera... E os outros?
1726c69b-e6a8-4e39-bf32-a5246ccb86f6|Entendo, sem problemas.
189ecd97-c6a9-4528-ab3b-603d4258b3a4|É! Mas... ah, ah, estes não são equipamentos de combate regulamentares... vamos tirá-los! Ou... hum, talvez devêssemos ir para outro lugar?
18a36fc6-5add-49a2-bae7-2af0c55d2e3d|Não encontrei nada. É um verdadeiro mistério... você terá que seguir seus instintos.
18bdaa45-0bad-45f8-b1af-fc8b2caeceab|O assassino está nos dutos de ventilação. Alguma ideia de como tirá-lo de lá?
1965b6ae-975b-428e-8236-4c16027dc128|Ajoelhe-se e balance os quadris para a frente e para trás! Com certeza vou te ajudar a deixar seus quadris em forma.
19742f19-fa6c-4d5b-8d50-3037b13f7eff|Obrigada, Leah.
1a4a81e4-85de-4aa8-b30d-14ba72520fbe|Você tem uma conta no YouTool?
1c1c8530-32e6-45c7-a275-2033db40e249|Eu consigo fazer isso... Eu consigo fazer isso...
1c3cb897-9127-4071-a4ce-e74db734fec1|Na verdade, o chiado vinha daqui. *Me dá a lata de spray*
1ce943ed-9c8a-41c3-a413-34dc809d50d6|Para dar um golpe monumental, você tem que saber usar os quadris.
1e0b00a3-c103-49b8-9065-50395d0a1709|Você está gritando demais sem nem me dizer para onde apontar a luz!
1fb8fbd3-f5ad-4b9f-812b-9fa3eb2a3bc0|*Pular*
2066e23d-5556-4263-a368-9fcf97c3ebfe|*Pular*
21e6ef25-da5c-4c09-82dc-92674ae5bce2|O que está acontecendo?
220bea15-2d64-4882-aec8-3245149a2d66|Meu Deus...
23e98e30-e66b-448d-8e31-78e1bcc9960a|R-I-S-P-E-I-T-O... Agora que penso nisso, eu poderia usar uma meia...
256f4a84-c3c8-48d8-94db-dab7dbbedbc9|Você cheira bem e essas leggings te deixam sexy!
267177b0-2812-4097-9dcf-3b702b51f420|Você sabe onde está a Brittney?
26dac5f7-df44-4da8-81ca-20789e442bd9|Gostei desse plano. Vamos lá!
274f2d4e-2be1-442e-8cd1-de5665279f67|A Madison está fazendo uma exposição de arte no quarto dela e achou que você deveria ir ver.
277719bb-1adf-4648-9295-fee8a30018e2|Pfff, tenho certeza de que o Frank não fará nada. Não tenho dúvidas!
29e0a388-d040-400c-99a7-f14523740f8e|Não deve ser muito difícil.
2ae3da13-8c23-43fa-9806-6f7696bff76e|Isso é... algum tipo de insulto? Estou um pouco atrasada na cultura politicamente correta... se ela é tão disseminada.
2c1da941-2bc5-4452-8343-5971e4ce22c8|Ok, hum... faça o que seu coração mandar, Leah!
2c2932bf-26a5-42e4-a862-c051dcbf7b0c|Droga, acho que já é.
2c56e792-7d72-437e-91ef-90a162b427d7|Há uma ameaça à segurança e preciso da sua ajuda!
2e1e1c53-b8f1-4bcc-aff5-c3895a149904|Sim, sim, estou trabalhando nisso.
2e509fba-ecc2-4c9e-8437-6dea150798ac|Então é um... mistério? Tipo, como o Patrick usa aquela maldita camisa havaiana?
2f07335c-eef2-42af-bf2e-a5cdbed7e01d|Hã, nada. Deixa pra lá. Siga seus instintos.
30452301-98d6-4079-a10b-9a19e6628f97|Sua "cara de orgasmo" vai me assombrar da melhor maneira possível!
3083afa6-f97a-4e3f-a208-bee7bbb95da6|...Como ele sabia?
30ccbb46-b9c8-4084-acc6-4ea675d5c0dc|Ei, Leah, você gostaria de assinar esta petição para mim?
32c5670e-f3ce-4b18-ada4-3289d1179a9a|Sim, exercícios de língua! Quer dizer, você precisa fortalecer sua língua também. *RASGA AS CALÇAS* Acontece que eu tenho a maneira perfeita de aumentar sua resistência.
32c88fc7-c57f-4b21-a245-2d4b255be41b|Não adianta mais pensar nisso. Alguém está tentando te derrotar com uma combinação mortal de cobra e lâmina.
33a15e1e-1897-4991-aed5-d007bab78e95|Obrigado pela confiança. Onde devemos procurar agora?
33edc444-e6f6-49cb-9d88-e8d908d31647|O... ei, espera! Aonde você está indo?!
343fa2a7-b387-4c1b-822c-1580e2875b67|Ah, qual é...
346d2e96-028f-400e-be03-4647567e9cb6|Você pode nem trabalhar nos fins de semana!
34c85434-e610-4569-8f78-8df52a4b6452|Que se dane a autodefesa! Me ensina a arrancar os dentes de alguém e eu chego aí rapidinho!
354083ed-0b66-494a-8ada-4ec35b65616f|Encontre paz interior...
36150151-cf87-4fed-80dc-207bac897315|Madison quer que eu coloque um pouco de visco como decoração, mas preciso encontrar algo resistente o suficiente para pendurá-lo.
361a46c2-1ad3-41d2-be88-66b2372c8ed9|Hum...
36a7cb4c-9fd0-47ce-98ad-fbe17e841dbe|Desculpe...
3837ea43-8067-4991-8c35-477d46b64b0d|Eu não me importo.
38404673-4a2a-4dc7-bda2-2f1182e73439|Eu sei, eu sei. Não saí do modo professor da melhor maneira. Não faço esse tipo de coisa todos os dias.
384f219f-0dff-4229-93fa-5a4502e9a98b|Vou fazer, porque sou adulta e não tenho medo, droga!
38be4dbf-0db1-4793-8347-dd810a8d51bf|Precisamos da sua ajuda para pegar o assassino do Patrick.
38cfaeef-6db0-4061-96fe-2b597a19e600|Acho que entendi o que você quer dizer...
390c1eba-ca36-4ed7-bcbc-67883dc6b7fa|Quero lamber sua boceta. Fique à vontade...
3ab34452-c20d-468b-ae81-f4d6ea3d9f7b|É... é bem constrangedor, na verdade.
3b055448-c71b-45b0-a01b-c351635e1b87|Pode contar com isso...
3b81c716-9ee5-4120-9e34-f330adf636eb|Hum, tá. Eu... vou continuar fazendo o que eu estava fazendo.
3ba92241-9cf8-4751-af5b-a95127098f38|Ok...
3bf29baf-6989-48d7-9f62-419b079058dd|Em minha defesa, foi uma situação MUITO tensa!
3bfe5418-c285-4f98-a005-82b1f3d86181|Então você quer que eu encontre uma lanterna?
3ca34b93-4940-447d-ac69-4455d24f4cb0|Espero que haja uma recompensa por isso...
3cc75f8c-c03a-4dff-9a4f-628bd235c239|Ok, entendi!
3ea6d9ac-4e46-4d8f-a026-e7ce42f78d97|Asiática?
3ed313c9-5e6a-466a-95fb-4b52e7803bbd|Talvez você precise de um colchão novo. E de uma aula de controle da raiva.
3f024ce7-2826-4115-85ae-b572e6496778|Merda! Espera, eu... Estou errado ou passei por um aperto? Que porra é essa?
3fb8a2d1-87df-4460-9a0c-36b4af5a144b|Por que você?
404abecc-73e5-4727-b12b-96c28d82d12f|Vamos manter a calma.
40552849-88f6-49f3-97cd-ccd3597f78b0|*Brincadeira bem-sucedida!*
414c78d4-6b27-457a-a12f-916243bf097d|Alguém queria que a cobra tivesse liberdade para viver a sua vida!
41648e01-123d-4b1a-a7e8-fe819696cb89|Madison disse que precisava de você assim que tivesse um minuto. Ela está lá em cima, no quarto dela.
4190470c-4ec3-40d2-ad87-680d99cce08e|Hum, fique em guarda, ou seja lá o que for que você esteja fazendo. Tenho algo para resolver.
42240467-96fd-4439-8d56-3944bfc12c67|Desejo-lhe sorte. Eu também descubro muito sobre mim. Principalmente na hora de dormir.
4275dada-1514-43d0-bd11-89539e31902d|*Continuar*
42957a50-cbd4-4cfb-8941-416fa7690642|...de nada?
42f78b1c-267a-4503-85ab-7669b1116897|Puta merda, achei que tinha que te contar!
43304e80-afaf-4c96-8d87-b247387ad8a9|Vida longa aos cavalos...
43e30927-111b-4aa9-847a-5e2519b44538|Contanto que seja um curso de autodefesa e não "Noções básicas de intimidação", estou dentro.
441cff76-752c-494b-b356-bd5571be116f|...o quê?
46603982-fb73-402c-a8e6-275070e12d03|*Acena com a cabeça sem dizer uma palavra*
46b765ab-926b-4f06-bc3d-7c576b769e3c|Merda.
47b742dc-16c5-47ca-ac2f-a692fd6779e1|Acho que você está se lembrando errado.
482e0cf5-7955-4a66-b6f1-ed25df62bb36|Ótimo.
49024030-ca67-435f-97f7-403abff6a379|Gostei da sua maneira de pensar. E o seu... hum, estou deitado no chão, mestre!
4ba5182d-8605-4f85-b65a-2768c1d05221|Entendo perfeitamente.
4bc4a172-4978-411e-8046-72956ee64aec|Esqueça. O problema se resolveu sozinho.
4cb13474-437c-4021-9fbe-2f25426d020a|Nossa, vejo que você está gostando muito disso.
4d0f001c-70e1-4247-9774-9a84302375ce|A cozinha. Preciso ter certeza de que não tem nada pegando fogo. Ou... nada em geral.
4e46eeff-f5f4-40a1-8664-2c12dcfc1eb3|A quem devo perguntar para saber mais sobre esta katana?
4f4fee77-ac32-4647-86be-6bf56a460415|Eu diria que você mereceu, Frank...
512afb76-77bb-47b3-9cce-fcee1c815262|*Continuar*
52218689-56a8-40c6-9f28-e51f19e8c6fd|Sim, e também lhe mostrarei como construir e manter um templo desses e, se tiver sorte, como aproveitá-lo ao máximo.
5224a21b-e001-4368-b741-722f577984e1|Cuidado! Você pode cair!
53479496-4c4c-43ba-93e1-8893def45e5f|Ótimo. Então... agora você vai me lamber, né? Posso dizer que isso é lição de casa?
5403ea10-7b76-4eea-9664-fb57ad0dd39a|Pegamos você, cobra... espera...
5472b6e6-df35-4a8e-ac13-22b035dc6e37|*Continuar*
5490140f-ad65-4a16-8eac-7ca4a53908eb|A Teoria do Gotejamento? ...ah. Merda!
54f6b54a-d250-4edf-a506-c49fca7b633b|É, eu adoraria começar uma conversa.
5584eb57-f838-4116-bb56-867565c91f69|Sensei Triple D? Ah, sim! Quer dizer, eu o chamo de Sr. Bolas Grandes, mas faça como quiser.
558ab07c-f8c1-49fa-8cb1-6ef8812b91ad|Ah, que bom saber! Obrigado!
55cea3d4-72ce-4f61-836c-89db18857ec9|Você viu algo estranho na vizinhança?
56aff9ad-5ee8-40db-9bf3-0fa1449d8481|Pode falar! Estou pronto! Vamos lá, Frank!
57c5e786-43f8-4455-8292-9cf264f061f9|Jovem aprendiz, espere... Merda.
57e13b7c-ce07-4556-a4fa-7ba6ae0d362e|Temos um problema. Essa katana é um instrumento de destruição!
57e48dca-3fcf-4775-88e0-c4284e4384b5|Bem... merda. Por algum motivo, duvido.
57fd65bd-a947-4830-9c09-cd6359124137|Leah, você parece uma patriota. Está usando alguma coisa com estrelas e listras?
59271ede-a7c0-4e28-8eed-fdf311ec7b4e|Lá fora, perto daquela árvore no quintal. Acho que vi uma Karen nos espionando do lado de fora da cerca!
59c23162-31d0-4d06-a3a0-18a6a5f5aa2e|Sim, isso é obra minha.
5a0345b4-906d-4264-bc6a-f9296c1a5504|Uau, uau, uau, eu não quero brigar!
5a6d5e92-2392-4d76-a572-e43dc080c249|Pegamos você, cobra... espera...
5af8082b-a508-47a9-89c3-cca745143d27|Mmm, são folhas de maconha na lâmina? É melhor ter cuidado e não analisar demais as coisas.
5bf3f70a-e579-4e11-b602-075bd583cde1|Acho que seu "trem da dor" está atrasado... Ah, não, aí vem ele...
5c9510be-ac23-44b5-8540-7f7c7798dae7|Agache-se como nunca antes. Esforço máximo! Sua beleza não vai te ajudar a vencer uma luta... Esforce-se!
5cda282d-d8a3-4fd5-b969-ffac6e58f325|*Continuar*
5d14fb32-27a3-406f-a8cb-5d61921faec9|Acho que você vai gostar.
5d28c4e9-4e5e-45d7-9c4f-3688dab78bc3|Obrigada, Leah.
5e1196ac-8203-4762-a635-25f5b6a64b47|Ok. Mais emoção para nós, então!
5e756b06-1eb5-4250-a501-2cf4303d9220|*Continuar*
5e9a2b16-1f9a-4705-9f89-7ca9d2a0b090|Pode contar comigo, Sensei.
60fc76ec-8463-48f5-b54e-16cc0ba6b127|Ah é, merda, vamos lá!
63192593-cf37-4004-9c3c-b5d8320a8a1f|Nossa, eu fiz isso?
6361aa49-365b-4d11-b078-4ebf61b187da|O assassino está nos dutos de ventilação e estamos prestes a deixá-lo sair para a garagem.
6362d906-1b1d-4372-b917-6c9b706058e6|Merda.
6472d998-c54c-4e71-9a24-54f979229708|Tá bom, tá bom! Desculpa, Leah.
648272f3-3a12-478f-8374-936495012bb4|Leah... vai ficar tudo bem.
64b5be47-2931-4217-be99-f6fc07c88f6d|Hum... só um segundo. Já volto!
658b6ec7-aafe-49e6-8f10-6b63f05514d9|Vou tentar não te deixar louca! ...bem, para onde vamos agora?
6677e43d-f1da-4a28-b314-dd1884d025bd|Ok, ok. Sem problemas.
668beb8b-836f-4ea8-8858-f60d9522e073|Então agora eu tenho que encontrar um estudioso de espadas antigas? Que porra é essa?
66e309a5-1381-43dd-b91f-8e19dcd85609|*Pular*
66ebdf09-8ad3-4c13-809c-594c57433c65|Vamos fazer sexo oral, certo?
6717cbaf-9e47-4995-b09a-d196fedf70bd|Deixe-me distraí-lo. Você vai pegá-lo desprevenido.
671b43a7-f491-48f0-8163-8f1e4ba160b7|Talvez você tenha razão sobre eu ser covarde, porque tenho muito medo de fazer isso...
688b9e8d-4cea-494e-8ab5-32781f299c10|Acho que a culpa é do Rotary Club ou da associação de moradores. Bem, e agora?
694e3c30-5caa-4aae-8c5a-19ed52e40572|...Sim.
69bb5ed4-39d8-4d5d-bffc-07bd83212f81|Repugnante, mas provavelmente preciso.
6a478b1e-f8a4-43fb-9ae1-b48c447375a7|*Escute*
6b129427-55b6-42b8-a6a7-c4b8e55ca7ad|*Suspiros* Por que eu tenho que procurar coisas que rastejam em lugares escuros? Tudo bem...
6b2bcce5-b79e-4a72-881a-91d1098a15b7|Na verdade, o chiado vinha deste. *Me dá a lata de spray*
6b5b6bee-c170-4e9f-8b02-0422a2b93130|Sério? Hum... tá!
6b6dc6a7-5643-47d0-a220-c31b4b67e578|O que está acontecendo?
6bdd3335-80e9-4b34-b0b2-3a011035a90c|É, droga, mal posso esperar! Vickie?
6c2831ad-f2b4-45f4-95a7-1df49fb85e6b|Obrigada, mestre.
6c663838-9dd4-4208-a859-ecc0be5c09fe|Isso está saindo do controle!
6d3b24b0-3b4a-4d9a-b305-071c6f683f31|Amy verificou e disse que é só um brinquedo de feira.
6ebd131b-e33e-4a31-8b12-2bfa05d3261c|Curtir. Veja-me canalizar meu Edward Honda interior...
6edb452c-847e-43d7-b2d6-0c35810a2dd3|Hum... 42?
6f536568-093a-44bb-86d7-76526730fdd5|Sem problemas!
6ff303bc-f18d-405c-b57b-2611f5e92c07|Ok...
70078f9c-adf3-498c-add6-d5449fdb1fde|Obrigada, Leah!
703b37cc-6fa8-4f2c-ad76-5792fade812f|Isso foi... muito intenso.
7073c4c3-c7b5-47ec-ab50-03dd7559ca4b|Leah! Estou vigiando a casa toda. Quer explorar comigo?
711fa699-1b3d-4447-b483-a58252751390|Ela está aqui... psicopata...
712c27dd-3140-4e17-82ac-72c94e185b53|Você não cheira tão mal assim. Não é um problema para nós.
