[General]
Name|Amy
b7c39d0b-4c3c-4638-a8ef-17bd44e6c261|Ei, Amy, o Derek estava te procurando. Algo sobre uma emergência escolar!
7fdeeee1-e4f0-49fe-a58f-010929417034|Ei, Amy, vamos sentar perto da lareira!
3ddd736f-059e-4cb6-a638-3da44c844cb3|Ei, Amy... você, uhhh, sabe alguma coisa sobre katanas?
561f3306-6f55-4d3a-a696-8bea502b961f|Você pode me ajudar com a katana agora?
6f1b01fb-f0b9-4459-9531-b745497de0f4|Ei, Amy, o Derek estava te procurando. Algo sobre uma emergência escolar!
88c52c4b-137e-4109-9ed5-acde1b373fd6|Você pode me ajudar com a katana agora?
fdc8cfdf-6b86-4c30-897b-735a5000d471|O Derek te contou alguma história sobre mim?
f5f2a6c4-2c0a-4ced-854e-cc217d3c0cb1|A Vickie não está linda agora? Você, ela, eu... isso. Uma *imensa* oportunidade para uma selfie, hein? O que você acha, Vickie?
a7ffa76f-acaf-4c8c-b753-aed51ce178db|Então, onde você recomendaria que eu colocasse esta escultura?
117acf1f-4708-40fa-b411-5dc4643f9f7d|Até mais, Amy.

[Quests]
29b1b343-be3e-497f-bdda-48fba914c9d5|Caça ao Tesouro
29b1b343-be3e-497f-bdda-48fba914c9d5Description|Amy precisa de alguns itens exóticos para uma caça ao tesouro. Você é a melhor pessoa para ajudá-la!
29b1b343-be3e-497f-bdda-48fba914c9d5CompletedDetails|Ótimo trabalho, Super Detetive! Você terminou a Caça ao Tesouro! Hora de falar com a Amy e ver se ela está a fim de algo mais ...
29b1b343-be3e-497f-bdda-48fba914c9d5FailedDetails|Chega de caça ao tesouro da Amy. Você está mais qualificado para procurar ovos debaixo de arbustos ou algo assim.
29b1b343-be3e-497f-bdda-48fba914c9d5Description1|Você encontrou um cartão de crédito antigo para a Amy. Não é muito arriscado, afinal. Bem, não para alguém com a sua ética. Talvez o próximo pedido dela seja um pouco mais interessante ...
29b1b343-be3e-497f-bdda-48fba914c9d5Description2|Você deu uma camisinha para a Amy. Sem uso. Não como da última vez. Converse com ela novamente para ver quais outros itens sem uso ela precisa para sua jornada na irmandade.
29b1b343-be3e-497f-bdda-48fba914c9d5Description3|Graças a você, Derek agora está sem camisa, e Amy está mais perto de terminar sua caça ao tesouro! Qual poderia ser o próximo pedido de Amy?
29b1b343-be3e-497f-bdda-48fba914c9d5Description4|Você concordou e gentilmente comprou algumas roupas íntimas e as deu para Amy. Ela parece imersa em pensamentos. Seu próximo pedido pode ser um desastre.
29b1b343-be3e-497f-bdda-48fba914c9d5Description5|Sendo a pessoa elegante que você é, você convenceu Amy a continuar sua caça ao tesouro. Hora de ver o que ela precisa agora!
29b1b343-be3e-497f-bdda-48fba914c9d5Description6|Você ajudou Amy a tirar uma foto cheia de estrelas para o Instagram! Chegou a hora de ver o quanto Amy valoriza um colega Patriota ...
29b1b343-be3e-497f-bdda-48fba914c9d5Description7|Você deu a calcinha velha que roubou da Madison para a Amy. Ela ficou muito feliz, como qualquer um ficaria. Hora do próximo passo na caça ao tesouro.
461f5585-c0ac-4f59-b8ba-7af9e9600f90|Perseguindo Amy
461f5585-c0ac-4f59-b8ba-7af9e9600f90Description|Você convenceu Amy a desistir da caça ao tesouro e conquistou a confiança e o carinho dela. Até onde você consegue ir agora? Consegue ficar a sós com ela para um momento sensual?
461f5585-c0ac-4f59-b8ba-7af9e9600f90CompletedDetails|
461f5585-c0ac-4f59-b8ba-7af9e9600f90FailedDetails|

[Events]
9b9e340d-6792-42ef-969d-cfec1687ce01|Eu preciso encontrar um jeito de voltar às graças dela se eu quiser a ajuda dela com alguma coisa hoje à noite.
4773be27-c9bf-437b-b73e-6077d7058b69|Estou tão perto... Não consigo... droga!
2bd07ad6-9f30-4dba-b07d-d9f1426c85d4|Está quase acabando, eu preciso continuar!
c6c83c64-581e-4fe5-8967-b53f29e920ea|Ela está quase lá, eu preciso fazê-la gozar!
81c1bd7e-9964-4501-93c5-e1f291073d8b|Estou tão perto... Não consigo me segurar!
703bf329-2570-4b0e-8ab9-f4aa3620366f|Estou tão perto... Não consigo... droga!
2ef4c0b8-0978-4a6b-9459-f3452c378216|Hm, ela *estava* muito perto de gozar. Talvez ela precise de uma pausa por um momento...
6e569081-d394-4ec7-854e-c4d2b70ce883|Hm, ela *estava* muito perto de gozar. Ela pode precisar de uma pausa por um momento...
5ef85b09-ca6e-4b86-a174-a01dfab301f4|Ok, legal! Só preciso garantir que a Britt fique na banheira de hidromassagem por um tempo. Ela pareceu bem relaxada, então preciso mantê-la longe de qualquer encrenca...
8dc1de6e-a04c-41f6-a8f7-50cc77448ac3|Melhor ir ver a Amy. Você consegue!
ea09f4c3-1fb6-4aeb-88d1-86bb20768260|Parece que a Stephanie é meio que uma médica em treinamento. Ou uma psicopata.
b36d37f8-a14d-4fb2-97bb-297ae4630f10|Pensando bem, agora não é a melhor hora para mandar a Amy conversar com o Derek. Talvez mais tarde.
f6f31aa3-2177-4932-83cf-a7b832fb527c|Nota mental: entre nas graças da Amy. Pense, pense, ai-ai. Nossa, isso doeu.
3c9419a7-ee95-4bca-8460-3b7bd3910be7|E isso faz três convidados surpresa. É melhor eu avisar o Derek que estamos prontos para o grande show.
19fa1602-7521-4e47-aa01-5b5eaf1a362f|Parece que eles vão ficar conversando docemente um com o outro por um tempo. Eu deveria me esconder no armário da Ashley...
9e9e773a-bf0c-492d-9472-7dceb1c749c7|Não tenho certeza se o Frank consegue nos ouvir... Eu deveria tentar aproximá-la um pouco mais dele.
59e55b00-2be2-4b7a-8ab8-587cbedccca9|Hm, faz um tempo que não vejo a Brittney na banheira. Preciso ter certeza de que ela ainda está lá.
995675c3-1689-44f9-81eb-5e2f8597bb02|Hm, eu sei que a Vickie deveria estar na banheira de hidromassagem, mas tecnicamente... ela está nua o suficiente para o desafio da irmandade da Amy? É melhor eu ter certeza, e não deixar a Amy chateada no processo.
5b5927ed-308f-47aa-9c0b-125e964227d1|Hã? Ah, sim... Acho que esta é uma área com bastante movimento. Vamos ver se conseguimos ir para outro lugar.
11cbfb1a-2bcd-448b-92c1-63577c5f9348|Podemos estar bem perto... talvez um de nós precise recuar um pouco mais para garantir que ninguém nos veja.
7f40d0cb-61f7-4f11-b535-5cec2e5ab0af|"Na verdade, ufa! Vou precisar de alguns momentos para "recarregar" antes de poder me divertir de verdade..."
12b759ab-ccb0-45fb-8386-b2fad0be5482|"A Amy talvez precise de alguns momentos para... "se recuperar" da nossa última transa íntima. A garota está tããão cansada. Ebaaa eu!"
ad3ef501-db82-40a5-bbce-ce5b784d1960|"Na verdade, ufa! Vou precisar de alguns minutos para "recarregar" antes de poder me divertir de verdade..."
1deb925d-6489-4e91-a880-a8354c7a198f|"A Amy pode precisar de alguns minutos para... "se recuperar" da nossa última transa íntima. A garota está amarrada. Ebaaa!"
df2e5afd-9fcd-4125-bf00-f8f34fc99f2c|Hmm, acho que a Amy está pronta para se trocar no banheiro de hóspedes do andar de cima. O que será que a está segurando? Ah, é mesmo. Eu ainda tenho a chave? Vou ter que ficar de olho nela caso ela tente entrar de novo...
cb162e9a-93cd-4148-aa44-9a0aefe195c9|Hm, será que a Amy tirou uma foto da Britt? Talvez não. Eu deveria dar uma olhada.
a109cbb6-7d0e-44ab-9d59-2a7bef3840e3|Que foto! Agora é subir para o show de verdade...
14d53bc9-2831-438f-a655-89e212f87663|Que ótimo que a Amy compartilhou um pouco do seu passado comigo. Tenho certeza de que a informação será útil...
dbb274bf-982b-4bc1-bbb4-90c5b28d7e2c|Hmm... Acho que eu deveria ter feito com que ela se interessasse um pouco mais romanticamente por mim antes de perguntar algo assim...
f780d0b2-3020-43e3-bc4e-ed24e90829b2|Ah, ela parece irritada. Talvez ela me desse mais uma chance, considerando o quanto eu ajudei...
602f1304-7d55-4285-b29f-641dfaefbdc8|É melhor eu ir ver quem... quer dizer... está comendo ela. Nota para mim mesmo: tentar ser um cavalheiro.
dee41fa3-25b5-455e-9abb-699410487dc4|Hmm... talvez eu pudesse ter feito melhor... ela ainda parece confusa com toda a situação...
013aaec1-64cd-4c57-a673-fd1c5b72e201|Hmm. Acho que a teria convencido mais do que apenas tirando a blusa... Se ao menos houvesse um jeito de voltar e repetir a experiência...
2d09af81-b9d2-4ac6-85da-f761ad1bcea2|Parece que a Stephanie está se preparando para ser médica. Ou ela é louca.
fa30e68c-4931-48ef-ac74-46643295c620|Ei... tente deixar a Katherine doente... veja se a Stephanie aproveita a oportunidade... Não é uma má ideia, Amy.
485eceb6-96d6-4669-abb0-0f63e9ffecde|Boa ideia, Amy... mas estou bem na sua frente! Espero que a Stephanie aproveite a oportunidade para ajudar a Katherine...
da75e0f3-2096-48d5-a10b-9132a96eac1b|Ah, espera... parece que preciso pedir permissão primeiro, pelo menos uma vez. Que pena, sou tão perdoável.
ff7dfc1f-632b-46a0-a3b8-9bb880bfc8ce|Olha eu, me virando nessas situações sociais como um chefe! Amigos, pffft, quem precisa deles?
148e828f-37bd-43bc-8530-5a6888d2686e|Se essa não foi uma opinião "especializada", não sei o que é. Eu deveria dizer à Leah que não há um plano de assassinato... ou posso continuar deixando ela pensar que há...
e121c69f-c5e6-4525-9293-80f7f111fec4|Eu sou um cara Taserosuave. É verdade. Como eu pude esquecer isso?
e92a0d55-c2c7-4cd1-9ccf-6eeca7fd056c|Apartamento, e algum lugar que Madison ache... especial? Ou pelo menos talvez confortável.
33b7727f-2df7-42c5-accf-4390f30d8b4f|Ah? Ah, sim... Acho que tem muita gente aqui. Vamos ver se conseguimos ir para outro lugar. 
653f3ec6-a49c-49bb-9c32-33116de01c47|Podemos estar bem perto... talvez um de nós só precise recuar um pouco mais para que ela tenha certeza de que ninguém nos verá.
542b0fb9-f110-4b66-ba28-389ba9638e6c|Ela parece um pouco irritada agora. Eu deveria ficar por perto e estar pronto para apresentar o pinguim quando chegarmos lá.
7b6f5bec-e2f6-4854-b10c-5abb83538082|Hmm, alguém pode ter pegado o assento da banheira de hidromassagem que a Amy queria. Ou ele pode estar simplesmente lotado. Aposto que eu conseguiria esvaziá-lo usando meus encantos... ou a falta deles!
c51d8c8a-962e-45e9-9a3e-c2a5b9f0fd45|Uhhh, não sei o que a Amy vai fazer aqui, já que parece que o pinguim está acabado. Hora de falar com a Madison!
d598fc62-d13d-4a55-b3d7-fbe5cf9091da|Preciso me aproximar do pinguim para realmente entender os comentários dele! Parece que o Hyperall não está ajudando a paciência dele...
2408b6f1-ade0-4c23-82d5-89597ec12c03|A Amy provavelmente não quer ficar na casa de outra pessoa sem roupa... Nunca dei a ela um bom motivo para ficar.
276fba04-61eb-42a7-b349-b32991a38093|A Amy provavelmente não quer ficar na casa de outra pessoa sem roupa... Nunca dei a ela um bom motivo para ficar.
923d97d5-0d20-4617-8507-4ab8b4a36a3f|Amy não quer isso agora.
7f1ea28d-8a11-47cc-a9d5-40980ce8a49b|Amy não quer isso agora.
12b581a1-d38f-4289-a241-fc9c9d7535d5|Amy não quer isso agora.
b510abcc-8a08-4b5d-aec7-2e622c84ffa0|Amy não quer isso agora.
42fecbc7-e14c-446b-8318-2856ebed6fa4|Amy não quer isso agora.
98b2815b-b75c-4301-aa85-a0e5b63e99ea|Amy não quer isso agora.
ad62fc17-22b2-4cfe-aa70-29d95c96fb3f|Amy não quer isso agora.

[Background Chatter]
BGC1|Juro, li uns dez livros sobre como conhecer gente nova, e quase todos dizem a mesma coisa: não seja esquisito pra caralho.
BGC2|É, irmandade é praticamente a melhor maneira que eu conheço de fazer amigos rápido. Dizem que é como comprar amigos, então pensei em comprar em grandes quantidades. É por isso que eu estudo na faculdade comunitária!
BGC3|Eu tinha um café por aqui em algum lugar, mas tive que me livrar dele. Foi um pesadelo quando se misturou com a minha medicação para TDAH.
BGC4|Aquele Derek, ele é mesmo um gato. Argh, "ele é mesmo um gato"? Eu disse isso mesmo? Que diabos há de errado comigo?
BGC5|Qual é a sua preferência, tipo, o que você gosta? Por favor, não diga "sequestrar mulheres jovens". Odeio quando conversas começam assim, elas nunca terminam bem.
BGC6|Arte é uma coisa complicada. Meus pais sempre me ensinaram a encarar qualquer trabalho com a mente aberta.
BGC7|Receitas de Hyperall são super fáceis de conseguir. É só dizer ao médico da universidade que ler te cansa ou que seu colega de quarto morreu. Eles te dão qualquer coisa se seu colega de quarto morrer.
BGC8|Não, eu não acho que o Frank seja um cara mau. Acho que ele só quer ser um macho alfa. E a versão dele de Alfa está estragando a diversão de todo mundo!
BGC9|Esses chinelos tornam incrivelmente difícil me misturar. É só uma questão de tempo até eu tropeçar de novo.
BGC10|Ah, você viu aquele filme sobre o morador de rua aprendendo a nadar? Foi o filme mais emocionante desde aquele em que o caubói tem que comer sua cabra para sobreviver.
BGC11|Você ouviu falar daquele cara rico que salvou uma vila em Papua Nova Guiné?
BGC12|Gina, a Gine-o quê?
BGC13|Ei, Katherine, quer me ajudar com uma caça ao tesouro? Você parece o tipo de garota que daria a calcinha para alguém que acabou de conhecer hoje à noite, né?
BGC14|Nossa... vadia.
BGC15|Precisa de mim para alguma coisa? Meu Deus, seu pau tá arrebentando o zíper. Isso é metal, cara, como você está fazendo isso?
BGC16|Como você está se sentindo, Derek?
BGC17|O Hyperall tem muitos efeitos. Aposto que seu pênis também está encolhendo.
BGC18|Quer dizer, tivemos uma conversa de 10 minutos sobre a história das ferrovias. Eu não teria conseguido sem o Hyperall.
BGC19|Eu sei que foi burrice fazer isso, mas enfiei a mão naquele chinelo de inseto e ele ficou completamente mole. Que droga, que droga, que droga.
BGC20|Ah, então você está em todas as redes sociais, né? Deixa eu escanear seu QR code e a gente pode trocar um Twatsnap, ou Bangstagram -
BGC21|Parece que alguém tem uns segredos digitais sujos no álbum de fotos...
BGC22|Espera... o quê? Dan, você já teve que resgatar uma criança humana para uma caça ao tesouro?
BGC23|É, vou praticar a arte de me esquivar de conversas das quais não quero participar. Desculpa, Derek... vai fazer uma escultura ou alguma coisa estranha na garagem.
BGC24|Meu Deus. O quê... por quê? Sério, cara, por quê? É isso. Você me convenceu. Eu oficialmente decidi. Vou arrumar minhas coisas e voltar para Rhode Island. Tipo, amanhã.
BGC25|Fácil, tive que fazer xixi num lugar aleatório como parte de um desafio de irmandade, e agora meu nome está numa lista que eu nunca quis ter.
BGC26|Muito maduro, garoto...
BGC27|Ah... é tão grande. Hum... ah, eu disse isso em voz alta?
BGC28|"É, eu sei tudo sobre as lendárias "joias de família" do Frank. Bem, não tipo... TUDO sobre elas. Eu não as conheço intimamente nem nada. É, ele. Como eu poderia? Você... E-isso é LOUCURA. ...Eu tenho que ir agora."
BGC29|Ah, álcool é liberado agora? Não sei... da última vez que bebi em uma festa, acabei pelado na Prefeitura... ah, merda. Acho que não devo falar sobre isso. Como está indo a sua noite?
BGC30|Nossa, a Stephanie me chamou para dançar com ela. Eu ia acabar me envergonhando. Eu nunca gostei muito de dançar. Pelo menos não tanto quanto o Derek. Ele é incrível e super competitivo!
BGC31|Nossa, esses passos de dança são interessantes. Não muito melhor que o meu, então não posso dizer muita coisa!
BGC32|Sim, Derek! Arrasando como sempre! Adoro vê-lo fazer o que faz.
BGC33|Nossa, que passos de dança incríveis! Eu respeito isso. Eu não conseguiria dançar nem se a minha vida dependesse disso! Você pode ser tão bom, se não melhor, que o Derek!
BGC34|Nossa, Frank, eu ouvi os boatos, mas nossa. Ok. Eu... hum... bem, acho que oficialmente já vi de tudo agora!
BGC35| 
BGC36| 
BGC37| 
BGC38| 
BGC39| 
BGC40| 
BGC41| 
BGC42| 
BGC43|Que porra é essa, cara? Vai fazer isso aqui?
BGC44|Ei, ei, ei. Desculpem, pessoal. Eu não queria me intrometer. Já vou indo...
BGC45|É, sou novo na cidade. Mesmo assim, foi bom ter conhecido novos amigos tão rápido. Este grupo me recebeu de braços abertos. Bem, pensando bem... Acho que eles não me receberam oficialmente. Eles só reconheceram, silenciosa e sem jeito, que eu estava aqui. Pelo menos acho que agora eles reconhecem que eu faço parte do grupo. ... Merda, agora você está me fazendo questionar tudo. Podemos falar de outra coisa?
BGC46|Madison me deixou usar o banheiro do quarto dela lá em cima, e eu vi o celular dela na pia. Será que ela sabe que o deixou lá? Eu ficaria nervoso se deixasse meu celular daquele jeito. Talvez eu devesse contar a ela. Ou talvez eu esteja pensando demais. Acho que é a casa dela. Não acho que alguém aqui faria algo maldoso com ela. ...Fariam?
BGC47|"Parece surreal me afastar de todos os meus amigos e lugares favoritos e ter que começar de novo. Estou tentando impressionar esta irmandade para conseguir mais "amigos livres", mas... algumas das tarefas de iniciação deles parecem um pouco estranhas e quase inatingíveis."
BGC48|...e a última coisa que direi sobre isso é... lá em Rhode Island, eu fazia muitas fogueiras no quintal com meus amigos. Adorávamos relaxar e conversar sobre a vida, nossos sonhos e filosofias. Se estivesse frio na primavera ou no outono, às vezes minha mãe saía e nos trazia xícaras de chocolate quente. Até hoje, chocolate quente ainda traz muitas lembranças. Ah, desculpe, fiquei um pouco distraída pensando nisso tudo. Estou bem? E você?
BGC49|Hum, alguém deveria fazer alguma coisa sobre o quão bêbado o Patrick está? Tenho quase certeza de que ele já foi embora. Ela me perguntou mais cedo se eu sabia onde estavam as calças dela, e ela está usando.
BGC50|O que houve com a Brittney? Ela parece um pouco nervosa hoje à noite. Você sabe o que está acontecendo com ela? Toda vez que fazemos contato visual, ela apenas sorri e desvia o olhar.
BGC51|Eu entendo perfeitamente, Madison. É exaustivo receber só uma pessoa, quanto mais uma festa. Lembro de uma vez que convidei o prefeito de verdade para minha casa e fiquei em pânico. Eu... ah, merda... Eu não deveria falar sobre isso. Vou me meter em encrenca algum dia. Hummm, então... Como está o tempo, hein?
BGC52|Isso parece bem profundo, Patrick. Meus pais gostam muito de arte e, sinceramente, aposto que uma obra criativa como essa venderia por milhões.
BGC53|Cara, todo mundo já viu De Volta para o Futuro.
BGC54|Ooooo bem. Para começar, não sei por que me envolvi nessa conversa, mas, felizmente, agora posso encerrá-la.
BGC55|Ah, não, Stephanie, sinto muito pelo que aconteceu com você! Isso parece horrível!
BGC56|Sabe, normalmente eu teria uma reação ao ver alguém pelado aleatoriamente, mas, como você pode ver, essa festa também tomou um rumo interessante para mim hoje à noite. A união faz a força?
BGC57|Nossa, isso me lembra de quando precisei fazer xixi em um lugar aleatório como parte de um desafio de irmandade. Agora, meu nome está em uma lista que eu nunca quis estar.
BGC58|Nossa. Eu não esperava que a festa fosse nessa direção.
BGC59|Bem, Hello Kitty. Ok, isso foi ridículo. Desculpe. Mas a sensação ainda está lá.
BGC60|Que diabos? Ah, não, não, não, não. É isso. Você me convenceu. Estou oficialmente decidida. Estou arrumando minhas coisas e voltando para Rhode Island. Tipo, amanhã.
