[General]
Name|Madison
249|Ei, quem está aí? Derek, ele me trancou no banheiro e não vai me deixar sair até que eu concorde em pintá-lo na sua, e eu cito, "verdadeira forma de Adônis de Chocolate". Por favor, me tire daqui.
250|Ei, amigo, amigo, valentão. Muito obrigado por me tirar do banheiro. Eu não dei ouvidos a nenhuma das suas palavras para fazer isso acontecer. De jeito nenhum. De jeito nenhum.
251|Claro... então, devemos preparar nossa modelo para sua grande apresentação? Tenho certeza de que você vai me surpreender. Vai ser ótimo. Aqui está o que vamos fazer. Enquanto eu me arrumo na sala de arte, você tira a roupa aqui. Depois, relaxe, feche os olhos e espere eu voltar. Tenho certeza de que você consegue lidar com isso.
252|Ótimo, então vou me arrumar. Você precisa me dar alguns minutos para me arrumar, então, por favor, não chegue muito cedo, e é melhor estar completamente nu. Se não estivesse, isso realmente estragaria o momento. Vejo você em breve, amigo. Mal posso esperar para trabalhar com sua amiga!
253|Bem, você quase teve sorte esta noite, mas meio que estragou tudo. Verdade seja dita, não tenho certeza se estou pronto para isso agora ou para o resto da noite.
254|Ah, olha aqui, é minha amiga entusiasta de arte. Não mexa mais comigo assim. Você tem sorte que eu até deixei você ficar na minha festa depois daquela merda. Espero que ver o pinto pequeno do Frank tenha te feito perceber que não valia a pena tentar comigo.
254.1|Ah, olha aqui, é meu amigo apaixonado por arte. Não mexa mais comigo assim. Você tem sorte que eu deixei você ficar na minha festa depois daquela merda.
255|Hmm, eu estava pensando em fazer exatamente isso... mas você vai precisar mostrar um pouco mais de comprometimento comigo esta noite.
256|Você roubou o vaporizador do Patrick, hein? Legal. Vaporizadores são incríveis, cara. Você é demais. Você e o Patrick deveriam ir se divertir muito juntos.
257|Cara... por que você faria isso na frente das pessoas? Isso já passou dos limites! Você pode transar o resto da noite, obrigado.
258|Ah! Eita, você é MAL! E se meus convidados vissem, uh, o que diriam? Ok, voltando à festa. Até mais.
258.1|Oba! Gostei da dificuldade que você tem em manter as mãos longe de mim, e sinto o mesmo... mas... o momento, né? Espero que você guarde esse pensamento para depois...
259|Ei. A Ashley está convidando pessoas para a minha festa. Que legal da parte dela. Você está aqui agora, então é isso. Eu diria que você deveria beber alguma coisa, mas todas as nossas bebidas alcoólicas estão trancadas... e ao lado do chuveiro.
260|Isso é... um peixe falante que só fala espanhol, uma língua da qual eu literalmente não falo NENHUMA palavra?
260.1|Ai, meu Deus, o que tem nesse pote assustador? Isso é um acessório daquele filme de terror de baixo orçamento que filmaram aqui perto algumas semanas atrás?
260.2|“El Escorpion Mezcal”... isso é álcool! É isso aí, Lety, isso é álcool! Bebida mexicana. Espera... tem um escorpião aqui dentro!
261|Essa é a coisa mais... INCRÍVEL que já entrou nessa casa, sério, e estou incluindo os strippers masculinos que ganhei na noite em que a Ashley desistiu do sexo casual durante a Quaresma.
261.1|AI! Garota novata, que diabos? De alguma forma, parece que tenho tempo de reação para pegar algo jogado na minha cara sem aviso? Droga!
261.2|Isso é tipo um presente de brincadeira? Eu tomo um pouco disso, o escorpião entra na minha boca e eu tenho que ir para o hospital porque minha língua inchada está bloqueando minhas vias aéreas. "Ah, olha só, Madison está ficando roxa, que pena!" Tirem essa merda de mim!
262|É, é, vocês podem me levar para passear de lancha a qualquer hora, ou o que for. Droga, isso vai ser uma boa inspiração para minhas pinturas de animais espirituais. E, como bônus, a Ashley vai odiar essa coisa. Lety, você é bem-vindo na minha casa a qualquer hora, cara.
262.1|Isso é a vida real, seu esquisito! Espera, por que minha cabeça está molhada? E está queimando... Você disse que eram pimentas? Ai, ai, um pouco do suco entrou nos meus olhos! QUEIMA! CARALHO, LEFTY!
262.2|Vai se foder, Leslie, essa merda NÃO é legal. Argh
263|Mmm, você não só ganhou isso como também precisava MUITO, MESMO, né? Vou voltar para a festa. Te vejo lá, espero.
264|Na verdade, foi. Cá entre nós, foi a única conversa não constrangedora que tivemos a noite toda. Mas isso é... enfim. Você é bem louco, né? Quer dizer, trocar todas as garrafas de cidra por álcool na cerimônia de formatura da sua escola é uma coisa, mas trocá-las por destilados do Kentucky com sabor de maçã? Esse é durão! Alguém realmente quase fica cego com essa coisa?
264.1|Quando o Derek disse que convidou um "personagem de verdade" para a festa, pensei que ele se referisse a alguém que assustaria o Frank ou trocaria a bebida da minha irmã por água suja e a chamaria de "cidra". Sabe, que legal. Não achei que ele se referisse a um personagem de uma série que eu odiaria. Você é pior que a temporada final daquela série, cara. Vai se foder.
265|Droga, queria ter estudado no ensino médio com você! Tudo bem, espero que você tenha mais histórias assim para me contar algum dia. Ou por que não começar a fazer umas novas aqui hoje à noite? Só dizendo.
266|O quê? Com licença? Essa é a sua ideia de cantada?
267|Você é mesmo o cara que o Derek disse ser "O filho da puta mais legal que ela já conheceu?" Não estou entendendo. Ok, tchau.
267.1|Você é mesmo a garota que a Brittney está promovendo? Não estou entendendo...
268|Ah, não! Desculpe, deixa pra lá. Essa foto é... meio que uma vigília, na verdade, para a Purgalicious. Ela pertence ao Derek, ou PERTENCE ao Derek. É uma coisa complicada...
269|Olha, eu estava assistindo a Purgalicious enquanto o Derek estava fora da cidade, e ela sumiu. Não sei o que aconteceu, mas causou um atrito entre mim e o Derek... entre outras coisas. Eu disse que é complicado, ok?
270|Que porra é essa? Eles estão mentindo descaradamente! Derek, eu não sabia de nada sobre... espera, por que não estamos falando da porra da minha irmã? ARGH, ela me deixou sair, e eu vou dar um jeito de limpar meu nome!
271|Eu não tive nada a ver com esconder aquele colar, cara. E estou meio puto com o fato de você ter dado um jeito de justificar me trancar num BANHEIRO DE MERDA NO MEIO DA MINHA FESTA.
272|Tenho quase certeza de que você acabou de salvar minha casa da ira desenfreada do Derek dizendo a ele que o Purgalicious ainda estava vivo, mas você definitivamente tentou me jogar na cara por algo que eu não tive participação. Você acha mesmo que eu sabia que aquele colar estava lá fora? ... Esqueça a sessão de pintura e me dê um espaço.
273|Derek, não tenho ideia do que está acontecendo agora, mas prometo que não fiz isso. Preciso que você se acalme. Lembra como todo mundo achou que você estava linda quando tirou a camisa mais cedo? Ficamos todos impressionados com seus músculos grandes. Vai lá abrir a porta, grandão.
274|O que é... Derek, é... isso é óleo de motor? Você precisa relaxar, cara, essa coisa pode queimar a casa toda!
275|Derek, não!
276|BOLAS DE FOGO FELIZES! OH... oh pu-uh oi, mentes geniais!
277|Esquece por enquanto! Esse óleo vai subir a qualquer minuto, PORRA! Depressa, não há tempo para água, bombeiros de rosto pálido ou decisões racionais... você acordou! Pegue essa mangueira de carne e salve a minha maldita casa!
277.1|
278|I-isso... oh Deus. Meu Deus. Não acredito que quase perdi... tudo. Você realmente salvou o dia, eu acho... mas por quê? Depois de foder tudo entre o Derek e eu... ei, é, e o que foi essa merda afinal? Talvez ele nunca mais fale comigo! Nunca!
279|Bom, eu meio que entendo. Olha, olha só o Derek. Você e ele podem ficar aqui um pouco, mas eu estou de olho em você. Preciso perguntar sobre essa coisa da coleira de gato... e depois... ver se o Derek fala comigo de novo. Dane-se a minha vida!
280|Legal. Você é mesmo incrível, sabia? E essa incrível? Um monte de merda fumegante. Sai da minha frente, babaca, e não espere nada de mim esta noite.
281|Ai, meu Deus. Ai, meu Deus, ai, meu Deus. Eu SÓ queria ter uma festa NORMAL e que tudo corresse conforme o planejado. Isso tem sido um desastre total. Eu só... não aguento mais. Não tenho nem energia para responder a isso. Caramba! Se você não chutar a bunda desse filho da puta AGORA MESMO, eu NUNCA mais te dou outra cópia autografada dos DVDs da Vickie, e ouvi dizer que estão filmando uma continuação de "Homens Mortos Não Usam Camisinha".
281.1|Ai, meu Deus. Ai, meu Deus, ai, meu Deus. Eu SÓ queria dar uma festa NORMAL e fazer as coisas saírem DE ALGUMA FORMA conforme o planejado. Isso foi um desastre total. Eu simplesmente... eu simplesmente não aguento mais. Não tenho nem energia para responder a isso. Vou embora e prometer a alguém minha cópia autografada do DVD "Homens Mortos Não Usam Camisinha" da Vickie em troca de te dar uma surra.
282|EU NUNCA PENSEI QUE DIRIA ISSO, MAS VAI EM FRENTE E PISA NAQUILO! ABRA A MALDITA TORNEIRA DA COZINHA SE PRECISAR DE MUNIÇÃO OU SEJA O QUE FOR! VAMOS LÁ!
284|Mmmm, ha ha, obrigada por participar... agora vamos nos concentrar na tarefa em questão, certo?
285|Não estou a fim de fazer um tour agora. Você e o Derek são próximos. Se precisar de uma ajudinha para se instalar, ele é o cara.
285.1|A única coisa que eu quero te mostrar é a porta. Você tem sorte que eu tenho outras coisas para fazer agora. Vai embora antes que eu mude de ideia.
285.2|Claro! Não gosto muito de fazer tours grandes e sofisticados, mas me diga onde você quer ir e podemos ficar lá um pouco. Veja se todos estão se comportando. Você sabe, tarefas essenciais de recepcionista.
285.3|Desculpe, não tenho tempo para te mostrar agora. Você é amiga da Brittney, certo? Por que você não pede para ele lhe mostrar o lugar? 286|Na verdade, acho que o valor de uma pessoa está mais no nível espiritual do que físico.
287|Hmm, bem, bolas grandes simbolizam o acasalamento em harém. Chimpanzés têm pênis pequenos e bolas grandes porque acasalam com várias fêmeas. Isso não é exatamente cativante e não me transmite nenhuma vibração espiritual profundamente positiva. Então... definitivamente não são bolas.
288|Isso pode ser uma grande surpresa para você, Frank, mas a maioria das mulheres que se prezam gosta quando um homem é maduro o suficiente para ser fiel e não acha sexy quando homens agem como prostitutas.
289|Ponto comprovado.
290|Que porra acabou de sair da sua boca, novato? Derek me disse que você era ótimo, mas eu tenho minhas dúvidas. Você realmente acha que somos próximos o suficiente para me fazer uma pergunta dessas? Se você quer ver um pau enorme, por que não se olha no espelho? 
290.1|Que porra acabou de sair da sua boca, novata? A Brittney me disse que você era ótima, mas eu tenho minhas dúvidas. Você acha mesmo que somos próximas o suficiente para me fazer uma pergunta dessas?
291|Tá bom, seu babaca de merda! Eu abri meu coração pra você! Não acredito que você estava me traindo só pra ficar com o pau molhado. A gente já terminou. É melhor você ficar longe de mim pelo resto da noite. Aliás, eu te desafio a me irritar mais uma vez e ver o que acontece.
292|Vicky! Eu... uh. Nossa, você está falando comigo mesmo... tipo... não como eu imaginei nossa primeira conversa. Quer dizer, eu toparia se fosse só você, ou talvez você e outra pessoa. Você é tipo... meu modelo e uma das pessoas mais legais que eu conheço, mas não faço ideia por que o Derek achou que era tão importante me convencer a deixar esse babaca sem remorso vir aqui hoje à noite. Por mais que eu odeie dizer não... Desculpe, é difícil deixar isso para lá. Espero que ainda possamos ser amigos! Agora, se me dá licença, vou dar uma bronca no Derek de novo por convidar esse babaca.
292.1|Vicky! Nossa, eu... quer dizer, você está falando comigo de verdade e... hum... nossa, que pedido de casamento. Tantas coisas estão passando pela minha cabeça agora. Meu Deus, eu sempre invejei você e como você consegue ser tão livre! Não sei se compartilho o mesmo entusiasmo pelo seu amigo aqui. Ele parece legal, mas... Escuta, eu agradeço a oferta e tudo mais, mas preciso me sentir mais confortável com as pessoas antes de... bem, isso! Agora, vou cuidar de algumas... hum... coisas da festa. É, coisa de festa! Ah. Até mais!
292.2|Olha, eu sei que disse que gostava disso, mas as coisas mudaram. Você mudou. Você tem agido de forma estranha, então acho que estou fora por enquanto. Porra, leia o ambiente, tá?
293|Vicky! Nossa, eu... eu nem sabia que vocês duas se conheciam tão bem. Você não é cheia de surpresas? Mas isso é meio que... a primeira vez para mim. Eu adoro seu espírito livre, Vickie. Estou me esforçando muito para ser mais assim. E quanto à sua amiga... bem, eu realmente gostei do nosso tempo juntas esta noite. Mas... eu não sei. É que... minha filosofia é fazer pactos íntimos apenas com aqueles que me conhecem... bem, intimamente.
294|"Mmm. Considerando que eu provavelmente já poderia começar a pensar que minha irmã ficaria completamente humilhada, e transar com a pessoa que realmente transou seria ainda melhor... é. Eu diria que isso parece algo que eu não quero perder. Acho que também não me importo com a companhia extra. Tudo bem, vamos "comemorar"!
295|Ugh, por favor, nunca mais mencione meu primo quando falar de sexo. Você sabe mesmo como quebrar o clima completamente, não é? Sabe de uma coisa, acho que isso pode ser uma má ideia. Vou... para outro lugar.
296|Sabe de uma coisa, você tem razão. Eu sempre falo alto, mas preciso começar a viver de acordo com as merdas que falo. É, vamos lá. Você pode ter um pouco mais de experiência do que eu, Vickie, mas aposto que posso te mostrar uma coisa ou duas...
297|Não sei. Acho que isso tudo é um pouco demais. Além disso, tenho coisas para resolver com os outros convidados. Escute, agradeço a oferta, mas vou me retirar. Divirtam-se vocês dois!
298|Você sabe que eu não uso mais essas calcinhas velhas, certo? Então, se suas esperanças e sonhos eram me ver usando elas, isso não vai acontecer. E se referir às minhas calcinhas antigas de infância na tentativa de me fazer dormir com você é simplesmente... bem, é meio estranho e assustador, para ser sincera. Eu posso até ter gostado disso, mas acho que você acabou de estragar tudo para mim.
299|Ah, você quer dizer quando me deixou tão bêbada que eu literalmente saí por aí e arruinei meu relacionamento com quase todo mundo na festa? É... obrigada por me lembrar. Tive sorte de parecer bêbada o suficiente para que ninguém levasse nada do que eu dissesse a sério. Tenho certeza de que todos acharam engraçado e divertido, mas foi bem constrangedor para mim. Sabe de uma coisa? Tudo isso... provavelmente não vai funcionar. Acho que estou fora.
300|Nossa. Só... porra... nossa. Como exatamente você viu isso nessa sua cabecinha? Espera, não responda... Já estou começando a questionar o que quer que eu tenha visto em você para começo de conversa. Vamos terminar essa conversa agora, senão as coisas vão tomar um rumo muito ruim.
301|Sabe, o Derek me disse que você era mole, mas acho que foi um eufemismo. Ele provavelmente me mataria se soubesse que eu estava bem com isso, mas foda-se. Estou tão excitada agora, e essa parece uma oportunidade que não terei de novo tão facilmente. Me inscreva.
302|"Você foi realmente um ótimo amigo esta noite. Ainda estou pensando em todas aquelas coisas que você me disse. Elas realmente colocam as coisas em perspectiva, e... você realmente me entende. Eu amo isso em você. Sabe, mais cedo, quando eu disse que não te comeria, acho que disse que não te comeria "agora". Mas agora é mais tarde. E eu nunca disse que não te comeria mais tarde, disse? Mostre o caminho, amor."
303|Ai, meu Deus, que bom que você disse isso! Minha hesitação de antes era sobre... ei, espera aí, falando do Derek... o que diabos ele está aprontando? Acho que precisamos descobrir isso antes que qualquer coisa disso seja possível. O que você acha de termos essa conversa de novo depois de darmos uma olhada nele?
304|Ai, meu Deus, que bom que você disse isso! Minha hesitação de antes era mais sobre como eu ia explicar tudo isso para o Derek, mas isso... isso é perfeito. Derek e eu estávamos falando sobre fazer algo novo e aventureiro esta noite. Isso pode ser exatamente o que você precisa! É, estamos dentro! Eu... eu... oh, ei, Derek... baby! O que eu quis dizer quando disse que estamos dentro é que eu vou... vou perguntar ao Derek se ele topa!
305|Ah, qual é. Você já foi um completo babaca hoje à noite e, além disso, está andando assim pela minha festa? Seja decente se quiser falar comigo.
305.1|Ah, você está pelado. Porque é claro que está. Acho que eu não deveria ter esperado nada diferente de você. Sai de perto de mim. Eu nem quero você por perto agora.
306|Psiu, é claro que sim! Então, vamos fazer isso ou não?
307|Tá brincando? Depois que vocês dois me humilharam na minha própria festa, acham que eu confiaria em QUALQUER proposta de vocês? Arranjem uma vida e parem de se meter com a minha! 
307.1|Você não me ouviu da última vez? Eu disse foda-se os filhos da puta, droga! Isso deixa mais claro?
308|Hmm, bem, vamos precisar do Derek primeiro. Não consigo fazer isso sem ele, por motivos óbvios. Mas eu amo essa sua energia... você definitivamente está fazendo isso por mim. Enfim, dê uma olhada no Derek e depois podemos começar, ok?
309|Hum, eu te conheço?
309.1|Espera, já nos conhecemos? Eu não te vi antes.
310|Nossa. Eu não sabia que era um convite aberto. Eca. Desculpe, fui rude. Eu sou a Madison. Moro aqui. Esta é a minha festa. Tem muita coisa acontecendo agora. Estou tentando garantir que esta noite corra bem, e bem... digamos que essa mistura de pessoas não está exatamente combinando como eu esperava. Mas isso não é problema seu; Eu provavelmente não deveria descontar em você.
311|Escuta, vadia, não sei com quem você pensa que está falando, mas esta é minha casa e minha festa, então não me venha com essa. Não sei quem te convidou para vir aqui, mas você já está em cima do muro. Continue e descubra o que acontece.
312|Acho ótimo que a Brittney tenha trazido uma amiga. Que diabos, talvez você seja a chave para tornar esta noite uma festa verdadeiramente memorável? Quem sabe. Enfim, foi um prazer te conhecer, mas se me dá licença, tenho mais algumas coisas para resolver antes de tentar me divertir esta noite. Conversamos depois.
313|Acho que você não está errada, mas... uh... obrigada por não aceitar minhas desculpas, eu acho. Enfim, tenho algumas coisas para resolver. Talvez tenhamos uma segunda chance mais tarde. Até mais.
314|Ok, agora eu me sinto um babaca mesmo. Aqui estou eu te dando um sermão, e você volta com a resposta mais fofa de todas. Obrigada pela compreensão. Agora, se me dá licença, vou me estressar um pouco mais enquanto termino toda a merda que eu deveria fazer antes que todo mundo chegasse. Tenho certeza que a gente conversa mais tarde.
315|Nossa. Ok então. Que bom que conseguimos acabar logo com isso. E obrigada. Você também está bonitinha. Escuta, eu tenho umas coisas pra resolver, mas a gente conversa depois, tá?
316|Nossa, alguém tá ansioso, né? Bom, eu tô a fim de pintar se você tá a fim de modelar.
317|Sério? É que você geralmente não é tão direto com essas coisas... Quer dizer, a gente nem sabe direito o que NÓS somos ainda...
318|Ok... Tudo bem, Derek, foda-se. Considere esta a sua chance de me impressionar e me mostrar o que podemos ser juntos. Te vejo lá em breve.
319|Oi, novata. Preciso do meu dormitório de volta por um tempo, então você pode me dar um espaço?
320|Derek? Meu Deus! Merda! Não olhe para mim! Não olhe para mim!
321|Derek, que diabos foi isso? Você realmente armou tudo isso só para me humilhar? Novidade, babaca: eu estava começando a me abrir com você, e agora você perdeu a minha confiança para sempre. Terminamos. Vá até a loja da esquina, compre um saco de pintos e enfie no seu cu!
322|Derek, que diabos? É assim mesmo que você se sente? Você poderia ter conversado comigo em vez de ser um babaca colossal. Eu sei que já te preguei uma peça antes, mas nunca foi maldoso. Não assim.
323|Derek? Com licença, o que diabos está acontecendo aqui? Vocês dois estavam por trás de tudo isso?
324|Saiam daqui. Já superei vocês e essa festa toda.
325|Ei, amor... amor? Meu Deus, que porra todo mundo está fazendo aqui! Saiam! Saiam!
326|D-Derek? Como... como você pôde fazer isso comigo? Estou tão envergonhada. Você estragou tudo! FODA-SE TUDO!
327|Da última vez que chequei, ela ainda estava escondida no escritório do andar de cima, chorando por causa da blusa. É o quarto no fim do corredor. Talvez você consiga convencê-la a sair e parar de ser uma garota tão patética.
328|Amy é nova no nosso grupo, então eu ainda não a conheço muito bem, mas sei que ela gosta muito de flores. Ela tem falado comigo sem parar sobre como algumas das flores pela casa a lembram da casa dela antes de se mudar.
329|E-ei? Derek? Que porra! O que você está fazendo aqui? Sai daqui! Não olhe para mim! Isso não é o que você está pensando! Isso... isso não era para você!
330|Bem, olha quem é, a garota que se esforçou para me humilhar na minha própria festa. Olha, vadia, não temos mais nada para conversar. Você tem sorte de eu deixar você ficar, e a Brittney é a ÚNICA razão para isso. Você está em maus lençóis, então relaxe e não tente mais nada disso, e talvez, se eu tiver sorte, nunca mais te veja depois de hoje à noite. Vamos limpar tudo?
331|Não olhe para mim! Não olhe para mim! Ahhhhh!
332|Eu não fazia ideia de que a Brittney TINHA uma queda por mim nesta festa. Hmm. Talvez, se você descobrir, ela saia da caverna dela e se junte à festa. Já tenho incêndios suficientes para apagar sem me preocupar com ela se escondendo lá em cima a noite toda por causa da escolha errada de roupa!
333|Uhhhh, com licença? Minha audição deve estar ruim porque tenho quase certeza de que ouvi vocês dois tramando alguma pegadinha comigo. Nada legal, novata.
333.1|Ei, novata! Eu ainda estou aqui. Que porra é essa de errado com você? Eca...

[Responses]
c27e5f11-67da-41d5-95f1-729216d6daac|Acho que ouvi a Brittney chamando meu nome. Conversamos mais tarde, Madison.
837870a3-adcd-4a4c-a6ef-035a792d4ae2|Acho que ouvi a Brittney chamando meu nome. Conversamos mais tarde, Madison.
13ba15f6-7cd4-4316-b1c4-4315e89c76d7|Acho que ouvi a Brittney chamando meu nome. Conversamos mais tarde, Madison.
ff5f5a73-47b6-4cec-abac-886ca9270669|Acho que a Brittney precisa de outra camisa. Conversamos mais tarde, Madison.
78017707-f125-48d3-a803-d3db3474c0a9|Ah, deixa essa aí, bobinho: careca. Aqui não. Tchau. Cadê o walkie-talkie agora?
6e703470-752a-455a-a22a-66ce36f44c52|Parece bom.
415deca4-e102-49bd-b35e-eb630192228a|Ahhh... é, quicou.
88754f9d-20ef-4126-9c0d-7ab82987275f|Shhh, talvez eu deva gritar com você então? ...Não. Provavelmente não é a mesma coisa. Esquece.
b62cc9a0-97da-46d0-b16b-d6cf3dede00c|Está aqui no quarto. Quer dar uma olhada?
abcb0a34-ea78-4695-a8af-c6d8e89be5d8|Sim.
583d8833-8993-4360-848f-29290ecc5fab|Arte é subjetiva?
73f1d934-7711-4208-9cf3-b0815aff48db|Pinguins não voam, mas obrigada pela conversa, Mads.
ce32f017-fa08-4ac0-afde-fabb6ea9385e|Você vai olhar para as minhas curvas gloriosas e se alegrar!
d3dede45-045f-4ad3-8118-f2499c555db5|O medo não está ajudando... Vou me cobrir com as mãos rapidinho.
a206d471-ca29-449c-89f2-a34ce958ba67|Você vai ficar olhando para os meus peitos e se deleitar com a glória deles!
7b122049-c3ee-4ba7-bda6-131f4e843ade|Por que meu animal espiritual tem um pau enorme?!
1f5ad49b-9dc1-4dea-a7f1-55c8bda11a4c|*ESFREGA ESFRIA ESFRIA *
59a60bb4-4a46-49b4-84cc-782f9c076293|...*ESFREGA ESFRIA ESFRIA SE INTENSIFICA*
eae9dc95-7bd3-413e-b43d-dc4363ae0604|Então... você me acha sexy?
a907a56c-256d-4bb9-a1c0-dd73ed3329fd|Quer que eu pose como um pretzel agora?
0f59a84d-c082-4e0b-8d77-be44427ef2c8|Vamos usar nossos corpos para pintar uma nova obra-prima juntos.
2918e4ad-d752-4062-a529-4427b0bf6eae|É, tenho quase certeza de que estou vendo todas as cores do arco-íris aqui também.
46dffe66-3b25-4c70-988b-d60afda7c9f2|Ufa! Vamos desacelerar e nos beijar um pouco.
b8b1a54b-cc69-4689-990d-f342c228fb40|Quero me expressar... mas com seu clitóris como minha tela. Deite-se.
0dbd5d1e-ac37-4b40-a126-94ebcecdc004|Ajoelhe-se e pinte minha tela com a boca.
5368d607-305a-482a-aba9-39ed82adda7d|Vamos nos provar agora mesmo.
e73e08c4-bdf3-4144-848c-eda0296a7eda|Não pare... isso é perfeito pra caralho!
6a4abc12-5d95-4132-af31-cc737399eabd|Não pare! Não pare! Estou ferrado pra caralho...
934c7bfe-5de4-46f5-bbd1-a8af65dfb964|Ah, merda! Foda-se, eu te ajudo, mas... Droga, eu não consigo olhar! Você tem que mirar em mim ou sei lá o quê! ...E cuidado com a mercadoria!
2449ae86-73cf-4a79-a983-02631da2a7ef|Ah, merda, não. Acho que isso é trabalho para alguém fardado, ou pelo menos para um vendedor de seguros.
8921cfec-00e1-4c2b-bf6b-94d532669ba1|Ouvi umas merdas e decidi resgatar meu amigo... o que acho que incluía mantê-lo fora da prisão.
a2b81cda-d59a-4835-9794-953bb01c6318|Ah, merda! Que se dane, eu te ajudo, mas... Droga, não consigo olhar! Você tem que mirar em mim ou sei lá o quê! ...E cuidado com a mercadoria!
dca2cff8-62a2-470e-978f-d526543e8b77|"Ainda sem uniforme. Ainda não sou vendedor de seguros. A resposta ainda é...""uh, não.""
4b39e4f5-df02-4299-a127-0aad8385cac0|Claro que sim.
0a274164-4014-43ad-a338-e1d0fb7cc712|Vamos dar uma olhada no armário de bebidas.
0c854aa1-e909-4c00-94cd-00c81d308a65|Vamos garantir que ninguém entre no seu quarto!
d28f4ee3-e3e2-4760-9927-c114b9887f38|Vamos ver se Alguém está se comportando mal na banheira de hidromassagem.
18d11bea-0513-400b-b4fe-b10d88f77a54|Eu adoro essa música! Me mostre a pista de dança!
38a8f859-819b-48a9-bdb7-dbe0489b2fd3|Esqueça o passeio. Acabei de lembrar que a Ashley disse que quer falar com você.
b89ffc3b-1709-45d3-ba69-1b67c63d760d|Na verdade, só para você saber. A Stephanie tentou mudar a música da sala e não conseguiu, então precisamos da sua ajuda.
16dd312f-aa0f-42a1-a150-430132806d28|Espere aí. Preciso falar com um cara sobre alguma coisa.
7453be0d-0912-4016-ac46-1d214a7e5fe6|Então tá.
c40b6ace-7410-415e-9f94-650b3236370b|É, mas se você tivesse que escolher entre os dois...
76044e6b-d1d1-400f-af85-c411a683cdb1|"Bem, eu ouvi 'não' e 'bolas'. Com certeza!"
86afabe8-f8a6-402c-91ed-e702b57ab3f6|*Escute*
50e475d8-482e-4f86-bf6d-c04631d0490a|Yyyyyyy ponto recebido!
37b477ba-206c-4aad-8f6d-0af3e89c06ea|Sabe de uma coisa? Acho que eu conseguiria fazer isso.
f468ba98-4ef2-42e0-b314-1bda98cdda61|Brincadeira, eu sou incrível com desafios!
dedfa316-14a1-474d-9aa1-856f22825ae5|*Suspiro* Isso começou parecendo tão promissor...
d0ef531c-4a50-4ac3-b509-a085a7eb413c|Bem, eu estava pensando que poderíamos levar nossa comemoração da humilhação da Ashley para o próximo nível...
d68da1b6-c4b5-480d-ac5b-c7cb889fcca0|Na dúvida, pense só: o que o Patrick faria?
6134f6ac-c071-4d13-a90c-89d2190a436c|Madison, acho que está na hora de você encarnar o grande guaxinim lixo.
8ec8fb33-6283-4190-8aac-a5b999fca7b6|Vamos fazer de novo como da última vez, mas com um pouco mais... estrela pornô!
6c9c27ee-a641-4c0a-a212-202ad50e6aa5|Você sabe o que dizem... Adeus, amantes de gatinhos, fazem melhor.
916f1642-b835-44f3-a8d2-c56be01ee648|Você já ficou bem "libertada" uma vez esta noite, lembra... "Madame?"
0602abab-f134-4c3e-9f50-ba6f3c9dd788|*Psiu, Vickie, pose sexy!* Madison, olha só! Nós três poderíamos fazer a obra-prima de arte moderna mais sexy do mundo!
10755027-ad3b-44ff-880c-f8e10014df1f|Somos todos pontinhos de cor neste mundo, Madison. E agora, Vickie e eu só queremos compartilhar um pouco da tela crua com você...
ede70ead-ff54-46a1-a373-537a2c458f79|Achei que nosso momento no seu banheiro foi íntimo, de certa forma. Quer dizer... Eu, pelo menos, senti a ligação. Totalmente.
14e91f1e-5f94-4bf1-9c2f-8282e89ad7d3|Na verdade, pensei que talvez você e o Derek estivessem a fim.
031f392a-63a6-4286-9c6d-ae74d77a7a31|Eu respeito isso. Podemos experimentar se você nos der um pouco. Ok, Vicky?
41770bf0-1330-4ecd-b66c-76a822e6acbd|Uau!
120cc471-7447-4ad9-9ee9-77ee97a5e45c|Uau. É... Eu não te culpo. Estou muito ocupado me culpando.
417afff8-c538-4839-9831-429b1e393c23|Ooooh merda! Desafio. Mais. Quente. De. Todos.
6d358aa1-6f01-408c-b795-964896cf7052|Ah, vamos. É... né, Vickie?
a8224741-7c35-44d0-a0d8-910940ed56ec|Então... frases de efeito focadas em produto não são a sua praia? Denunciado.
a7c8802b-7346-47b7-a1a6-e2c5d66ef4e0|Não, não! Eles... eles adoraram isso! ...eu acho.
800663a7-f408-41ad-adda-93d9a77c182b|Droga!
eb260e35-e39e-457d-87e5-8352f93ddcb7|Esse é o espírito!
be10a412-12a1-4231-a306-980dcb2b4a12|"Com certeza. É. Sério. O quê, desculpa... só ouvi "foda-se" e "agora"."
fc753a12-66ba-44a7-a479-eeab8cbdfaa1|Ok, eu faço. Desculpa, Vickie, hora ruim. Podemos tentar de novo mais tarde?
84356aab-2c7e-490d-86bd-a58d4c2f6c65|É, e aí, Derek?
2f28047c-b89a-49fd-bd1f-f3988722b529|Com certeza. Vickie, está tudo certo!
85e7a40f-d28c-41e5-864c-0a388609ac75|Sim! No entanto, pensei rapidamente... como você se sentiria se o Derek participasse?
50f098c6-b10e-4db3-8129-f4374c93b325|Sim, vamos, prometo! Mas vou ter que pedir para você esperar um pouco mais. Você também, Vicky.
da638243-be91-46e8-9882-5d216e947db5|Correto. Vai afundar dessa vez, eu juro.
0a8a9495-492b-4a38-852f-2d24a32cd815|Chame o Derek. Mantenha meu nível de energia alto. Vamos nessa!
