[General]
Name|Stephanie
e9546911-8f17-475f-9880-ada98bcf7741|Obrigada, Stephanie.
ea6f618a-0412-47d6-b7b4-1e99cc310f9e|Concordo.
ea756e48-425d-40e1-9432-bf5d135c19ce|Ok, não demore muito.
eb00fef7-969b-4f65-903b-69657dcc53b5|Professora Stephanie, acho que esta aula merece um... toque pessoal.
ebce58dc-a6c4-44b3-ba50-a2966b3cddcc|Chorando perto de um túmulo, hein? Já tive encontros piores.
ec854ed1-16da-4b20-9fd6-cba2a167128d|Ótima ideia!
eccbc2a9-f162-4b41-81bd-5121fb0910f2|Divirta-se... Preciso bisbilhotar a vida dos outros.
ecdf9d82-cde2-4776-a89a-37a9f30c2247|É... aquele lugar é incrível!
ef48aacc-c9f8-4cc1-a685-4c7a86cf9040|Seus passos de dança são ótimos!
ef6ceb5a-0cc2-4ee2-8b1d-ee9a3b3f8cf2|Quero praticar minha língua. Relaxa.
efaaaa37-f58b-4155-8a8d-fc5c958c3dd7|Que diabos você está fazendo?
efc8aeb4-4115-4d8c-8f0c-afee90eafa82|Ei, instalei uma caixa de som lá fora, perto da banheira de hidromassagem!
f2527f70-a5bd-493b-accf-b8d46748faa3|Com certeza. Te aviso se você ganhar.
f5e8f443-830b-47eb-80c9-341dab937018|*Espera, Stephanie*
f742a2f9-9fef-4d19-9e90-cfcbfdc61da0|Concordo plenamente.
f7f2a13d-2950-4f58-9dbf-df76f2fd9d9d|E... merda.
f83b26df-bc72-49dd-b6e1-50291f169548|O... tá. Isso parece um pouco incomum da sua parte.
f86072d7-3981-4e8b-9c70-fa777f3a2b1f|Ainda não encontrei a garrafa d'água!
f97365a1-06ac-40f1-a0f5-54446be752b6|Tá, tô com você.
fa2a00e1-9a94-4660-85ad-af1049684e55|Ei, a Amy também quer te ajudar.
fd774ae0-01db-4fd3-a78a-5378af7cfb37|Seja forte, Katherine!
ff194dcd-95db-4b46-879e-f0ef57fd312f|O que você acha do Patrick?
ffa7548e-80da-46a3-ba14-a5171594f73c|Ah, merda, isso não é um bom sinal...
ffebf515-e80c-4fe5-a11a-153985619c95|Katherine parece ser um cara legal.

[Quests]
764b6bc3-aa24-4bb1-8af8-8ae7a3d5dc36CompletedDetails| Stephanie, com uma ajudinha, conseguiu resolver a situação! E ela tem um futuro promissor pela frente! Falando em futuro, você deveria ir falar com ela de novo...
764b6bc3-aa24-4bb1-8af8-8ae7a3d5dc36Description|Stephanie acabou de descobrir a realidade da limpeza se quiser seguir suas paixões. Naturalmente, isso não deu muito certo. Veja se você consegue acalmá-la.
764b6bc3-aa24-4bb1-8af8-8ae7a3d5dc36FailedDetails|Você encontrou uma maneira de acalmar a Stephanie? Você a ajudou a largar as drogas? ...parece que a resposta é não para ambas as perguntas. E agora?
764b6bc3-aa24-4bb1-8af8-8ae7a3d5dc36|Ataque de pânico
7c6a6d68-a46a-4dc1-b586-b112c5b88cbeCompletedDetails|Cuidado! A Stephanie libertou seu lado selvagem! Ela provavelmente está a fim de qualquer tipo de safadeza que você possa imaginar agora. Espero que você não precise dela para nenhuma outra... atividade produtiva hoje à noite.
7c6a6d68-a46a-4dc1-b586-b112c5b88cbeDescription1|Ok, ok, ok! Parece que você está gostando mesmo da Stephanie! Tem mais alguma travessura ou gostosura na manga?
7c6a6d68-a46a-4dc1-b586-b112c5b88cbeDescription|Stephanie disse que se ela beber um pouco, pode ver uns peitos. Tente encontrar um pouco de álcool para ela!
7c6a6d68-a46a-4dc1-b586-b112c5b88cbeFailedDetails|Você decidiu guiar Stephanie por um caminho mais nobre? Ou ela decidiu que o caminho dela não tem nada a ver com você? Não é como se você estivesse ficando sem maneiras de conquistá-la, não é?
7c6a6d68-a46a-4dc1-b586-b112c5b88cbe|Vamos diminuir algumas inibições
85b39753-8e78-494d-ac0a-455e4e4a9a3eCompletedDetails|O chantilly deixou a Stephanie em frenesi! Olha só como ela dança! Quem sabe o que mais ela estaria disposta a fazer agora...
85b39753-8e78-494d-ac0a-455e4e4a9a3eDescription|Stephanie quer que você encontre um pouco de chantilly para ela e, em troca, ela lhe mostrará alguns novos passos de dança.
85b39753-8e78-494d-ac0a-455e4e4a9a3eFailedDetails|Você decidiu guiar Stephanie por um caminho mais nobre? Ou ela decidiu que o caminho dela não tem nada a ver com você? ...Você não perdeu o chantilly, perdeu? Nunca perca o chantilly!
85b39753-8e78-494d-ac0a-455e4e4a9a3e|Em busca do gás hilariante!
a2d36235-fad1-4205-9b80-c3a59b714aa4 Description|Stephanie tem um talento especial para ajudar as pessoas. Isso poderia ser um ótimo assunto para uma conversa.
a2d36235-fad1-4205-9b80-c3a59b714aa4CompletedDetails|Você ajudou a Stephanie a dar o primeiro passo em direção a um futuro mais brilhante e produtivo. Uau... Quer dizer, isso é maravilhoso!
a2d36235-fad1-4205-9b80-c3a59b714aa4FailedDetails|Bem, acho que não adianta mais ajudar a Stephanie a decidir o que fazer da vida. O futuro é para os perdedores, de qualquer forma.
a2d36235-fad1-4205-9b80-c3a59b714aa4|Siga seu chamado
d3794da9-18a5-4140-be8a-5fce5ad1a020Description|Receba uma aula especial da Stephanie.
d3794da9-18a5-4140-be8a-5fce5ad1a020|Tutoria especial
e42fc797-a72c-4460-a420-e59319c40dfbDescription|Stephanie tem alguns problemas com seu atual empregador. Ela parece revelar mais a cada bebida.
e42fc797-a72c-4460-a420-e59319c40dfb|Bêbado e desordeiro - Stephanie
f89b0499-459c-468a-9f8b-3638dadf54edDescription|Ajude Stephanie a enxergar seu potencial profissional criando uma emergência médica. (Não mate ninguém, psicopata.)
f89b0499-459c-468a-9f8b-3638dadf54ed|Só um pouco de pressão

[Events]
0039c42a-7a83-4318-8e6f-430de596ae59|Merda. Eu rasguei. Acho que vou, hum... jogar naquele lugar. Não só estraguei uma lembrança perfeita, como acho que a Dra. Steph vai ter uma noite mais agitada do que pretendia...
16ad7f67-436a-488f-ad51-5185a345305b|Algo sobre a Stephanie ter perdido alguns dentes me faz pensar que provavelmente é melhor ela não beber mais.
18419236-2ce0-4d25-97f8-21103661f44e|O que quer que eu dê a ela, ela termina em segundos... e provavelmente vai continuar tomando mais. Até eu ficar sem álcool...
1bd0e40b-9d66-40cb-86be-8c7c2821d770|É melhor eu tirar a calcinha dela...
1fd9097a-515e-460a-a376-b92657b7178c|Ugh, preciso de um tempinho para recarregar as energias... só o melhor para a Dra. Steph!
2017676d-af54-473f-a311-3ca0bab73527|Mmmm, "grande" não parece um bom adjetivo para esta caneca... se não for o suficiente, terei que procurar algo mais.
23d950f4-7bb6-4049-a3a0-db74a163b109|Muita água? ...uma simples caneca não resolve. Vou ter que ser mais criativo.
32d2b1e3-fd9e-4d9a-ba3e-a6ff217f9ca4|Acho que eu e a Steph estamos nos dando muito bem. Só preciso me esforçar um pouco mais.
345e7bf9-6708-4e35-9efc-24eda1bad34f|Hmm, falando "nesta música", será que tem como trocá-la? Por outra coisa.
3718b682-548b-4f93-9c5c-f31195972cad|Nossa... vamos dar alguns minutos para a Stephanie se recuperar... e pensar no que ela acabou de fazer com seu lindo rosto.
38b7f512-893c-4f59-b5bc-f5f3badd4abd|Penso nisso depois... Por enquanto, é melhor eu cuidar do Derek.
39ed009d-63f0-47e1-aa60-f4a444fea01c|E isso faz três convidados surpresa. É melhor eu avisar o Derek que estamos prontos para o grande show.
3abca6c6-f0eb-45a7-8101-f81dc46f1020|Que pena para ela. Talvez a próxima coisa que devêssemos fazer seja mudar essa porra de música!
3b2b9e77-6bd2-41fe-b87d-f7dd23e85e99|Estou prestes a... porra! Estou prestes a gozar!
4255636e-7504-4c4b-ac1a-5d302f42a6a4|Não sei se o Frank vai conseguir nos ouvir... Eu deveria tentar aproximá-la dele.
475d0bfc-dd4c-400f-98a6-fdf142d2f087|Parece que destruí qualquer chance de a Stephanie encontrar seu chamado, pelo menos por esta noite. Bom, enfim, acho que ela está bebendo demais para ser razoável.
475f2c87-c515-4266-867d-50c177f8270b|Hmm, falando "desta música", será que tem como trocá-la? Por outra coisa?
4975fb69-e2f7-4e3d-8f19-1382f04b14cd|Esses movimentos poderiam ter me ajudado contra o Derek... e isso é péssimo!
4d66af09-04a2-41b0-96b2-61b70e26f36a|A Stephanie não quer isso agora.
4eba0c1f-9ba6-4c32-9b81-ca7717e92b54|*Respire fundo dentro da sacola antes de devolvê-la para a Stephanie*
4f9fd929-aef4-423c-b1a1-c035f5147a97|Eba... Acho que sim. Esses movimentos podem ser úteis se eu tiver que desafiar alguém na pista de dança hoje à noite!
54417c7a-069c-479c-bd55-b2d58fbc6263|Mmm, ela disse uma quantidade "grande" de água. Sou formada em grandologia e mestre em gigantologia, e esta xícara... não é grande o suficiente.
5ee3297d-8e02-4299-a9a1-b69f009d1344|Hmm. Agora não é a melhor hora para pedir para a Stephanie fazer uma lap dance nele... Existe um bom momento para isso? Vou pensar e tentar mais tarde.
6950564b-ef58-443d-940b-70756884c925|A Steph parece ser do tipo que só quer energia positiva. E aparentemente ela não se importa de beber. Hmm...
6ccef872-568a-4ec6-a4c3-affc972fbe16|Preciso pensar nisso primeiro... se eu der isso para a Stephanie, ela vai ficar chapada demais para pensar em outra coisa além de ficar louca. É isso mesmo que eu quero? Que escolha difícil...
6e11aec1-529c-4a99-bdec-0e1aa77b4717|Tenho quase certeza de que a Steph preencheu o espaço entre os dentes com chiclete velho. O resultado não ficou ruim, na verdade...
79b952fb-cc4c-4577-8e65-549e727573f2|Está com cheiro de tinta aqui dentro! A Stefanie está cheirando tinta acrílica barata!
7ac20ed4-ae13-448c-b32f-dfe65d9c0eeb|Acho que ela realmente precisava de algo para ajudá-la a superar aquele ataque de pânico. Algo. Alguém. Quem sabe? Mas uma coisa que eu nunca esqueço é como respirar.
8c87b617-087d-40b2-9dfc-12a6cfbd5457|Frank e eu ainda não terminamos nossa caça à bebida. Ele parecia bem preocupado com isso. Melhor esperar até acabar.
91b47fba-393e-4dc0-a9a6-ab02ea8d5373|Ótimo! Esse é um esconderijo muito, hum... criativo, Steph.
9296af5c-85cb-45a2-9eca-796cf95a8488|Ou a Stephanie está bem lá em cima... ou ela está à beira de um colapso nervoso. É melhor eu ir visitá-la. Ou... só observar e não fazer nada.
a1985649-b38d-43a8-bf8b-54f2712984b1|*Cinco minutos depois*
a4c35bd6-cd5a-42d4-a8dc-9de26aa9ec3f|Ele está quase lá!
a74410bb-6748-4813-ae33-ff8419eca955|Ugh, preciso de alguns minutos para recarregar as energias... só o melhor para a Dra. Steph!
a8580f5d-e0df-4bea-8f12-f807f97bd8f5|Parece que preciso fazer amizade com a Stephanie... talvez eu devesse tentar ser mais animada? Argh... sem chance.
acfb13ba-0465-4692-9353-fb46337b176f|Ok, hora de usar esses movimentos!
ade3d331-aa2d-4783-a417-86163bc8345d|A Steph não consegue fazer uma lap dance nele a menos que ele esteja sentado. ...você não acha?
b7421423-2afa-4482-9762-43efbe109979|Aaaaa-hah. Ótimo. Devo ter irritado ela. Não tenho certeza se consigo sair dessa... Preciso ver se alguém me dá uma pá.
b7be0012-f4d6-47b5-a664-fe49b2689fc0|Hmm... Preciso dar uma olhada naquela foto do gato. Aconteceu alguma coisa lá fora, no entanto. Tenho minhas pistas... caramba, sou um ótimo detetive!
b7c36ec3-a016-441d-afa8-af27a8e36f03|Espero que a Stephanie melhore. Ela parecia... bem... uma gatinha que acabou de ter um ataque de pânico. Talvez ela consiga lidar com isso sozinha...
c57d01cc-36ef-4c05-970b-955e2ab38f5d|Tenho a sensação de que ela vai voltar aqui de qualquer jeito, mas preciso encontrar um lugar onde ela possa ouvir a música. Então...
cf56bb11-9a21-4ddc-ab18-67fba1edac52|Será que ela está interessada em dançar agora? Ou em festejar? Talvez haja algo errado com ela... ou talvez eu deva voltar em alguns minutos.
d5909d3a-64a9-4125-8123-00467d225084|Será que a Stephanie ainda está chapada além dos limites humanos? ...Acho que é uma pergunta complicada, mas vou falar com ela mesmo assim.
d7bbc9ba-b152-4001-8000-8c4ca505a726|É melhor eu tirar a calcinha dela...
d838b3ed-51cc-4829-865e-92c06f9268de|Acho que a Steph precisa de alguns minutos para recarregar as energias antes de começar sua aula divertida e altamente educativa.
dfa3a32a-41b1-41e4-8a12-b96ad2922a0e|Onde? Onde foi que eu errei com a Stephanie? Espero ainda poder cair nas graças dela esta noite...
e52b7874-4d6e-494c-be8c-0a4a85e4dbf9|Talvez sejam esses os movimentos que eu preciso mostrar para o Derek! Vou ter que encontrar o momento certo para usá-los...
e6427379-6cd3-4eb4-ac89-179c460074b9|A Stephanie já teve um orgasmo esta noite! Acho que devo forçá-la um pouco mais...
e794a9e3-415c-44b5-b242-ea2127ff62d1|...Nada. Fantástico. Ela está claramente chapada demais para me ajudar. É melhor eu visitá-la mais tarde...
Empty Vodka Bottle|Garrafa de Vodka Vazia
f3caf6a5-2998-40f2-830a-1ab7cd3c6a16|Estou quase lá... não... pare...
f4c33be7-0602-459a-be22-139f96cc1418|Ele não tem nada que eu possa usar agora. Por um lado, estou surpreso... por outro, eu esperava por isso.
Fast Food Bag|Sacola de Fast Food

[Background Chatter]
BGC1|Eu sei andar, querida!
BGC2|Por favor, por favor, não vá ao Chubbie's quando eu estiver trabalhando. A última coisa que você quer de um bar e restaurante sem camisa é reconhecer o rosto em vez dos peitos.
BGC3|Pare de me perguntar sobre a escola. Está indo bem.
BGC4|Eu danço em qualquer lugar. Dentro, fora, tanto faz!
BGC5|Olhe, mas não toque, querida.
BGC6|É verdade que os dinossauros vagavam pela Terra há apenas 64 anos?
BGC7|Qual é o seu signo? Meu Deus, por favor, não me diga que você gosta do estilo animal do céu da Madison...
BGC8|Um punhado de feno mantém o médico afastado!
BGC9|Quer dançar comigo?
BGC10|Depois que eu fico bêbada, nada me impede!
BGC11|Patrick, você não estava carregando uma maleta quando apareceu?
BGC12|Brittneyyyyy, que bom que você está relaxando! Acho que nunca mais vamos poder sair juntos.
BGC13|Eu sei, foi tão aleatório! Haha, nunca faríamos algo assim sóbrios.
BGC14|Não tem carteira de motorista válida? Madissooonnnnn, alguém foi travesso?
BGC15|30 jardas, dã. Todo mundo sabe disso.
BGC16|Então a Ashley falhou pelo mesmo motivo?
BGC17|Meu Deus!
BGC18|Patrick, toda vez que você chega perto de mim, eu sinto, qual é a palavra... tipo "Ódio", mas na maioria das vezes.
BGC19|Ah, Katherine, eu te peguei! Lá vamos nós! Puta merda, B-B-B-BASS DROP! WUB WUB WUB WUB WUBBITY WUBBITY WUB WUB WOOP!
BGC20|Ah, eu também sei fazer essa piada! Eu entendi a maior parte do que você disse... NÃO!
BGC21|DING, as batatas fritas estão prontas! Desculpe... Acho que o Chubbies me deu PSDP, ou pior! Ei, olha só essa jogada!
BGC22|Olha, eu estava confuso porque você estava dizendo um monte de coisas, mas NENHUMA delas era sobre cocaína ou sua bunda! Acho que estamos na mesma página agora. A propósito, você tem cocaína?
BGC23|Hum. Você não consegue gostar? Tão imaturo.
BGC24|Quando você tem que ir, você tem que ir. Todos os festivais de música me ensinaram isso. Conselho profissional: enrole um pedaço de papel higiênico para fazer um funil. Além disso, mantenha-o apontado... para lá. Valeu!
BGC25|De jeito nenhum, volta pra dança!
BGC26|Você está dizendo isso como se a minha dança te deixasse de pau duro? Que tesão.
BGC27|Ah, o Frank parecia tão magoado e meio... deprimido quando saiu. Ah, bom, voltando pra dança!
BGC28|Queria que mais gente dançasse. Eu amo dançar tanto. Já tive pelo menos três concussões por tentar dançar a noite toda e desmaiar espontaneamente. O quê? Não me olhe com esse olhar de julgamento.
BGC29|É, gata! Eu só estava dizendo que precisamos de mais gente na pista de dança. Uau! Vamos aumentar o volume!
BGC30|Nossa, Derek. Ouvi dizer que você dança muito bem, mas você quase apareceu aqui. Talvez eu tenha que usar as armas grandes. Quer dizer, meus peitos. Sempre que estou em dúvida, eu simplesmente chamo as meninas e pronto! Sou a melhor dançarina da sala de novo. Todos os olhos em mim! Funciona sempre!
BGC31|Nossa, Derek. Ouvi dizer que você dança muito bem, mas isso é muito bom! Tipo, se eu não tivesse os peitos de fora, todo mundo estaria olhando para você agora em vez de para mim!
BGC32|Nossa, e eu que achava que eu era a pessoa mais abertamente sexual aqui. Acho que a gente aprende algo novo todo dia!
BGC33|É, entendeu! Ufa, queria que a gente transasse. Vocês dois têm muita sorte. Tá, vou deixar isso com vocês dois. Sejam respeitosos! Não parem até os DOIS gozarem!
BGC34|Ah, não, Patrick. Ereções que duram quatro horas ou mais podem ser perigosas para a saúde. Você deveria mesmo dar uma olhada nisso!
BGC35|Eca, sai de perto de mim, Patrick. Eu só estava tentando ajudar.
BGC35|Eca, sai de perto de mim, Patrick. Eu só estava tentando ajudar. BGC36|Nossa, que loucura, Rachael! Espero que não haja outros palcos em que eu não esteja dançando de topless. Seria péssimo.
BGC37|Tá brincando? Que honra! Essa foi a coisa mais legal que alguém já me disse!
BGC38|Sério, não sei do que o Derek estava falando antes. Ele estava tipo, surtando por causa do gato dele ou algo assim. Não sei o que fazer. Não sou um médico psicopata ou sei lá como você chama essas pessoas... sssssssssssssssssssssssssss Fiquei só mexendo com ele até ele finalmente parar de falar comigo sobre isso. Funciona sempre!
BGC39|"Esta noite está tão divertida! Eu precisava muito disso. Minha mãe vive dizendo que preciso pensar no meu futuro, mas eu só quero continuar dançando e não pensar em "ser adulta" e responsabilidades, tipo, nunca!"
BGC40|Ah, eu não sou nada tímida. Uma vez, mostrei o dedo para um carro cheio de padres. Foi divertido. Você devia ter visto a cara deles quando saíram cambaleando da beira da rampa de acesso. Tenho certeza de que estão bem, e se não, bem, provavelmente viram peitos pela primeira vez, então isso deve compensar.
BGC41|Ouvi dizer que o Derek dança muito bem, mas a música tem que ser perfeita. Eu adoraria vê-lo se curvar e, tipo, se soltar completamente!
BGC42|Eu não levo muito dinheiro comigo. Só trouxe uns 50 dólares hoje à noite, e é basicamente para pagar minha carona para casa. Eu provavelmente deveria ter, tipo, muito cuidado para não desperdiçar e acabar chupando outro estranho aleatório para conseguir uma carona para casa. Aquela noite foi horrível.
BGC43|O quê? Não, não doeu. Eu adoro boquetes aleatórios. Eu ainda não tinha tirado meu aparelho, e os pelos pubianos dele ficavam presos neles, e ele gritava muito alto e ficava bravo toda vez que tiravam um. Algumas pessoas simplesmente não conseguem desligar.
BGC44|Não me lembro exatamente quantas festas terminaram comigo dançando de topless ou nua. Perdi a conta. Adoro ficar nua e ter outras pessoas me observando. Quando a vontade bate e as circunstâncias são certas, não tenho problema em ficar nua.
BGC45|Ei! Você está fazendo um strip-tease? Sabe, eu poderia te mostrar uma coisa ou duas!
BGC46|Oooh, é a Doja Cat! Fooooorte! Adoro a música tema dela! Doja, Doja, Doja, Doja Cat!
BGC47|Uhuu! Guerra de bolas de neve!
BGC48|Uau, quando a neve derreter, podemos transformar isso num concurso de camisetas molhadas!
BGC49|Continue dançando, Stephanie, está tudo bem...
BGC50|*Cantarolando a música tema da House Party*
BGC51|Ei! Por que a música parou?
BGC52|Ah, não, tomei a pílula errada de novo? Não consigo mais enxergar! EI?!
BGC53|Essa batida está demorando uma eternidade para chegar.
BGC54|Vou dançar no escuro... como... uma bailarina no escuro! Só preciso da música. Pode colocar a música de volta?
BGC55|Alguém disse que a Liz Katz foi paga para estar aqui? Quem pagou?
BGC56|Bom trabalho, é assim que se faz! Está muito mais legal agora, não é?
BGC57|A única maneira de continuar dançando é tirando alguma coisa. Essa música me deixa com tesão, e não no bom sentido.
BGC58|Alguém pode mudar a música?
BGC59|Vi uma foto do Patrick no lixo. Bem onde ela deveria estar.
BGC60|Olha, vou ser direto. Sinto falta do strip-tease. O que eu não daria por uma boa lap dance.
BGC61|Estou muito animado que a Madison tenha uma jacuzzi. Meu colega de trabalho sempre diz que eu deveria ser um streamer de hidromassagem. Eu disse a ele que não gosto de videogame, e ele disse: "Melhor ainda!"
BGC62|Tentei tocar naquele cacto para a ciência. Agora tenho que ir ao hospital por causa da dor.
BGC63|Acho incrível que a Ashley queira "salvar as baleias". Acho que é por isso que ela dorme com tanta gente gorda.
BGC64|Para sua informação, Madison, talvez eu precise da sua secadora. Estou sempre molhada, de um jeito ou de outro.
BGC65|Eu gozei, eu vi, eu dancei.
BGC66|Eu deveria aprender a rebolar, mas acho que não sou bunda o suficiente.
BGC67|Um conselho: se você for vasculhar o armário da Madison, não se esqueça de olhar para cima.

